lang,topic,topic_in_English
uk,PlayStation Portable,PlayStation Portable
sv,Playstation Portable,PlayStation Portable
vi,PlayStation Portable,PlayStation Portable
ro,PlayStation Portable,PlayStation Portable
fi,PlayStation Portable,PlayStation Portable
ko,플레이스테이션 포터블,PlayStation Portable
hu,PlayStation Portable,PlayStation Portable
el,PlayStation Portable,PlayStation Portable
no,PlayStation Portable,PlayStation Portable
th,เพลย์สเตชัน พอร์เทเบิล,PlayStation Portable
sk,PlayStation Portable,PlayStation Portable
da,PlayStation Portable,PlayStation Portable
ms,PlayStation Portable,PlayStation Portable
bg,PSP,PlayStation Portable
ca,PlayStation Portable,PlayStation Portable
hr,PlayStation Portable,PlayStation Portable
lt,PlayStation Portable,PlayStation Portable
zh-yue,PlayStation Portable,PlayStation Portable
arz,بلاى ستيشن بورتبل,PlayStation Portable
et,PlayStation Portable,PlayStation Portable
sr,PlayStation Portable,PlayStation Portable
ka,PlayStation Portable,PlayStation Portable
ast,PlayStation Portable,PlayStation Portable
bs,PlayStation Portable,PlayStation Portable
lv,PlayStation Portable,PlayStation Portable
hy,PlayStation Portable,PlayStation Portable
sl,PlayStation Portable,PlayStation Portable
tl,PlayStation Portable,PlayStation Portable
sq,PlayStation Portable,PlayStation Portable
gl,PlayStation Portable,PlayStation Portable
af,Sony PsP,PlayStation Portable
uz,PlayStation Portable,PlayStation Portable
wuu,PlayStation Portable,PlayStation Portable
als,PlayStation Portable,PlayStation Portable
ckb,پلەیستەیشنی ھەڵگرتنی,PlayStation Portable
is,PlayStation Portable,PlayStation Portable
qu,PlayStation Portable,PlayStation Portable
sco,PlayStation Portable,PlayStation Portable
xmf,PSP,PlayStation Portable
an,PlayStation Portable,PlayStation Portable
eu,PlayStation Portable,PlayStation Portable
cy,PlayStation Portable,PlayStation Portable
my,ပလေးစတေရှင် ပေါ့တေးဘဲလ်,PlayStation Portable
eo,PlayStation Portable,PlayStation Portable
zh-classical,掌上戲驛,PlayStation Portable
ja,青木まゆこ,Mayuko Aoki
en,Mayuko Aoki,Mayuko Aoki
zh,青木麻由子,Mayuko Aoki
it,Mayuko Aoki,Mayuko Aoki
zh-yue,青木麻由子,Mayuko Aoki
fr,Mayuko Aoki,Mayuko Aoki
sq,Mayuko Aoki,Mayuko Aoki
arz,مايوكو اوكى,Mayuko Aoki
en,MTV Video Music Award for Best Video Game Soundtrack,MTV Video Music Award for Best Video Game Soundtrack
pl,Best Video Game Soundtrack,MTV Video Music Award for Best Video Game Soundtrack
de,MTV Video Music Awards/Best Video Game Soundtrack,MTV Video Music Award for Best Video Game Soundtrack
hu,MTV Video Music Award a legjobb videójáték betétdalért,MTV Video Music Award for Best Video Game Soundtrack
fr,MTV Video Music Award Best Video Game Soundtrack,MTV Video Music Award for Best Video Game Soundtrack
id,MTV Video Music Award untuk Lagu Tema Permainan Video Terbaik,MTV Video Music Award for Best Video Game Soundtrack
en,Game Designers' Workshop,Game Designers' Workshop
ja,ゲームデザイナーズ・ワークショップ,Game Designers' Workshop
it,Game Designers' Workshop,Game Designers' Workshop
fr,Game Designers' Workshop,Game Designers' Workshop
es,Game Designers' Workshop,Game Designers' Workshop
sv,Game Designers' Workshop,Game Designers' Workshop
en,Digital Extremes,Digital Extremes
ru,Digital Extremes,Digital Extremes
de,Digital Extremes,Digital Extremes
fr,Digital Extremes,Digital Extremes
es,Digital Extremes,Digital Extremes
zh,Digital Extremes,Digital Extremes
it,Digital Extremes,Digital Extremes
pl,Digital Extremes,Digital Extremes
uk,Digital Extremes,Digital Extremes
tr,Digital Extremes,Digital Extremes
hu,Digital Extremes,Digital Extremes
nl,Digital Extremes,Digital Extremes
ko,디지털 익스트림스,Digital Extremes
vi,Digital Extremes,Digital Extremes
hy,Digital Extremes,Digital Extremes
arz,ديچيتال اكستريمس,Digital Extremes
en,Sprung (video game),Sprung (video game)
lld,Sprung,Sprung (video game)
en,Bubsy,Bubsy
es,Bubsy,Bubsy
pt,Bubsy,Bubsy
fr,Bubsy,Bubsy
de,Bubsy,Bubsy
sv,Bubsy,Bubsy
en,Autoduel,Autoduel
ru,Autoduel,Autoduel
it,Autoduel,Autoduel
fr,Autoduel,Autoduel
lld,Autoduel,Autoduel
en,Breath of Fire (video game),Breath of Fire (video game)
ja,ブレス オブ ファイア 竜の戦士,Breath of Fire (video game)
es,Breath of Fire (videojuego),Breath of Fire (video game)
zh,龙战士,Breath of Fire (video game)
ru,Breath of Fire,Breath of Fire (video game)
pt,Breath of Fire (jogo eletrônico),Breath of Fire (video game)
it,Breath of Fire,Breath of Fire (video game)
fr,Breath of Fire (jeu vidéo),Breath of Fire (video game)
lld,Breath of Fire,Breath of Fire (video game)
arz,برايث اوف فير,Breath of Fire (video game)
sv,Breath of Fire I,Breath of Fire (video game)
en,The Hunt for Red October (console game),The Hunt for Red October (console game)
it,The Hunt for Red October (videogioco 1990 console),The Hunt for Red October (console game)
zh,猎杀红色十月号 (1991年游戏),The Hunt for Red October (console game)
fr,"The Hunt for Red October (jeu vidéo, 1990, Beam Software)",The Hunt for Red October (console game)
sv,The Hunt for Red October (datorspel),The Hunt for Red October (console game)
nl,The Hunt for Red October (computerspel uit 1990 door Beam Software),The Hunt for Red October (console game)
en,Artworx,Artworx
en,Puzznic,Puzznic
ja,パズニック,Puzznic
ru,Puzznic,Puzznic
fr,Puzznic,Puzznic
it,Puzznic,Puzznic
gl,Puzznic,Puzznic
lld,Puzznic,Puzznic
nl,Puzznic,Puzznic
sv,Puzznic,Puzznic
en,Apocalypse (1990 video game),Apocalypse (1990 video game)
en,Project Space Station,Project Space Station
en,Konami Krazy Racers,Konami Krazy Racers
ja,コナミ ワイワイレーシング アドバンス,Konami Krazy Racers
ru,Konami Krazy Racers,Konami Krazy Racers
es,Konami Krazy Racers,Konami Krazy Racers
fr,Konami Krazy Racers,Konami Krazy Racers
pt,Konami Krazy Racers,Konami Krazy Racers
zh,科乐美赛车,Konami Krazy Racers
arz,كونامى كرازى راسيرس,Konami Krazy Racers
lld,Konami Krazy Racers,Konami Krazy Racers
uz,Konami Krazy Racers,Konami Krazy Racers
wuu,科乐美赛车,Konami Krazy Racers
en,One Man and His Droid,One Man and His Droid
es,One Man and His Droid,One Man and His Droid
it,One Man and His Droid,One Man and His Droid
nl,One Man and His Droid,One Man and His Droid
en,Sherlock Holmes: Consulting Detective,Sherlock Holmes: Consulting Detective
ja,シャーロック・ホームズの探偵講座,Sherlock Holmes: Consulting Detective
sv,Sherlock Holmes: Consulting Detective,Sherlock Holmes: Consulting Detective
nl,Sherlock Holmes: Consulting Detective,Sherlock Holmes: Consulting Detective
lld,Sherlock Holmes: Consulting Detective,Sherlock Holmes: Consulting Detective
en,Magnum Light Phaser,Magnum Light Phaser
es,Magnum Light Phaser,Magnum Light Phaser
cs,Sinclair Magnum Light Phaser,Magnum Light Phaser
pt,Magnum Light Phaser,Magnum Light Phaser
en,Jack Fletcher,Jack Fletcher
en,Mixed-Up Mother Goose,Mixed-Up Mother Goose
fr,Ballades au pays de Mère l'Oie,Mixed-Up Mother Goose
es,Mixed-Up Mother Goose,Mixed-Up Mother Goose
fi,Mixed-up Mother Goose,Mixed-Up Mother Goose
nl,Mixed-Up Mother Goose,Mixed-Up Mother Goose
lld,Mixed-Up Mother Goose,Mixed-Up Mother Goose
en,Drakengard 2,Drakengard 2
ja,ドラッグオンドラグーン2 封印の紅、背徳の黒,Drakengard 2
it,Drakengard 2,Drakengard 2
zh,誓血龍騎士2 封印之紅、背德之黑,Drakengard 2
fr,Drakengard 2,Drakengard 2
pt,Drakengard 2,Drakengard 2
no,Drakengard 2,Drakengard 2
lld,Drakengard 2,Drakengard 2
en,Zone of the Enders: The Fist of Mars,Zone of the Enders: The Fist of Mars
fr,Zone of the Enders: The Fist of Mars,Zone of the Enders: The Fist of Mars
it,Zone of the Enders: The Fist of Mars,Zone of the Enders: The Fist of Mars
en,Hardware: Online Arena,Hardware: Online Arena
lld,Hardware: Online Arena,Hardware: Online Arena
ru,Мор (Утопия),Pathologic
en,Pathologic,Pathologic
es,Pathologic,Pathologic
it,Pathologic,Pathologic
pl,Pathologic,Pathologic
uk,Мор (Утопія),Pathologic
no,Pathologic,Pathologic
nl,Pathologic,Pathologic
sah,Мор (Утопия),Pathologic
lld,Pathologic,Pathologic
en,Mario Andretti Racing,Mario Andretti Racing
ru,Mario Andretti Racing,Mario Andretti Racing
fr,Mario Andretti Racing,Mario Andretti Racing
sv,Mario Andretti Racing,Mario Andretti Racing
lld,Mario Andretti Racing,Mario Andretti Racing
en,Lost Dutchman Mine (video game),Lost Dutchman Mine (video game)
en,New York City (video game),New York City (video game)
en,911 Operator (video game),911 Operator (video game)
ru,911 Operator,911 Operator (video game)
ja,911 Operator,911 Operator (video game)
de,911 Operator,911 Operator (video game)
es,911 Operator (videojuego),911 Operator (video game)
zh,911接线员,911 Operator (video game)
fr,911 Operator,911 Operator (video game)
pl,Operator numeru alarmowego,911 Operator (video game)
uk,911 Operator (відеогра),911 Operator (video game)
ko,911 오퍼레이터,911 Operator (video game)
fi,911 Operator,911 Operator (video game)
vi,911 Operator,911 Operator (video game)
en,The Shadow of Yesterday,The Shadow of Yesterday
en,Kurt Warner's Arena Football Unleashed,Kurt Warner's Arena Football Unleashed
lld,Kurt Warner's Arena Football Unleashed,Kurt Warner's Arena Football Unleashed
en,Destroy All Humans! 2,Destroy All Humans! 2
es,Destroy All Humans! 2,Destroy All Humans! 2
it,Destroy All Humans! 2,Destroy All Humans! 2
de,Destroy All Humans! 2,Destroy All Humans! 2
fr,Destroy All Humans! 2,Destroy All Humans! 2
pt,Destroy All Humans! 2,Destroy All Humans! 2
uk,Destroy All Humans! 2,Destroy All Humans! 2
fi,Destroy All Humans! 2,Destroy All Humans! 2
arz,ديستروى اول هيومنز! 2,Destroy All Humans! 2
lld,Destroy All Humans! 2,Destroy All Humans! 2
ms,Destroy All Humans! 2,Destroy All Humans! 2
simple,Destroy All Humans! 2,Destroy All Humans! 2
en,Knife game,Knife game
it,Gioco del coltello,Knife game
bg,Игра с нож,Knife game
en,Rockstar Advanced Game Engine,Rockstar Advanced Game Engine
ru,RAGE (игровой движок),Rockstar Advanced Game Engine
fr,Rockstar Advanced Game Engine,Rockstar Advanced Game Engine
es,Rockstar Advanced Game Engine,Rockstar Advanced Game Engine
de,Rockstar Advanced Game Engine,Rockstar Advanced Game Engine
pt,Rockstar Advanced Game Engine,Rockstar Advanced Game Engine
it,Rockstar Advanced Game Engine,Rockstar Advanced Game Engine
pl,Rockstar Advanced Game Engine,Rockstar Advanced Game Engine
tr,Rockstar Advanced Game Engine,Rockstar Advanced Game Engine
ja,ロックスター・アドバンスド・ゲーム・エンジン,Rockstar Advanced Game Engine
zh,Rockstar高级游戏引擎,Rockstar Advanced Game Engine
uk,Rockstar Advanced Game Engine,Rockstar Advanced Game Engine
nl,Rockstar Advanced Game Engine,Rockstar Advanced Game Engine
id,Rockstar Advanced Game Engine,Rockstar Advanced Game Engine
fi,Rockstar Advanced Game Engine,Rockstar Advanced Game Engine
vi,Rockstar Advanced Game Engine,Rockstar Advanced Game Engine
el,Rockstar Advanced Game Engine,Rockstar Advanced Game Engine
hu,Rockstar Advanced Game Engine,Rockstar Advanced Game Engine
sv,Rockstar Advanced Game Engine,Rockstar Advanced Game Engine
ro,Rockstar Advanced Game Engine,Rockstar Advanced Game Engine
ko,록스타 어드밴스드 게임 엔진,Rockstar Advanced Game Engine
sr,Rockstar Advanced Game Engine,Rockstar Advanced Game Engine
hr,Rockstar Advanced Game Engine,Rockstar Advanced Game Engine
da,Rockstar Advanced Game Engine,Rockstar Advanced Game Engine
sk,Rockstar Advanced Game Engine,Rockstar Advanced Game Engine
lt,Rockstar Advanced Game Engine,Rockstar Advanced Game Engine
ca,Rockstar Advanced Game Engine,Rockstar Advanced Game Engine
ka,Rockstar Advanced Game Engine,Rockstar Advanced Game Engine
en,Alligator Hunt,Alligator Hunt
es,Alligator Hunt,Alligator Hunt
en,Panzer Command,Panzer Command
en,Dragon's Lair 3D: Return to the Lair,Dragon's Lair 3D: Return to the Lair
fr,Dragon's Lair 3D: Return to the Lair,Dragon's Lair 3D: Return to the Lair
lld,Dragon's Lair 3D: Return to the Lair,Dragon's Lair 3D: Return to the Lair
en,Samurai Champloo: Sidetracked,Samurai Champloo: Sidetracked
ja,サムライチャンプルー HIPHOPサムライアクション,Samurai Champloo: Sidetracked
fr,Samurai Champloo: Sidetracked,Samurai Champloo: Sidetracked
lld,Samurai Champloo: Sidetracked,Samurai Champloo: Sidetracked
ms,Samurai Champloo: Sidetracked,Samurai Champloo: Sidetracked
en,Ratchet,Ratchet & Clank Future: Tools of Destruction
ko,래칫,Ratchet & Clank Future: Tools of Destruction
ru,Ratchet,Ratchet & Clank Future: Tools of Destruction
ja,ラチェット (曖昧さ回避),Ratchet & Clank Future: Tools of Destruction
fr,Ratchet,Ratchet & Clank Future: Tools of Destruction
it,Ratchet,Ratchet & Clank Future: Tools of Destruction
fi,Ratchet,Ratchet & Clank Future: Tools of Destruction
en,Infamous Adventures,Infamous Adventures
en,Stunt Racer 64,Stunt Racer 64
es,Stunt Racer 64,Stunt Racer 64
fr,Stunt Racer 64,Stunt Racer 64
lld,Stunt Racer 64,Stunt Racer 64
en,Firepower (pinball),Firepower (pinball)
en,Operation Shadow,Operation Shadow
fr,Operation Shadow,Operation Shadow
en,Andy Chambers,Andy Chambers
fr,Andy Chambers,Andy Chambers
de,Andy Chambers,Andy Chambers
zh,安迪·钱伯斯,Andy Chambers
en,PlayStation Home,PlayStation Home
ja,PlayStation Home,PlayStation Home
es,PlayStation Home,PlayStation Home
ru,PlayStation Home,PlayStation Home
fr,PlayStation Home,PlayStation Home
it,PlayStation Home,PlayStation Home
pl,PlayStation Home,PlayStation Home
zh,PlayStation Home,PlayStation Home
nl,PlayStation Home,PlayStation Home
sv,Playstation Home,PlayStation Home
fi,PlayStation Home,PlayStation Home
pt,PlayStation Home,PlayStation Home
id,PlayStation Home,PlayStation Home
da,PlayStation Home,PlayStation Home
no,PlayStation Home,PlayStation Home
tr,PlayStation Home,PlayStation Home
ms,PlayStation Home,PlayStation Home
is,PlayStation Home,PlayStation Home
de,PlayStation Home,PlayStation Home
en,Run Saber,Run Saber
fr,Run Saber,Run Saber
vi,Run Saber,Run Saber
sv,Run Saber,Run Saber
it,Run Saber,Run Saber
th,รันเซเบอร์,Run Saber
lld,Run Saber,Run Saber
en,Cabela's Big Game Hunter II,Cabela's Big Game Hunter II
es,Cabela's Big Game Hunter II,Cabela's Big Game Hunter II
lld,Cabela's Big Game Hunter II,Cabela's Big Game Hunter II
en,Jumping Jack (video game),Jumping Jack (video game)
es,Jumping Jack,Jumping Jack (video game)
lld,Jumping Jack,Jumping Jack (video game)
en,Dignitas (esports),Dignitas (esports)
de,Team Dignitas,Dignitas (esports)
ko,디그니타스 (e스포츠),Dignitas (esports)
sv,Dignitas (esport),Dignitas (esports)
pl,Team Dignitas,Dignitas (esports)
nl,Dignitas (e-sport),Dignitas (esports)
tr,Dignitas,Dignitas (esports)
en,Leifang,Leifang
es,Leifang,Leifang
de,Deduktionsspiel,Deduction board game
en,Deduction board game,Deduction board game
pt,Jogo de tabuleiro de dedução,Deduction board game
fr,Jeu de déduction,Deduction board game
en,Spelling Challenges and More!,Spelling Challenges and More!
lld,Spelling Challenges and More!,Spelling Challenges and More!
en,High School Musical: Makin' the Cut!,High School Musical: Makin' the Cut!
es,High School Musical: ¡Prepárate para el musical!,High School Musical: Makin' the Cut!
it,High School Musical: Making the Cut,High School Musical: Makin' the Cut!
lld,High School Musical: Makin' the Cut!,High School Musical: Makin' the Cut!
ja,爆笑!スターものまね四天王,Bakushō! Star Monomane Shitennō
en,Bakushō! Star Monomane Shitennō,Bakushō! Star Monomane Shitennō
en,Darkness Within: In Pursuit of Loath Nolder,Darkness Within: In Pursuit of Loath Nolder
ru,Darkness Within: In Pursuit of Loath Nolder,Darkness Within: In Pursuit of Loath Nolder
tr,Darkness Within: In Pursuit of Loath Nolder,Darkness Within: In Pursuit of Loath Nolder
fr,Darkness Within : À la poursuite de Loath Nolder,Darkness Within: In Pursuit of Loath Nolder
it,Darkness Within: Sulle tracce di Loath Nolder,Darkness Within: In Pursuit of Loath Nolder
nl,Darkness Within: In Pursuit of Loath Nolder,Darkness Within: In Pursuit of Loath Nolder
lld,Darkness Within: In Pursuit of Loath Nolder,Darkness Within: In Pursuit of Loath Nolder
en,Stargunner (Atari 2600),Stargunner (Atari 2600)
es,Stargunner,Stargunner (Atari 2600)
en,FIFA Street 3,FIFA Street 3
pt,FIFA Street 3,FIFA Street 3
it,FIFA Street 3,FIFA Street 3
ru,FIFA Street 3,FIFA Street 3
fr,FIFA Street 3,FIFA Street 3
pl,FIFA Street 3,FIFA Street 3
nl,FIFA Street 3,FIFA Street 3
sv,FIFA Street 3,FIFA Street 3
de,FIFA Street 3,FIFA Street 3
fi,FIFA Street 3,FIFA Street 3
hr,FIFA Street 3,FIFA Street 3
arz,فيفا ستريت 3,FIFA Street 3
lld,FIFA Street 3,FIFA Street 3
en,The Unsolved,The Unsolved
en,Miss Bimbo,Miss Bimbo
ja,丸山茂雄,Shigeo Maruyama
en,Shigeo Maruyama,Shigeo Maruyama
zh,丸山茂雄,Shigeo Maruyama
en,Liberian Queah,Liberian Queah
zh,賴比瑞亞跳棋,Liberian Queah
en,Prinny: Can I Really Be the Hero?,Prinny: Can I Really Be the Hero?
ja,プリニー 〜オレが主人公でイイんスか?〜,Prinny: Can I Really Be the Hero?
fr,Prinny: Can I Really Be the Hero?,Prinny: Can I Really Be the Hero?
it,Prinny: Sarò davvero io l'eroe?,Prinny: Can I Really Be the Hero?
lld,Prinny: Can I Really Be the Hero?,Prinny: Can I Really Be the Hero?
en,GCA Games Convention Asia,GCA Games Convention Asia
ru,Games Convention Asia,GCA Games Convention Asia
de,GCA Games Convention Asia,GCA Games Convention Asia
tr,Games Convention Asia,GCA Games Convention Asia
en,Baby Pals,Baby Pals
lld,Baby Pals,Baby Pals
es,Baby Pals,Baby Pals
arz,بابى پالس,Baby Pals
en,George Whiteside,George Whiteside
en,Blazing Dragons (video game),Blazing Dragons (video game)
fr,Blazing Dragons,Blazing Dragons (video game)
en,Pocky,Pocky & Rocky with Becky
ja,ポッキー,Pocky & Rocky with Becky
es,Pocky,Pocky & Rocky with Becky
ko,포키,Pocky & Rocky with Becky
zh,百奇,Pocky & Rocky with Becky
id,Pocky,Pocky & Rocky with Becky
it,Mikado (biscotti),Pocky & Rocky with Becky
fr,Pocky,Pocky & Rocky with Becky
de,Pocky (Markenname),Pocky & Rocky with Becky
th,ป๊อกกี้,Pocky & Rocky with Becky
pt,Pocky,Pocky & Rocky with Becky
pl,Pocky,Pocky & Rocky with Becky
nl,Mikado (snoep),Pocky & Rocky with Becky
hu,Pocky,Pocky & Rocky with Becky
ms,Pocky,Pocky & Rocky with Becky
tr,Pocky,Pocky & Rocky with Becky
sv,Pocky,Pocky & Rocky with Becky
cs,Pocky,Pocky & Rocky with Becky
fi,Pocky,Pocky & Rocky with Becky
ro,Pocky,Pocky & Rocky with Becky
simple,Pocky,Pocky & Rocky with Becky
en,Echo Night,Echo Night
fr,Echo Night,Echo Night
en,Family Mini Golf,Family Mini Golf
lld,Family Mini Golf,Family Mini Golf
arz,فاميلى مينى جولف,Family Mini Golf
en,Titan Studios,Titan Studios
ru,Titan Studios,Titan Studios
zh,Titan Studios,Titan Studios
lt,Titan Studios,Titan Studios
en,Cyborg Hunter,Cyborg Hunter
fr,Cyborg Hunter,Cyborg Hunter
it,Cyborg Hunter,Cyborg Hunter
lld,Cyborg Hunter,Cyborg Hunter
en,Renegade III: The Final Chapter,Renegade III: The Final Chapter
it,Renegade III: The Final Chapter,Renegade III: The Final Chapter
en,Arsenal of Democracy (video game),Arsenal of Democracy (video game)
zh,民主兵工廠 (遊戲),Arsenal of Democracy (video game)
tr,Arsenal of Democracy (video oyunu),Arsenal of Democracy (video game)
es,Arsenal of Democracy (videojuego),Arsenal of Democracy (video game)
pt,Arsenal of Democracy,Arsenal of Democracy (video game)
vi,Arsenal of Democracy,Arsenal of Democracy (video game)
ja,真島吾朗,Goro Majima
en,Goro Majima,Goro Majima
pt,Goro Majima,Goro Majima
ko,마지마 고로,Goro Majima
en,Clint Hocking,Clint Hocking
ja,クリント・ホッキング,Clint Hocking
az,Klint Hokinq,Clint Hocking
en,Simulation Pro Yakyuu,Simulation Pro Yakyuu
en,DeathSpank: Thongs of Virtue,DeathSpank: Thongs of Virtue
lld,DeathSpank: Thongs of Virtue,DeathSpank: Thongs of Virtue
en,Necrodome,Necrodome
fr,Necrodome,Necrodome
nl,Necrodome,Necrodome
lld,Necrodome,Necrodome
en,Championship Wrestling (video game),Championship Wrestling (video game)
nl,Championship Wrestling,Championship Wrestling (video game)
en,Emil Pagliarulo,Emil Pagliarulo
de,Emil Pagliarulo,Emil Pagliarulo
az,Emil Paqliarulo,Emil Pagliarulo
ka,ემილ პალიარულო,Emil Pagliarulo
en,Dead Man's Dice,Dead Man's Dice
en,Lady Bug (video game),Lady Bug (video game)
de,Lady Bug,Lady Bug (video game)
it,Lady Bug,Lady Bug (video game)
fr,Lady Bug,Lady Bug (video game)
lld,Lady Bug,Lady Bug (video game)
nl,Lady Bug,Lady Bug (video game)
en,Nick Bruty,Nick Bruty
en,Dino D-Day,Dino D-Day
ja,Dino D-Day,Dino D-Day
cs,Dino D-Day,Dino D-Day
en,The Sims Social,The Sims Social
ru,The Sims Social,The Sims Social
es,The Sims Social,The Sims Social
pt,The Sims Social,The Sims Social
it,The Sims Social,The Sims Social
zh,模拟时光,The Sims Social
fr,The Sims Social,The Sims Social
nl,The Sims Social,The Sims Social
cs,The Sims Social,The Sims Social
en,Modern Combat 3: Fallen Nation,Modern Combat 3: Fallen Nation
ru,Modern Combat 3: Fallen Nation,Modern Combat 3: Fallen Nation
zh,现代战争3：堕落国度,Modern Combat 3: Fallen Nation
de,Modern Combat 3: Fallen Nation,Modern Combat 3: Fallen Nation
it,Modern Combat 3: Fallen Nation,Modern Combat 3: Fallen Nation
fr,Modern Combat 3: Fallen Nation,Modern Combat 3: Fallen Nation
arz,موديرن كومبات 3: فالن نيشن,Modern Combat 3: Fallen Nation
simple,Modern Combat 3: Fallen Nation,Modern Combat 3: Fallen Nation
lld,Modern Combat 3: Fallen Nation,Modern Combat 3: Fallen Nation
en,FS-A1WSX,FS-A1WSX
en,Battle vs. Chess,Battle vs. Chess
vi,Battle vs. Chess,Battle vs. Chess
it,Battle vs. Chess,Battle vs. Chess
fr,Battle vs. Chess,Battle vs. Chess
lld,Check vs. Mate,Battle vs. Chess
en,George Ziets,George Ziets
ja,ジョージ・ジーツ,George Ziets
de,George Ziets,George Ziets
zh,乔治·兹亚茨,George Ziets
uk,Джордж Зіц,George Ziets
en,Puddle (video game),Puddle (video game)
fr,Puddle,Puddle (video game)
it,Puddle,Puddle (video game)
arz,پودل,Puddle (video game)
lld,Puddle,Puddle (video game)
en,Turbo Tape Games,Turbo Tape Games
no,Turbo Tape Games,Turbo Tape Games
ja,アーシャのアトリエ 〜黄昏の大地の錬金術士〜,Atelier Ayesha: The Alchemist of Dusk
en,Atelier Ayesha: The Alchemist of Dusk,Atelier Ayesha: The Alchemist of Dusk
zh,愛夏的鍊金工房 ～黃昏大地之鍊金術士～,Atelier Ayesha: The Alchemist of Dusk
nl,Atelier Ayesha: The Alchemist of Dusk,Atelier Ayesha: The Alchemist of Dusk
lld,Atelier Ayesha: The Alchemist of Dusk,Atelier Ayesha: The Alchemist of Dusk
en,Destiny (video game),Destiny (video game)
ru,Destiny (игра),Destiny (video game)
es,Destiny (videojuego),Destiny (video game)
fr,Destiny (jeu vidéo),Destiny (video game)
it,Destiny (videogioco),Destiny (video game)
ja,Destiny (ビデオゲーム),Destiny (video game)
de,Destiny (Computerspiel),Destiny (video game)
pt,Destiny (jogo eletrônico),Destiny (video game)
zh,天命 (遊戲),Destiny (video game)
pl,Destiny (gra komputerowa),Destiny (video game)
uk,Destiny,Destiny (video game)
nl,Destiny (computerspel),Destiny (video game)
fi,Destiny (videopeli),Destiny (video game)
tr,Destiny (video oyunu),Destiny (video game)
ko,데스티니 (비디오 게임),Destiny (video game)
sv,Destiny (datorspel),Destiny (video game)
ca,Destiny (videojoc),Destiny (video game)
no,Destiny (videospill),Destiny (video game)
bg,Destiny (игра),Destiny (video game)
lld,Destiny,Destiny (video game)
simple,Destiny (video game),Destiny (video game)
arz,ديستنى,Destiny (video game)
ja,発覚!?ティリティリ7,Hakkaku!? ThiriThiri7
en,Hakkaku!? ThiriThiri7,Hakkaku!? ThiriThiri7
ja,シャーロック・ホームズ 伯爵令嬢誘拐事件,Sherlock Holmes: Hakushaku Reijō Yūkai Jiken
en,Sherlock Holmes: Hakushaku Reijō Yūkai Jiken,Sherlock Holmes: Hakushaku Reijō Yūkai Jiken
zh,福尔摩斯 伯爵令媛诱拐事件,Sherlock Holmes: Hakushaku Reijō Yūkai Jiken
en,Basement Crawl,Basement Crawl
en,8BitMMO,8BitMMO
vi,8BitMMO,8BitMMO
fr,8BitMMO,8BitMMO
en,PlayStation TV,PlayStation TV
ja,PlayStation Vita TV,PlayStation TV
ru,PlayStation TV,PlayStation TV
zh,PlayStation Vita TV,PlayStation TV
es,PlayStation Vita TV,PlayStation TV
fr,PlayStation TV,PlayStation TV
de,PlayStation TV,PlayStation TV
it,PlayStation TV,PlayStation TV
pt,PlayStation TV,PlayStation TV
tr,PlayStation TV,PlayStation TV
ko,플레이스테이션 TV,PlayStation TV
el,PlayStation TV,PlayStation TV
hr,PlayStation TV,PlayStation TV
ckb,تەلەڤیزیۆنی پلەیستەیشن,PlayStation TV
simple,PlayStation TV,PlayStation TV
qu,PlayStation TV,PlayStation TV
ast,PlayStation Vita TV,PlayStation TV
en,Greg Wohlwend,Greg Wohlwend
en,The Castles of Burgundy,The Castles of Burgundy
de,Die Burgen von Burgund,The Castles of Burgundy
fr,Les Châteaux de Bourgogne,The Castles of Burgundy
it,Die Burgen von Burgund,The Castles of Burgundy
ru,Замки Бургундии,The Castles of Burgundy
en,Super Mole Escape,Super Mole Escape
en,Hook Champ,Hook Champ
en,Forza Motorsport 6,Forza Motorsport 6
ru,Forza Motorsport 6,Forza Motorsport 6
es,Forza Motorsport 6,Forza Motorsport 6
de,Forza Motorsport 6,Forza Motorsport 6
fr,Forza Motorsport 6,Forza Motorsport 6
it,Forza Motorsport 6,Forza Motorsport 6
ja,Forza Motorsport 6,Forza Motorsport 6
pt,Forza Motorsport 6,Forza Motorsport 6
pl,Forza Motorsport 6,Forza Motorsport 6
tr,Forza Motorsport 6,Forza Motorsport 6
uk,Forza Motorsport 6,Forza Motorsport 6
fi,Forza Motorsport 6,Forza Motorsport 6
nl,Forza Motorsport 6,Forza Motorsport 6
id,Forza Motorsport 6,Forza Motorsport 6
la,Forza Motorsport 6,Forza Motorsport 6
arz,فورزا موتورسبورت 6,Forza Motorsport 6
en,Nyrthos,Nyrthos
en,Faceware Technologies,Faceware Technologies
en,Edge of Nowhere,Edge of Nowhere
ru,Edge of Nowhere,Edge of Nowhere
fr,Edge of Nowhere,Edge of Nowhere
pt,Edge of Nowhere,Edge of Nowhere
en,Portal Stories: Mel,Portal Stories: Mel
ru,Portal Stories: Mel,Portal Stories: Mel
fr,Portal Stories: Mel,Portal Stories: Mel
es,Portal Stories: Mel,Portal Stories: Mel
zh,傳送門故事：梅爾,Portal Stories: Mel
tr,Portal Stories: Mel,Portal Stories: Mel
uk,Portal Stories: Mel,Portal Stories: Mel
pt,Portal Stories: Mel,Portal Stories: Mel
en,Pixel Press,Pixel Press
en,Speed Haste,Speed Haste
