lang,topic,topic_in_English
tr,Batman: Arkham Knight,Batman: Arkham Knight
uk,Batman: Arkham Knight,Batman: Arkham Knight
fi,Batman: Arkham Knight,Batman: Arkham Knight
nl,Batman: Arkham Knight,Batman: Arkham Knight
sv,Batman: Arkham Knight,Batman: Arkham Knight
th,แบทแมน: อาร์คแฮมไนท์,Batman: Arkham Knight
sr,Batman: Arkham Knight,Batman: Arkham Knight
ko,배트맨: 아캄 나이트,Batman: Arkham Knight
simple,Batman: Arkham Knight,Batman: Arkham Knight
bg,Batman: Arkham Knight,Batman: Arkham Knight
arz,باتمان: ارخام نايت,Batman: Arkham Knight
wuu,蝙蝠侠：阿卡姆骑士,Batman: Arkham Knight
en,Warlock II: The Exiled,Warlock II: The Exiled
ru,Warlock 2: The Exiled,Warlock II: The Exiled
en,Roman Surman,Roman Surman
arz,رومان سورمان,Roman Surman
en,Lethal League,Lethal League
fr,Lethal League,Lethal League
en,John Peake (game designer),John Peake (game designer)
ru,"Пик, Джон (геймдизайнер)",John Peake (game designer)
en,Cara Ellison,Cara Ellison
it,Cara Ellison,Cara Ellison
arz,كارا اليسون,Cara Ellison
uz,Kara Ellison,Cara Ellison
en,Animal Crossing: Happy Home Designer,Animal Crossing: Happy Home Designer
ja,どうぶつの森 ハッピーホームデザイナー,Animal Crossing: Happy Home Designer
ru,Animal Crossing: Happy Home Designer,Animal Crossing: Happy Home Designer
de,Animal Crossing: Happy Home Designer,Animal Crossing: Happy Home Designer
es,Animal Crossing: Happy Home Designer,Animal Crossing: Happy Home Designer
pt,Animal Crossing: Happy Home Designer,Animal Crossing: Happy Home Designer
fr,Animal Crossing: Happy Home Designer,Animal Crossing: Happy Home Designer
it,Animal Crossing: Happy Home Designer,Animal Crossing: Happy Home Designer
zh,动物森友会 快乐之家设计师,Animal Crossing: Happy Home Designer
ko,동물의 숲 해피 홈 디자이너,Animal Crossing: Happy Home Designer
hu,Animal Crossing: Happy Home Designer,Animal Crossing: Happy Home Designer
arz,انيمال كروسينج: هاپى هوم ديسيجنير,Animal Crossing: Happy Home Designer
nl,Animal Crossing: Happy Home Designer,Animal Crossing: Happy Home Designer
simple,Animal Crossing: Happy Home Designer,Animal Crossing: Happy Home Designer
en,Final Fantasy VII Remake,Final Fantasy VII Remake
ja,ファイナルファンタジーVII リメイク,Final Fantasy VII Remake
zh,最终幻想VII 重制版,Final Fantasy VII Remake
ru,Final Fantasy VII Remake,Final Fantasy VII Remake
fr,Final Fantasy VII Remake,Final Fantasy VII Remake
it,Final Fantasy VII Remake,Final Fantasy VII Remake
es,Final Fantasy VII Remake,Final Fantasy VII Remake
de,Final Fantasy VII Remake,Final Fantasy VII Remake
pt,Final Fantasy VII Remake,Final Fantasy VII Remake
pl,Final Fantasy VII Remake,Final Fantasy VII Remake
id,Final Fantasy VII Remake,Final Fantasy VII Remake
fi,Final Fantasy VII Remake,Final Fantasy VII Remake
vi,Final Fantasy VII Remake,Final Fantasy VII Remake
th,ไฟนอลแฟนตาซี VII รีเมค,Final Fantasy VII Remake
ko,파이널 판타지 VII 리메이크,Final Fantasy VII Remake
uk,Final Fantasy VII Remake,Final Fantasy VII Remake
el,Final Fantasy VII Remake,Final Fantasy VII Remake
tr,Final Fantasy VII Remake,Final Fantasy VII Remake
arz,فاينل فانتسى 7 ريميك,Final Fantasy VII Remake
en,Buildbox,Buildbox
zh,Buildbox,Buildbox
et,Buildbox,Buildbox
en,Double Dragon II: The Revenge (NES video game),Double Dragon II: The Revenge (NES video game)
ko,더블 드래곤 II: 더 리벤지 (패밀리 컴퓨터 게임),Double Dragon II: The Revenge (NES video game)
en,The Raven: Legacy of a Master Thief,The Raven: Legacy of a Master Thief
de,The Raven: Vermächtnis eines Meisterdiebs,The Raven: Legacy of a Master Thief
pl,The Raven: Dziedzictwo mistrza złodziei,The Raven: Legacy of a Master Thief
en,Shamus: Case II,Shamus: Case II
en,Atari Vault,Atari Vault
vi,Atari Vault,Atari Vault
en,Ace Attorney (TV series),Ace Attorney (TV series)
ja,逆転裁判 〜その「真実」、異議あり!〜,Ace Attorney (TV series)
zh,逆转裁判 (动画),Ace Attorney (TV series)
fr,Ace Attorney (anime),Ace Attorney (TV series)
es,Ace Attorney (serie de televisión),Ace Attorney (TV series)
it,Ace Attorney (serie animata),Ace Attorney (TV series)
ko,"역전재판 ~그 「진실」, 이의 있소!~",Ace Attorney (TV series)
pl,"Gyakuten Saiban: Sono „Shinjitsu”, Igiari!",Ace Attorney (TV series)
sv,Gyakuten Saiban (anime),Ace Attorney (TV series)
ms,Ace Attorney (anime),Ace Attorney (TV series)
en,Gunslugs,Gunslugs
en,Agents of Mayhem,Agents of Mayhem
ru,Agents of Mayhem,Agents of Mayhem
fr,Agents of Mayhem,Agents of Mayhem
es,Agents of Mayhem,Agents of Mayhem
ko,에이전트 오브 메이헴,Agents of Mayhem
uk,Agents of Mayhem,Agents of Mayhem
arz,اجينتس اوف مايهيم,Agents of Mayhem
en,Iconoclasts (video game),Iconoclasts (video game)
fr,Iconoclasts,Iconoclasts (video game)
ja,Iconoclasts,Iconoclasts (video game)
uk,Iconoclasts,Iconoclasts (video game)
sr,Iconoclasts,Iconoclasts (video game)
en,Mark McMorris Infinite Air,Mark McMorris Infinite Air
lld,Mark McMorris Infinite Air,Mark McMorris Infinite Air
en,Transworld Snowboarding (video game),Transworld Snowboarding (video game)
fi,Transworld Snowboarding,Transworld Snowboarding (video game)
fr,Transworld Snowboarding (jeu vidéo),Transworld Snowboarding (video game)
en,Dungeon Tac Cards,Dungeon Tac Cards
ja,ルフランの地下迷宮と魔女ノ旅団,Labyrinth of Refrain: Coven of Dusk
en,Labyrinth of Refrain: Coven of Dusk,Labyrinth of Refrain: Coven of Dusk
zh,魯弗蘭的地下迷宮與魔女的旅團,Labyrinth of Refrain: Coven of Dusk
ko,루프란의 지하미궁과 마녀의 여단,Labyrinth of Refrain: Coven of Dusk
en,Total War: Warhammer II,Total War: Warhammer II
ru,Total War: Warhammer II,Total War: Warhammer II
it,Total War: Warhammer II,Total War: Warhammer II
es,Total War: Warhammer II,Total War: Warhammer II
fr,Total War: Warhammer 2,Total War: Warhammer II
de,Total War: Warhammer II,Total War: Warhammer II
zh,全面战争：战锤2,Total War: Warhammer II
uk,Total War: Warhammer II,Total War: Warhammer II
pt,Total War: Warhammer II,Total War: Warhammer II
arz,توتال وار: وارامير اى,Total War: Warhammer II
ka,Total War: Warhammer II,Total War: Warhammer II
wuu,全面战争：战锤2,Total War: Warhammer II
en,The Great Battles of Alexander,The Great Battles of Alexander
fr,The Great Battles of Alexander,The Great Battles of Alexander
en,FS1 Flight Simulator,FS1 Flight Simulator
fr,FS1 Flight Simulator,FS1 Flight Simulator
fi,FS1 Flight Simulator,FS1 Flight Simulator
uk,FS1 Flight Simulator,FS1 Flight Simulator
ca,FS1 Flight Simulator,FS1 Flight Simulator
en,Glenn Corpes,Glenn Corpes
en,Rules of Survival,Rules of Survival
vi,Rules of Survival,Rules of Survival
tl,Rules of Survival,Rules of Survival
zh,終結戰場,Rules of Survival
fr,Rules of Survival,Rules of Survival
ja,Rules of Survival,Rules of Survival
id,Rules of Survival,Rules of Survival
it,Rules of Survival,Rules of Survival
bcl,Rules of Survival,Rules of Survival
ko,룰즈 오브 서바이벌,Rules of Survival
arz,رولز اوف سورفيفل,Rules of Survival
en,Cultist Simulator,Cultist Simulator
zh,模擬教派,Cultist Simulator
ru,Cultist Simulator,Cultist Simulator
lld,Cultist Simulator,Cultist Simulator
en,Perfect Stride,Perfect Stride
en,NCAA Final Four Basketball,NCAA Final Four Basketball
fr,NCAA Final Four Basketball,NCAA Final Four Basketball
en,Granblue Fantasy: Relink,Granblue Fantasy: Relink
zh,碧藍幻想Relink,Granblue Fantasy: Relink
ko,그랑블루 판타지: 리링크,Granblue Fantasy: Relink
en,Hexcells,Hexcells
en,Mad Bodies,Mad Bodies
en,Train Sim World,Train Sim World
ru,Train Sim World,Train Sim World
de,Train Sim World,Train Sim World
zh,模拟火车世界,Train Sim World
fr,Train Sim World,Train Sim World
vi,Train Sim World,Train Sim World
wuu,模拟火车世界,Train Sim World
en,Armored Hunter Gunhound EX,Armored Hunter Gunhound EX
ja,機装猟兵ガンハウンド,Armored Hunter Gunhound EX
en,FunPlus Phoenix,FunPlus Phoenix
zh,FPX电子竞技俱乐部,FunPlus Phoenix
vi,FunPlus Phoenix,FunPlus Phoenix
ko,펀플러스 피닉스,FunPlus Phoenix
tr,FunPlus Phoenix,FunPlus Phoenix
en,Game Maker's Toolkit,Game Maker's Toolkit
fr,Game Maker's Toolkit,Game Maker's Toolkit
nl,Game Maker's Toolkit,Game Maker's Toolkit
uk,Game Maker's Toolkit,Game Maker's Toolkit
en,Dragon Star Varnir,Dragon Star Varnir
zh,龙星的瓦尔尼尔,Dragon Star Varnir
en,Heretic (video game),Heretic (video game)
ru,Heretic,Heretic (video game)
es,Heretic,Heretic (video game)
de,Heretic (Computerspiel),Heretic (video game)
it,Heretic (videogioco),Heretic (video game)
fr,Heretic,Heretic (video game)
pl,Heretic (gra komputerowa),Heretic (video game)
pt,Heretic (jogo eletrônico),Heretic (video game)
cs,Heretic,Heretic (video game)
fi,Heretic,Heretic (video game)
uk,Heretic,Heretic (video game)
hu,Heretic,Heretic (video game)
nl,Heretic,Heretic (video game)
sv,Heretic,Heretic (video game)
ko,헤레틱 (비디오 게임),Heretic (video game)
arz,هيريتيك,Heretic (video game)
simple,Heretic (video game),Heretic (video game)
lld,Heretic,Heretic (video game)
en,Infocom,Infocom
zh,Infocom,Infocom
fr,Infocom,Infocom
ru,Infocom,Infocom
de,Infocom,Infocom
es,Infocom,Infocom
it,Infocom,Infocom
ja,インフォコム (アメリカ合衆国の企業),Infocom
sv,Infocom,Infocom
nl,Infocom,Infocom
fi,Infocom,Infocom
is,Infocom,Infocom
no,Infocom,Infocom
ko,인포컴,Infocom
simple,Infocom,Infocom
ca,Infocom,Infocom
en,Operation Flashpoint: Cold War Crisis,Operation Flashpoint: Cold War Crisis
ru,Operation Flashpoint: Cold War Crisis,Operation Flashpoint: Cold War Crisis
de,Operation Flashpoint (Computerspiel),Operation Flashpoint: Cold War Crisis
cs,Operace Flashpoint,Operation Flashpoint: Cold War Crisis
ja,Operation Flashpoint: Cold War Crisis,Operation Flashpoint: Cold War Crisis
fr,Operation Flashpoint: Cold War Crisis,Operation Flashpoint: Cold War Crisis
es,Operation Flashpoint: Cold War Crisis,Operation Flashpoint: Cold War Crisis
pl,Operation Flashpoint: Cold War Crisis,Operation Flashpoint: Cold War Crisis
zh,闪点行动：雷霆救兵,Operation Flashpoint: Cold War Crisis
it,Operation Flashpoint: Cold War Crisis,Operation Flashpoint: Cold War Crisis
fi,Operation Flashpoint: Cold War Crisis,Operation Flashpoint: Cold War Crisis
pt,Operation Flashpoint: Cold War Crisis,Operation Flashpoint: Cold War Crisis
ko,오퍼레이션 플래시포인트,Operation Flashpoint: Cold War Crisis
nl,Operation Flashpoint: Cold War Crisis,Operation Flashpoint: Cold War Crisis
sv,Operation Flashpoint,Operation Flashpoint: Cold War Crisis
sr,Operation Flashpoint: Cold War Crisis,Operation Flashpoint: Cold War Crisis
hr,Operation Flashpoint,Operation Flashpoint: Cold War Crisis
hy,Operation Flashpoint: Cold War Crisis,Operation Flashpoint: Cold War Crisis
lld,Operation Flashpoint: Cold War Crisis,Operation Flashpoint: Cold War Crisis
no,Operation Flashpoint,Operation Flashpoint: Cold War Crisis
en,Starpath Supercharger,Starpath Supercharger
de,Starpath Supercharger,Starpath Supercharger
it,Supercharger (periferica),Starpath Supercharger
ru,Starpath Supercharger,Starpath Supercharger
en,Faxanadu,Faxanadu
ja,ファザナドゥ,Faxanadu
es,Faxanadu,Faxanadu
fr,Faxanadu,Faxanadu
de,Faxanadu,Faxanadu
it,Faxanadu,Faxanadu
fi,Faxanadu,Faxanadu
nl,Faxanadu,Faxanadu
sv,Faxanadu,Faxanadu
lld,Faxanadu,Faxanadu
ko,패재너두,Faxanadu
arz,فاكسانادو,Faxanadu
en,Paris-Dakar Rally (video game),Paris-Dakar Rally (video game)
ja,パリ・ダカールラリー (ビデオゲーム),Paris-Dakar Rally (video game)
es,Paris-Dakar Rally (videojuego),Paris-Dakar Rally (video game)
lld,Paris-Dakar Rally,Paris-Dakar Rally (video game)
en,Vagrant Story,Vagrant Story
ja,ベイグラントストーリー,Vagrant Story
ru,Vagrant Story,Vagrant Story
es,Vagrant Story,Vagrant Story
fr,Vagrant Story,Vagrant Story
pt,Vagrant Story,Vagrant Story
it,Vagrant Story,Vagrant Story
de,Vagrant Story,Vagrant Story
zh,放浪冒险谭,Vagrant Story
id,Vagrant Story,Vagrant Story
pl,Vagrant Story,Vagrant Story
uk,Vagrant Story,Vagrant Story
fi,Vagrant Story,Vagrant Story
ko,베이그랜트 스토리,Vagrant Story
nl,Vagrant Story,Vagrant Story
arz,فاجرنت ستورى,Vagrant Story
lld,Vagrant Story,Vagrant Story
en,Doom 3,Doom 3
ru,Doom 3,Doom 3
es,Doom 3,Doom 3
de,Doom 3,Doom 3
it,Doom 3,Doom 3
fr,Doom 3,Doom 3
pt,Doom 3,Doom 3
pl,Doom 3,Doom 3
ja,Doom 3,Doom 3
tr,Doom 3,Doom 3
uk,Doom 3,Doom 3
zh,毁灭战士3,Doom 3
cs,Doom 3,Doom 3
ro,Doom 3,Doom 3
hu,Doom 3,Doom 3
fi,Doom 3,Doom 3
nl,Doom 3,Doom 3
sv,Doom 3,Doom 3
sl,Doom 3,Doom 3
ko,둠 3 (비디오 게임),Doom 3
sk,Doom 3,Doom 3
da,Doom 3,Doom 3
be,Doom 3,Doom 3
ca,Doom 3,Doom 3
simple,Doom 3,Doom 3
et,Doom 3,Doom 3
eu,Doom 3,Doom 3
lv,Doom 3,Doom 3
arz,دوم 3,Doom 3
no,Doom 3,Doom 3
hi,डूम 3,Doom 3
hy,Doom 3,Doom 3
zh-yue,毀滅戰士3,Doom 3
en,Bleem!,Bleem!
es,Bleem!,Bleem!
fr,Bleem!,Bleem!
zh,Bleem!,Bleem!
pt,Bleem!,Bleem!
ko,Bleem!,Bleem!
tr,Bleem!,Bleem!
fi,Bleem!,Bleem!
lmo,Bleem!,Bleem!
en,Crafty,Crafty
de,Crafty,Crafty
ru,Crafty,Crafty
es,Crafty,Crafty
pl,Crafty,Crafty
fr,Crafty (programme d'échecs),Crafty
pt,Crafty,Crafty
ca,Crafty,Crafty
it,Crafty,Crafty
sv,Crafty,Crafty
nl,Crafty,Crafty
uk,Crafty,Crafty
en,Game Arts,Game Arts
ja,ゲームアーツ,Game Arts
ru,Game Arts,Game Arts
fr,Game Arts,Game Arts
de,Game Arts,Game Arts
es,Game Arts,Game Arts
pt,Game Arts,Game Arts
it,Game Arts,Game Arts
ko,게임 아츠,Game Arts
nl,Game Arts,Game Arts
id,Game Arts,Game Arts
sv,Game Arts,Game Arts
en,Power Stone 2,Power Stone 2
fr,Power Stone 2,Power Stone 2
it,Power Stone 2,Power Stone 2
lld,Power Stone 2,Power Stone 2
en,Sabre Wulf,Sabre Wulf
ru,Sabre Wulf,Sabre Wulf
es,Sabre Wulf,Sabre Wulf
fr,"Sabre Wulf (jeu vidéo, 1984)",Sabre Wulf
it,Sabre Wulf,Sabre Wulf
pl,Sabre Wulf,Sabre Wulf
pt,Sabre Wulf,Sabre Wulf
gl,Sabre Wulf,Sabre Wulf
lld,Sabre Wulf,Sabre Wulf
en,Ecco Jr.,Ecco Jr.
ru,Ecco Jr.,Ecco Jr.
fr,Ecco Jr.,Ecco Jr.
de,Ecco Jr.,Ecco Jr.
it,Ecco Jr.,Ecco Jr.
nl,Ecco Jr.,Ecco Jr.
arz,ايكو جونيور,Ecco Jr.
lld,Ecco Jr.,Ecco Jr.
en,Air-Sea War – Battle,Air-Sea War – Battle
en,Kingdom of Loathing,Kingdom of Loathing
de,Kingdom of Loathing,Kingdom of Loathing
ko,킹덤 오브 로팅,Kingdom of Loathing
it,Kingdom of Loathing,Kingdom of Loathing
nn,The Kingdom of Loathing,Kingdom of Loathing
sv,Kingdom of Loathing,Kingdom of Loathing
et,Kingdom of Loathing,Kingdom of Loathing
no,The Kingdom of Loathing,Kingdom of Loathing
en,Dune (video game),Dune (video game)
ru,Dune (игра),Dune (video game)
de,Dune (Computerspiel),Dune (video game)
es,Dune (videojuego),Dune (video game)
fr,Dune (jeu vidéo),Dune (video game)
it,Dune (videogioco),Dune (video game)
pl,Dune (gra komputerowa),Dune (video game)
fi,Dune (videopeli),Dune (video game)
zh,沙丘 (游戏),Dune (video game)
nl,Dune (computerspel),Dune (video game)
uk,Dune (відеогра),Dune (video game)
sv,Dune (datorspel),Dune (video game)
no,Dune (videospill),Dune (video game)
lld,Dune,Dune (video game)
oc,Dune (videojòc),Dune (video game)
en,Doom 3: Resurrection of Evil,Doom 3: Resurrection of Evil
ru,Doom 3: Resurrection of Evil,Doom 3: Resurrection of Evil
it,Doom 3: Resurrection of Evil,Doom 3: Resurrection of Evil
zh,毁灭战士3：邪恶复苏,Doom 3: Resurrection of Evil
es,Doom 3: Resurrection of Evil,Doom 3: Resurrection of Evil
fr,Doom 3: Resurrection of Evil,Doom 3: Resurrection of Evil
pt,Doom 3: Resurrection of Evil,Doom 3: Resurrection of Evil
pl,Doom 3: Resurrection of Evil,Doom 3: Resurrection of Evil
ja,Doom 3: Resurrection of Evil,Doom 3: Resurrection of Evil
tr,Doom 3: Resurrection Of Evil,Doom 3: Resurrection of Evil
fi,Doom 3: Resurrection of Evil,Doom 3: Resurrection of Evil
cs,Doom 3: Resurrection of Evil,Doom 3: Resurrection of Evil
de,Doom 3: Resurrection of Evil,Doom 3: Resurrection of Evil
hu,Doom 3: Resurrection of Evil,Doom 3: Resurrection of Evil
uk,Doom 3: Resurrection of Evil,Doom 3: Resurrection of Evil
nl,Doom 3: Resurrection of Evil,Doom 3: Resurrection of Evil
sk,Doom 3: Resurrection of Evil,Doom 3: Resurrection of Evil
ko,둠 3: 악마의 부활,Doom 3: Resurrection of Evil
sl,Doom 3: Resurrection of Evil,Doom 3: Resurrection of Evil
en,Odin Computer Graphics,Odin Computer Graphics
en,Fate (role-playing game system),Fate (role-playing game system)
es,Fate (juego),Fate (role-playing game system)
de,Fate (Rollenspiel),Fate (role-playing game system)
it,Fate (gioco di ruolo),Fate (role-playing game system)
fr,Fate (jeu de rôle),Fate (role-playing game system)
pl,FATE,Fate (role-playing game system)
sk,FATE (stolová RPG),Fate (role-playing game system)
ca,Fate,Fate (role-playing game system)
en,Seaman (video game),Seaman (video game)
ja,シーマン,Seaman (video game)
ru,Seaman,Seaman (video game)
fr,Seaman (jeu vidéo),Seaman (video game)
it,Seaman (videogioco),Seaman (video game)
arz,سايمان,Seaman (video game)
lld,Seaman,Seaman (video game)
en,Cel Damage,Cel Damage
fr,Cel Damage,Cel Damage
lld,Cel Damage,Cel Damage
en,Castlevania: Dawn of Sorrow,Castlevania: Dawn of Sorrow
es,Castlevania: Dawn of Sorrow,Castlevania: Dawn of Sorrow
ja,悪魔城ドラキュラ 蒼月の十字架,Castlevania: Dawn of Sorrow
ru,Castlevania: Dawn of Sorrow,Castlevania: Dawn of Sorrow
pt,Castlevania: Dawn of Sorrow,Castlevania: Dawn of Sorrow
zh,惡魔城 蒼月十字架,Castlevania: Dawn of Sorrow
fr,Castlevania: Dawn of Sorrow,Castlevania: Dawn of Sorrow
it,Castlevania: Dawn of Sorrow,Castlevania: Dawn of Sorrow
pl,Castlevania: Dawn of Sorrow,Castlevania: Dawn of Sorrow
fi,Castlevania: Dawn of Sorrow,Castlevania: Dawn of Sorrow
nl,Castlevania: Dawn of Sorrow,Castlevania: Dawn of Sorrow
de,Castlevania: Dawn of Sorrow,Castlevania: Dawn of Sorrow
ko,캐슬바니아: 비애의 새벽,Castlevania: Dawn of Sorrow
simple,Castlevania: Dawn of Sorrow,Castlevania: Dawn of Sorrow
arz,كاستليڤانيا: داون اوف سورو,Castlevania: Dawn of Sorrow
nn,Castlevania: Dawn of Sorrow,Castlevania: Dawn of Sorrow
lld,Castlevania: Dawn of Sorrow,Castlevania: Dawn of Sorrow
en,Gran Turismo 4,Gran Turismo 4
es,Gran Turismo 4,Gran Turismo 4
ja,グランツーリスモ4,Gran Turismo 4
ru,Gran Turismo 4,Gran Turismo 4
fr,Gran Turismo 4,Gran Turismo 4
pt,Gran Turismo 4,Gran Turismo 4
it,Gran Turismo 4,Gran Turismo 4
de,Gran Turismo 4,Gran Turismo 4
id,Gran Turismo 4,Gran Turismo 4
zh,GT赛车4,Gran Turismo 4
pl,Gran Turismo 4,Gran Turismo 4
uk,Gran Turismo 4,Gran Turismo 4
tr,Gran Turismo 4,Gran Turismo 4
hu,Gran Turismo 4,Gran Turismo 4
fi,Gran Turismo 4,Gran Turismo 4
ko,그란 투리스모 4,Gran Turismo 4
nl,Gran Turismo 4,Gran Turismo 4
hr,Gran Turismo 4,Gran Turismo 4
no,Gran Turismo 4,Gran Turismo 4
sv,Gran Turismo 4,Gran Turismo 4
da,Gran Turismo 4,Gran Turismo 4
ca,Gran Turismo 4,Gran Turismo 4
ast,Gran Turismo 4,Gran Turismo 4
wuu,GT赛车4,Gran Turismo 4
eu,Gran Turismo 4,Gran Turismo 4
sr,Gran Turismo 4,Gran Turismo 4
hy,Gran Turismo 4,Gran Turismo 4
arz,جران توريزمو 4,Gran Turismo 4
lld,Gran Turismo 4,Gran Turismo 4
lv,Gran Turismo 4,Gran Turismo 4
sh,Gran Turismo 4,Gran Turismo 4
sq,Gran Turismo 4,Gran Turismo 4
zh-yue,跑車浪漫旅4,Gran Turismo 4
en,Dune 2000,Dune 2000
ru,Dune 2000,Dune 2000
de,Dune 2000,Dune 2000
fi,Dune 2000,Dune 2000
it,Dune 2000,Dune 2000
es,Dune 2000,Dune 2000
fr,Dune 2000,Dune 2000
pl,Dune 2000,Dune 2000
nl,Dune 2000,Dune 2000
zh,沙丘2000,Dune 2000
tr,Dune 2000,Dune 2000
uk,Dune 2000,Dune 2000
cs,Dune 2000,Dune 2000
vi,Dune 2000,Dune 2000
lt,Dune 2000,Dune 2000
ko,듄 2000,Dune 2000
lld,Dune 2000,Dune 2000
simple,Dune 2000,Dune 2000
en,Texture artist,Texture artist
ru,Художник по текстурам,Texture artist
uk,Текстурувальник,Texture artist
en,Project Snowblind,Project Snowblind
de,Project Snowblind,Project Snowblind
es,Project Snowblind,Project Snowblind
it,Project Snowblind,Project Snowblind
fr,Project Snowblind,Project Snowblind
pl,Project Snowblind,Project Snowblind
arz,پروچيكت: سنوبليند,Project Snowblind
lld,Project Snowblind,Project Snowblind
en,In Search of the Most Amazing Thing,In Search of the Most Amazing Thing
lld,In Search of the Most Amazing Thing,In Search of the Most Amazing Thing
en,Phantom Dust,Phantom Dust
ja,ファントムダスト,Phantom Dust
pt,Phantom Dust,Phantom Dust
it,Phantom Dust,Phantom Dust
fr,Phantom Dust,Phantom Dust
lld,Phantom Dust,Phantom Dust
ja,ビーダマン,B-Daman
en,B-Daman,B-Daman
zh,彈珠人,B-Daman
pt,B-Daman,B-Daman
ko,비드맨,B-Daman
fr,B-Daman,B-Daman
th,บีดาแมน,B-Daman
de,B-Daman,B-Daman
en,X: Beyond the Frontier,X: Beyond the Frontier
ru,X: Beyond the Frontier,X: Beyond the Frontier
ja,X:Beyond the Frontier,X: Beyond the Frontier
it,X: Beyond the Frontier,X: Beyond the Frontier
fr,X: Beyond the Frontier,X: Beyond the Frontier
es,X: Más allá de la frontera,X: Beyond the Frontier
de,X: Beyond the Frontier,X: Beyond the Frontier
nl,X: Beyond the Frontier,X: Beyond the Frontier
sl,X: Beyond the Frontier,X: Beyond the Frontier
lld,X: Beyond the Frontier,X: Beyond the Frontier
en,FIFA World Cup video games,FIFA World Cup video games
es,FIFA World Cup (serie de videojuegos),FIFA World Cup video games
bn,ফিফা বিশ্বকাপ ভিডিও গেম,FIFA World Cup video games
vi,Trò chơi điện tử giải vô địch bóng đá thế giới,FIFA World Cup video games
tr,FIFA Dünya Kupası video oyunları,FIFA World Cup video games
hr,FIFA World Cup (serijal videoigara),FIFA World Cup video games
sr,Видео игре ФИФА Светског првенства,FIFA World Cup video games
en,Invade-a-Load,Invade-a-Load
es,Invade-a-Load,Invade-a-Load
en,Organization XIII,Organization XIII
ja,XIII機関,Organization XIII
fr,Organisation XIII,Organization XIII
zh,XIII機關,Organization XIII
it,Organizzazione XIII,Organization XIII
fi,Organisaatio XIII,Organization XIII
sv,Organization XIII,Organization XIII
nl,Xemnas,Organization XIII
ko,XIII 기관,Organization XIII
en,Trauma Center: Under the Knife,Trauma Center: Under the Knife
ja,超執刀 カドゥケウス,Trauma Center: Under the Knife
zh,超執刀 神使之杖,Trauma Center: Under the Knife
es,Trauma Center: Under the Knife,Trauma Center: Under the Knife
fr,Trauma Center: Under the Knife,Trauma Center: Under the Knife
it,Trauma Center: Under the Knife,Trauma Center: Under the Knife
pt,Trauma Center: Under the Knife,Trauma Center: Under the Knife
de,Trauma Center: Under the Knife,Trauma Center: Under the Knife
simple,Trauma Center: Under the Knife,Trauma Center: Under the Knife
fi,Trauma Center: Under the Knife,Trauma Center: Under the Knife
arz,تراوما سينتير: وندير ث كنيف,Trauma Center: Under the Knife
lld,Trauma Center: Under the Knife,Trauma Center: Under the Knife
de,Tikal (Spiel),Tikal (board game)
en,Tikal (board game),Tikal (board game)
it,Tikal (gioco da tavolo),Tikal (board game)
fr,Tikal (jeu),Tikal (board game)
pl,Tikal (gra),Tikal (board game)
da,Tikal (spil),Tikal (board game)
zh,蒂卡爾 (遊戲),Tikal (board game)
en,Lego Alpha Team,Lego Alpha Team
fr,Lego Alpha Team,Lego Alpha Team
nl,LEGO Alpha Team,Lego Alpha Team
da,Lego Alpha Team,Lego Alpha Team
en,Dragon Ball Z: Idainaru Dragon Ball Densetsu,Dragon Ball Z: Idainaru Dragon Ball Densetsu
es,Dragon Ball Z: The Legend,Dragon Ball Z: Idainaru Dragon Ball Densetsu
ja,ドラゴンボールZ 偉大なるドラゴンボール伝説,Dragon Ball Z: Idainaru Dragon Ball Densetsu
it,Dragon Ball Z: The Legend,Dragon Ball Z: Idainaru Dragon Ball Densetsu
pt,Dragon Ball Z: Idainaru Dragon Ball Densetsu,Dragon Ball Z: Idainaru Dragon Ball Densetsu
fr,Dragon Ball Z: The Legend,Dragon Ball Z: Idainaru Dragon Ball Densetsu
lld,Dragon Ball Z: Idainaru Dragon Ball Densetsu,Dragon Ball Z: Idainaru Dragon Ball Densetsu
en,Zeus: Master of Olympus,Zeus: Master of Olympus
ru,Zeus: Master of Olympus,Zeus: Master of Olympus
fr,Le Maître de l'Olympe : Zeus,Zeus: Master of Olympus
de,Herrscher des Olymp – Zeus,Zeus: Master of Olympus
pl,Zeus: Pan Olimpu,Zeus: Master of Olympus
it,Signore dell'Olimpo - Zeus,Zeus: Master of Olympus
es,Señor del Olimpo - Zeus,Zeus: Master of Olympus
sv,Olympens härskare,Zeus: Master of Olympus
hr,Gospodar Olimpa – Zeus,Zeus: Master of Olympus
hu,Zeus: Master of Olympus,Zeus: Master of Olympus
cs,Zeus: Master of Olympus,Zeus: Master of Olympus
lld,Zeus: Master of Olympus,Zeus: Master of Olympus
vi,Zeus: Master of Olympus,Zeus: Master of Olympus
arz,زيوس: ماستير اوف اوليمپوس,Zeus: Master of Olympus
th,ซุส ราชันย์แห่งโอลิมปุส,Zeus: Master of Olympus
en,Eco (video game),Eco (video game)
lld,Eco,Eco (video game)
en,The9,The9
zh,第九城市,The9
id,The9,The9
en,Herc's Adventures,Herc's Adventures
ru,Herc’s Adventures,Herc's Adventures
it,Herc's Adventures,Herc's Adventures
fr,Herc's Adventures,Herc's Adventures
