lang,topic,topic_in_English
en,Moebius: Empire Rising,Moebius: Empire Rising
it,Moebius: Empire Rising,Moebius: Empire Rising
es,Moebius: Empire Rising,Moebius: Empire Rising
fi,Moebius: Empire Rising,Moebius: Empire Rising
en,Xbox controller,Xbox controller
es,Xbox Controller,Xbox controller
de,Xbox-Controller,Xbox controller
pt,Controle do Xbox,Xbox controller
en,Bubble Shooter,Bubble Shooter
es,Bubble Shooter,Bubble Shooter
uk,Bubble Shooter,Bubble Shooter
cs,Bubble Shooter,Bubble Shooter
en,PewDiePie,PewDiePie
ru,Пьюдипай,PewDiePie
ja,ピューディパイ,PewDiePie
es,PewDiePie,PewDiePie
de,PewDiePie,PewDiePie
fr,PewDiePie,PewDiePie
zh,PewDiePie,PewDiePie
pt,PewDiePie,PewDiePie
it,PewDiePie,PewDiePie
sv,Pewdiepie,PewDiePie
pl,PewDiePie,PewDiePie
tr,PewDiePie,PewDiePie
nl,PewDiePie,PewDiePie
cs,PewDiePie,PewDiePie
uk,PewDiePie,PewDiePie
vi,PewDiePie,PewDiePie
fi,PewDiePie,PewDiePie
id,PewDiePie,PewDiePie
simple,PewDiePie,PewDiePie
hu,PewDiePie,PewDiePie
no,PewDiePie,PewDiePie
da,PewDiePie,PewDiePie
ko,퓨디파이,PewDiePie
th,พิวดีพาย,PewDiePie
hr,PewDiePie,PewDiePie
el,PewDiePie,PewDiePie
ro,PewDiePie,PewDiePie
sk,PewDiePie,PewDiePie
sr,Пјудипај,PewDiePie
hi,प्यूडीपाई,PewDiePie
bn,পিউডিপাই,PewDiePie
bg,ПюДиПай,PewDiePie
lt,PewDiePie,PewDiePie
et,PewDiePie,PewDiePie
az,Pyudipay,PewDiePie
uz,PewDiePie,PewDiePie
ca,PewDiePie,PewDiePie
arz,بيو دى باى,PewDiePie
lv,PewDiePie,PewDiePie
sw,PewDiePie,PewDiePie
ms,PewDiePie,PewDiePie
ka,PewDiepie,PewDiePie
kk,PewDiePie,PewDiePie
hy,ՓյուԴըՓայ,PewDiePie
crh,PewDiePie,PewDiePie
pa,ਫ਼ੇਲਿਕਸ ਅਰਵਿਡ ਉਲਫ ਕੇਜਲਬਰਗ,PewDiePie
sco,PewDiePie,PewDiePie
zh-yue,PewDiePie,PewDiePie
ga,PewDiePie,PewDiePie
lmo,PewDiePie,PewDiePie
ta,பியூடைபை,PewDiePie
pdc,PewDiePie,PewDiePie
am,ፒውዲፓይ,PewDiePie
ckb,پیو دی پای,PewDiePie
gl,PewDiePie,PewDiePie
hyw,Փիւ Տի Փայ,PewDiePie
mg,Pewdiepie,PewDiePie
mk,Пјудипај,PewDiePie
cy,PewDiePie,PewDiePie
is,PewDiePie,PewDiePie
ku,PewDiePie,PewDiePie
ne,प्युडिपाई,PewDiePie
sh,PewDiePie,PewDiePie
so,PewDiePie,PewDiePie
war,PewDiePie,PewDiePie
bat-smg,PewDiePie,PewDiePie
eo,PewDiePie,PewDiePie
eu,PewDiePie,PewDiePie
lo,ພິວດີ້ພາຍ,PewDiePie
mi,PewDiePie,PewDiePie
nn,PewDiePie,PewDiePie
wuu,PewDiePie,PewDiePie
en,Dave Marsh (game developer),Dave Marsh (game developer)
en,Rambo: The Video Game,Rambo: The Video Game
ru,Rambo: The Video Game,Rambo: The Video Game
pl,Rambo: The Video Game,Rambo: The Video Game
it,Rambo: The Video Game,Rambo: The Video Game
de,Rambo: The Video Game,Rambo: The Video Game
pt,Rambo: The Video Game,Rambo: The Video Game
fr,Rambo: The Video Game,Rambo: The Video Game
fi,Rambo: The Video Game,Rambo: The Video Game
en,Studio Trigger,Studio Trigger
ja,トリガー (アニメ制作会社),Studio Trigger
zh,TRIGGER,Studio Trigger
es,Trigger (compañía),Studio Trigger
ru,Trigger (компания),Studio Trigger
fr,Trigger (studio),Studio Trigger
it,Trigger (azienda),Studio Trigger
de,Trigger (Studio),Studio Trigger
pt,Studio Trigger,Studio Trigger
pl,Trigger (studio),Studio Trigger
ko,트리거 (애니메이션 제작사),Studio Trigger
vi,Trigger (xưởng phim),Studio Trigger
uk,Trigger (студія),Studio Trigger
id,Trigger (perusahaan),Studio Trigger
tr,Trigger (şirket),Studio Trigger
cs,Trigger (studio),Studio Trigger
sv,Trigger (företag),Studio Trigger
az,Trigger (şirkət),Studio Trigger
azb,تریقر (شیرکت),Studio Trigger
ckb,تریگەر (ستۆدیۆ),Studio Trigger
en,Robert H. Socolow,Robert H. Socolow
de,Robert H. Socolow,Robert H. Socolow
arz,روبرت ه. سوكولو,Robert H. Socolow
fr,Robert H. Socolow,Robert H. Socolow
en,Pitbull Studio,Pitbull Studio
en,Google Play Games,Google Play Games
es,Google Play Juegos,Google Play Games
ru,Google Play Games,Google Play Games
pt,Google Play Games,Google Play Games
tr,Google Play Oyunlar,Google Play Games
id,Google Play Games,Google Play Games
ja,Google Play Games,Google Play Games
ko,구글 플레이 게임,Google Play Games
zh,Google Play游戏,Google Play Games
it,Google Play Giochi,Google Play Games
vi,Google Play Games,Google Play Games
uk,Google Play Ігри,Google Play Games
bn,গুগল প্লে গেমস,Google Play Games
ms,Google Play Games,Google Play Games
ta,கூகுள் பிளே கேம்ஸ்,Google Play Games
uz,Google Play Games,Google Play Games
vec,Google Play Games,Google Play Games
tl,Google Play Games,Google Play Games
ckb,گووگڵ پلەی گەیمز,Google Play Games
en,Mahito Yokota,Mahito Yokota
ja,横田真人 (作曲家),Mahito Yokota
es,Mahito Yokota,Mahito Yokota
fr,Mahito Yokota,Mahito Yokota
de,Mahito Yokota,Mahito Yokota
it,Mahito Yokota,Mahito Yokota
id,Mahito Yokota,Mahito Yokota
nl,Mahito Yokota,Mahito Yokota
en,Lichdom: Battlemage,Lichdom: Battlemage
ru,Lichdom: Battlemage,Lichdom: Battlemage
fr,Lichdom: Battlemage,Lichdom: Battlemage
arz,ليتشدوم: باتليماج,Lichdom: Battlemage
en,Teenage Engineering,Teenage Engineering
ru,Teenage Engineering,Teenage Engineering
sv,Teenage Engineering,Teenage Engineering
ko,틴에이지 엔지니어링,Teenage Engineering
ja,Teenage Engineering,Teenage Engineering
nl,Teenage Engineering,Teenage Engineering
id,Teenage Engineering,Teenage Engineering
no,Teenage Engineering,Teenage Engineering
ms,Teenage Engineering,Teenage Engineering
en,Splashy Fish,Splashy Fish
en,Battleground (video game series),Battleground (video game series)
fr,Battleground (série de jeux vidéo),Battleground (video game series)
en,Fat Princess Adventures,Fat Princess Adventures
de,Fat Princess Adventures,Fat Princess Adventures
it,Fat Princess Adventures,Fat Princess Adventures
en,Stella Glow,Stella Glow
ja,STELLA GLOW,Stella Glow
es,Stella Glow,Stella Glow
it,Stella Glow,Stella Glow
fr,Stella Glow,Stella Glow
simple,Stella Glow,Stella Glow
sv,Stella Glow,Stella Glow
en,Party Hard (video game),Party Hard (video game)
ru,Party Hard (игра),Party Hard (video game)
uk,Party Hard,Party Hard (video game)
de,Party Hard,Party Hard (video game)
zh,派对杀手,Party Hard (video game)
fr,Party Hard,Party Hard (video game)
ms,Party Hard,Party Hard (video game)
pt,Party Hard (jogo eletrônico),Party Hard (video game)
en,Winged Cloud,Winged Cloud
ko,윙드 클라우드,Winged Cloud
en,Desi Adda: Games of India,Desi Adda: Games of India
en,Dreamloop Games,Dreamloop Games
en,Sniper Elite 4,Sniper Elite 4
ru,Sniper Elite 4,Sniper Elite 4
ja,Sniper Elite 4,Sniper Elite 4
zh,狙击精英4,Sniper Elite 4
es,Sniper Elite 4,Sniper Elite 4
de,Sniper Elite 4,Sniper Elite 4
fr,Sniper Elite 4,Sniper Elite 4
it,Sniper Elite 4,Sniper Elite 4
pl,Sniper Elite 4,Sniper Elite 4
pt,Sniper Elite 4,Sniper Elite 4
uk,Sniper Elite 4,Sniper Elite 4
id,Sniper Elite 4,Sniper Elite 4
nl,Sniper Elite 4,Sniper Elite 4
th,สไนเปอร์อีลีต 4,Sniper Elite 4
el,Sniper Elite 4,Sniper Elite 4
ko,스나이퍼 엘리트 4,Sniper Elite 4
lt,Sniper Elite 4,Sniper Elite 4
arz,سنيپير اليت 4,Sniper Elite 4
en,Killer Instinct World Cup,Killer Instinct World Cup
en,Shaken but Not Stirred,Shaken but Not Stirred
en,Camping Mama: Outdoor Adventures,Camping Mama: Outdoor Adventures
fr,Cooking Mama World : Club aventure,Camping Mama: Outdoor Adventures
en,Entrepreneur (video game),Entrepreneur (video game)
en,Hey! Pikmin,Hey! Pikmin
ja,Hey! ピクミン,Hey! Pikmin
es,Hey! Pikmin,Hey! Pikmin
fr,Hey! Pikmin,Hey! Pikmin
zh,Hey! 皮克敏,Hey! Pikmin
it,Hey! Pikmin,Hey! Pikmin
ko,헤이! 피크민,Hey! Pikmin
arz,هي! پيكمين,Hey! Pikmin
lld,Hey! Pikmin,Hey! Pikmin
en,Picross S,Picross S
de,Picross S,Picross S
fr,Picross S,Picross S
en,Star Trek: The Card Game,Star Trek: The Card Game
en,My Time at Portia,My Time at Portia
de,My Time At Portia,My Time at Portia
fr,My Time at Portia,My Time at Portia
zh,波西亚时光,My Time at Portia
lld,My Time At Portia,My Time at Portia
en,Knights and Bikes,Knights and Bikes
ru,Knights and Bikes,Knights and Bikes
de,Knights and Bikes,Knights and Bikes
fr,Knights and Bikes,Knights and Bikes
en,Unused Pokémon in the 1997 Pokémon Gold and Silver demo,Unused Pokémon in the 1997 Pokémon Gold and Silver demo
en,World Cup Golf: Professional Edition,World Cup Golf: Professional Edition
en,Grip: Combat Racing,Grip: Combat Racing
fr,Grip: Combat Racing,Grip: Combat Racing
ca,Grip: Combat Racing,Grip: Combat Racing
en,Chernobylite (video game),Chernobylite (video game)
ru,Chernobylite,Chernobylite (video game)
fr,Chernobylite,Chernobylite (video game)
it,Chernobylite (videogioco),Chernobylite (video game)
pl,Chernobylite,Chernobylite (video game)
uk,Chernobylite,Chernobylite (video game)
es,Chernobylite,Chernobylite (video game)
lld,Chernobylite,Chernobylite (video game)
arz,تشيرنوبيليت,Chernobylite (video game)
en,Cardinal of the Kremlin (video game),Cardinal of the Kremlin (video game)
en,2020 Hangzhou Spark season,2020 Hangzhou Spark season
en,Penny Arcade,Penny Arcade
es,Penny Arcade (historieta),Penny Arcade
de,Penny Arcade (Comic),Penny Arcade
ru,Penny Arcade,Penny Arcade
fr,Penny Arcade,Penny Arcade
it,Penny Arcade (fumetto),Penny Arcade
da,Penny Arcade,Penny Arcade
no,Penny Arcade,Penny Arcade
simple,Penny Arcade,Penny Arcade
ca,Penny Arcade,Penny Arcade
gv,Penny Arcade (caslys-skeeal eddyr-voggyl),Penny Arcade
ja,グラディウス (ゲーム),Gradius (video game)
en,Gradius (video game),Gradius (video game)
es,Gradius (videojuego),Gradius (video game)
zh,宇宙巡航艦 (遊戲),Gradius (video game)
ru,Gradius,Gradius (video game)
fr,Gradius (jeu vidéo),Gradius (video game)
it,Gradius,Gradius (video game)
th,กราดิอุส (วิดีโอเกม),Gradius (video game)
fi,Gradius,Gradius (video game)
pt,Gradius (jogo eletrônico),Gradius (video game)
pl,Gradius,Gradius (video game)
sv,Gradius,Gradius (video game)
ko,그라디우스 (비디오 게임),Gradius (video game)
de,Gradius (Computerspiel),Gradius (video game)
arz,جراديوس (فيديو لعب),Gradius (video game)
uk,Gradius,Gradius (video game)
lld,Gradius,Gradius (video game)
en,Space Quest,Space Quest
ru,Space Quest (серия игр),Space Quest
de,Space Quest,Space Quest
fr,Space Quest,Space Quest
it,Space Quest,Space Quest
nl,Space Quest,Space Quest
fi,Space Quest,Space Quest
sv,Space Quest,Space Quest
pt,Space Quest,Space Quest
cs,Space Quest,Space Quest
bg,Space Quest,Space Quest
en,Strategy game,Strategy game
es,Juego de estrategia,Strategy game
fr,Jeu de stratégie,Strategy game
de,Strategiespiel,Strategy game
pt,Jogo de estratégia,Strategy game
pl,Gra strategiczna,Strategy game
tr,Strateji oyunu,Strategy game
th,เกมกลยุทธ์,Strategy game
ko,전략 게임,Strategy game
nl,Strategisch spel,Strategy game
vi,Trò chơi chiến lược,Strategy game
ro,Joc de strategie,Strategy game
no,Strategispill,Strategy game
sv,Strategispel,Strategy game
az,Strategiya oyunu,Strategy game
ca,Joc d'estratègia,Strategy game
da,Strategispil,Strategy game
sk,Strategická hra,Strategy game
et,Strateegiamäng,Strategy game
lt,Strateginis žaidimas,Strategy game
tk,Strategiýa oýuny,Strategy game
nn,Strategispel,Strategy game
en,Tom Clancy's Rainbow Six (video game),Tom Clancy's Rainbow Six (video game)
ru,Tom Clancy’s Rainbow Six (игра),Tom Clancy's Rainbow Six (video game)
it,Tom Clancy's Rainbow Six,Tom Clancy's Rainbow Six (video game)
fr,Tom Clancy's Rainbow Six (jeu vidéo),Tom Clancy's Rainbow Six (video game)
es,Tom Clancy's Rainbow Six (videojuego),Tom Clancy's Rainbow Six (video game)
de,Tom Clancy’s Rainbow Six (Computerspiel),Tom Clancy's Rainbow Six (video game)
pt,Rainbow Six (jogo eletrônico),Tom Clancy's Rainbow Six (video game)
hu,Tom Clancy’s Rainbow Six,Tom Clancy's Rainbow Six (video game)
fi,Tom Clancy’s Rainbow Six (videopeli),Tom Clancy's Rainbow Six (video game)
no,Tom Clancy’s Rainbow Six,Tom Clancy's Rainbow Six (video game)
sq,Tom Clancy's Rainbow Six,Tom Clancy's Rainbow Six (video game)
ca,Tom Clancy's Rainbow Six (videojoc),Tom Clancy's Rainbow Six (video game)
arz,توم كلانسيس راينبو سيكس,Tom Clancy's Rainbow Six (video game)
lld,Tom Clancy's Rainbow Six,Tom Clancy's Rainbow Six (video game)
en,Star Raiders,Star Raiders
de,Star Raiders (1979),Star Raiders
it,Star Raiders,Star Raiders
fr,"Star Raiders (jeu vidéo, 1979)",Star Raiders
pt,Star Raiders,Star Raiders
fi,Star Raiders,Star Raiders
lld,Star Raiders,Star Raiders
nl,Star Raiders,Star Raiders
en,Gamer,Gamer
ru,Геймер,Gamer
es,Jugador de videojuegos,Gamer
pt,Gamer,Gamer
ja,ゲーマー,Gamer
fr,Joueur de jeux vidéo,Gamer
vi,Game thủ,Gamer
uk,Геймер,Gamer
zh,玩家,Gamer
sv,Gamer,Gamer
id,Pemain permainan,Gamer
bg,Геймър,Gamer
ko,게이머,Gamer
tr,Gamer,Gamer
ms,Pemain permainan,Gamer
zh-yue,玩家,Gamer
az,Geymer,Gamer
lv,Geimeris,Gamer
ckb,گەیمەر,Gamer
ca,Videojugador,Gamer
sl,Igričar,Gamer
wuu,玩家,Gamer
fi,Videopelaaja,Gamer
sat,ᱜᱮᱢᱟᱨ,Gamer
en,Gold Box,Gold Box
ru,Gold Box,Gold Box
de,Gold Box,Gold Box
zh,金盒子,Gold Box
fr,Gold Box,Gold Box
ro,Gold Box,Gold Box
it,Gold Box,Gold Box
en,Shooter game,Shooter game
ru,Шутер,Shooter game
ja,シューティングゲーム,Shooter game
es,Videojuego de disparos,Shooter game
pt,Jogo eletrônico de tiro,Shooter game
zh,射击游戏,Shooter game
de,Shooter (Computerspielgenre),Shooter game
it,Sparatutto,Shooter game
ko,슈팅 게임,Shooter game
uk,Шутер,Shooter game
pl,Strzelanka,Shooter game
vi,Trò chơi bắn súng,Shooter game
fr,Jeu de tir,Shooter game
zh-yue,射擊遊戲,Shooter game
tr,Nişancı oyunu,Shooter game
fi,Ammuntapeli,Shooter game
no,Skytespill,Shooter game
nl,Schietspel,Shooter game
sv,Skjutspel,Shooter game
da,Skydespil,Shooter game
ms,Permainan video penembak,Shooter game
ca,Videojoc de tir,Shooter game
lt,Šaudyklė (žaidimas),Shooter game
lv,Šaujamspēle,Shooter game
simple,Shooter,Shooter game
sl,Strelska videoigra,Shooter game
arz,لعبه شوتر,Shooter game
hy,3D-կրակոց,Shooter game
mk,Пукачка игра,Shooter game
eo,Pafa videoludo,Shooter game
nds-nl,Skeetspel,Shooter game
wuu,射击游戏,Shooter game
kk,Шутер,Shooter game
en,Tilted Mill Entertainment,Tilted Mill Entertainment
ru,Tilted Mill Entertainment,Tilted Mill Entertainment
pl,Tilted Mill Entertainment,Tilted Mill Entertainment
es,Tilted Mill Entertainment,Tilted Mill Entertainment
it,Tilted Mill Entertainment,Tilted Mill Entertainment
fr,Tilted Mill Entertainment,Tilted Mill Entertainment
vi,Tilted Mill Entertainment,Tilted Mill Entertainment
sv,Tilted Mill Entertainment,Tilted Mill Entertainment
en,The Elder Scrolls III: Morrowind,The Elder Scrolls III: Morrowind
ru,The Elder Scrolls III: Morrowind,The Elder Scrolls III: Morrowind
fr,The Elder Scrolls III: Morrowind,The Elder Scrolls III: Morrowind
de,The Elder Scrolls III: Morrowind,The Elder Scrolls III: Morrowind
it,The Elder Scrolls III: Morrowind,The Elder Scrolls III: Morrowind
es,The Elder Scrolls III: Morrowind,The Elder Scrolls III: Morrowind
ja,The Elder Scrolls III: Morrowind,The Elder Scrolls III: Morrowind
pl,The Elder Scrolls III: Morrowind,The Elder Scrolls III: Morrowind
pt,The Elder Scrolls III: Morrowind,The Elder Scrolls III: Morrowind
uk,The Elder Scrolls III: Morrowind,The Elder Scrolls III: Morrowind
zh,上古卷轴III：晨风,The Elder Scrolls III: Morrowind
fi,The Elder Scrolls III: Morrowind,The Elder Scrolls III: Morrowind
nl,The Elder Scrolls III: Morrowind,The Elder Scrolls III: Morrowind
sv,The Elder Scrolls III: Morrowind,The Elder Scrolls III: Morrowind
cs,The Elder Scrolls III: Morrowind,The Elder Scrolls III: Morrowind
tr,The Elder Scrolls III: Morrowind,The Elder Scrolls III: Morrowind
hu,The Elder Scrolls III: Morrowind,The Elder Scrolls III: Morrowind
da,The Elder Scrolls III: Morrowind,The Elder Scrolls III: Morrowind
sr,The Elder Scrolls III: Morrowind,The Elder Scrolls III: Morrowind
hr,The Elder Scrolls III: Morrowind,The Elder Scrolls III: Morrowind
nn,The Elder Scrolls III: Morrowind,The Elder Scrolls III: Morrowind
vi,The Elder Scrolls III: Morrowind,The Elder Scrolls III: Morrowind
th,ดิเอลเดอร์สครอลล์ส III: มอร์โรวินด์,The Elder Scrolls III: Morrowind
no,The Elder Scrolls III: Morrowind,The Elder Scrolls III: Morrowind
ro,The Elder Scrolls III: Morrowind,The Elder Scrolls III: Morrowind
simple,The Elder Scrolls III: Morrowind,The Elder Scrolls III: Morrowind
ko,엘더 스크롤 III: 모로윈드,The Elder Scrolls III: Morrowind
lt,The Elder Scrolls III: Morrowind,The Elder Scrolls III: Morrowind
lv,The Elder Scrolls III: Morrowind,The Elder Scrolls III: Morrowind
sl,The Elder Scrolls III: Morrowind,The Elder Scrolls III: Morrowind
lld,The Elder Scrolls III: Morrowind,The Elder Scrolls III: Morrowind
arz,ث الدير سكرولس اي: مورويند,The Elder Scrolls III: Morrowind
sk,The Elder Scrolls III: Morrowind,The Elder Scrolls III: Morrowind
wuu,上古卷轴III：晨风,The Elder Scrolls III: Morrowind
sh,The Elder Scrolls III: Morrowind,The Elder Scrolls III: Morrowind
en,Magestorm,Magestorm
arz,ماجيستورم,Magestorm
lld,Magestorm,Magestorm
en,Hell: A Cyberpunk Thriller,Hell: A Cyberpunk Thriller
fr,Hell: A Cyberpunk Thriller,Hell: A Cyberpunk Thriller
pt,Hell: A Cyberpunk Thriller,Hell: A Cyberpunk Thriller
ja,ボンバーマンジェッターズ,Bomberman Jetters
en,Bomberman Jetters,Bomberman Jetters
zh,Bom Bom弹珠人太空战士,Bomberman Jetters
pt,Bomberman Jetters,Bomberman Jetters
ru,Bomberman Jetters,Bomberman Jetters
fr,Bomberman Jetters,Bomberman Jetters
it,Bomberman Jetters,Bomberman Jetters
ru,Нуб Сайбот,Noob Saibot
en,Noob Saibot,Noob Saibot
es,Noob Saibot,Noob Saibot
pt,Noob Saibot,Noob Saibot
it,Noob Saibot,Noob Saibot
tr,Noob Saibot,Noob Saibot
fr,Noob Saibot,Noob Saibot
pl,Noob Saibot,Noob Saibot
fi,Noob Saibot,Noob Saibot
ja,ヌーブ・サイボット,Noob Saibot
uk,Нуб Сайбот,Noob Saibot
nl,Noob Saibot,Noob Saibot
az,Nub Saybot,Noob Saibot
en,Medal of Honor: European Assault,Medal of Honor: European Assault
fr,Medal of Honor : Les Faucons de guerre,Medal of Honor: European Assault
es,Medal of Honor: European Assault,Medal of Honor: European Assault
it,Medal of Honor: European Assault,Medal of Honor: European Assault
pt,Medal of Honor: European Assault,Medal of Honor: European Assault
ja,メダル・オブ・オナー ヨーロッパ強襲,Medal of Honor: European Assault
tr,Medal of Honor: European Assault,Medal of Honor: European Assault
fi,Medal of Honor: European Assault,Medal of Honor: European Assault
zh,荣誉勋章：血战欧洲,Medal of Honor: European Assault
nl,Medal of Honor: European Assault,Medal of Honor: European Assault
cs,Medal of Honor: European Assault,Medal of Honor: European Assault
de,Medal of Honor: European Assault,Medal of Honor: European Assault
sr,Medal of Honor: European Assault,Medal of Honor: European Assault
arz,ميدال اوف هونور: يورپين اساولت,Medal of Honor: European Assault
ko,메달 오브 아너: 유러피언 어썰트,Medal of Honor: European Assault
sv,Medal of Honor: European Assault,Medal of Honor: European Assault
lld,Medal of Honor: European Assault,Medal of Honor: European Assault
en,Jill Valentine,Jill Valentine
ja,ジル・バレンタイン,Jill Valentine
ru,Джилл Валентайн,Jill Valentine
es,Jill Valentine,Jill Valentine
zh,吉兒·范倫廷,Jill Valentine
fr,Jill Valentine,Jill Valentine
it,Jill Valentine,Jill Valentine
th,จิล วาเลนไทน์,Jill Valentine
vi,Jill Valentine,Jill Valentine
tr,Jill Valentine,Jill Valentine
fi,Jill Valentine,Jill Valentine
id,Jill Valentine,Jill Valentine
nl,Jill Valentine,Jill Valentine
sv,Jill Valentine,Jill Valentine
hu,Jill Valentine,Jill Valentine
ko,질 발렌타인,Jill Valentine
cs,Jill Valentinová,Jill Valentine
hr,Jill Valentine,Jill Valentine
simple,Jill Valentine,Jill Valentine
ckb,جیڵ ڤالێنتاین,Jill Valentine
mr,जिल व्हॅलेंटाईन,Jill Valentine
en,Amstrad GX4000,Amstrad GX4000
fr,GX-4000,Amstrad GX4000
es,Amstrad GX4000,Amstrad GX4000
qu,Amstrad GX4000,Amstrad GX4000
ru,Amstrad GX4000,Amstrad GX4000
it,Amstrad GX4000,Amstrad GX4000
ja,GX4000,Amstrad GX4000
nl,Amstrad GX4000,Amstrad GX4000
zh,Amstrad GX4000,Amstrad GX4000
fi,Amstrad GX4000,Amstrad GX4000
sv,Amstrad GX4000,Amstrad GX4000
tr,Amstrad GX4000,Amstrad GX4000
simple,GX4000,Amstrad GX4000
uk,Amstrad GX4000,Amstrad GX4000
ms,Amstrad GX4000,Amstrad GX4000
ka,Amstrad GX4000,Amstrad GX4000
hr,Amstrad GX4000,Amstrad GX4000
eu,Amstrad GX4000,Amstrad GX4000
ja,ワールドアドバンスド大戦略 〜鋼鉄の戦風〜,Iron Storm (1995 video game)
en,Iron Storm (1995 video game),Iron Storm (1995 video game)
zh,大战略 ～钢铁战风～,Iron Storm (1995 video game)
nl,World Advanced Daisenryaku: Iron Storm,Iron Storm (1995 video game)
lld,Iron Storm,Iron Storm (1995 video game)
en,Video game clone,Video game clone
ja,クローンゲーム,Video game clone
ru,Клонирование в игровой индустрии,Video game clone
es,Clones de videojuegos,Video game clone
pt,Clone de jogo eletrônico,Video game clone
uk,Відеоігрові клони,Video game clone
fr,Clone de jeu vidéo,Video game clone
tr,Video oyunu kopyası,Video game clone
de,Computerspiel-Klon,Video game clone
fi,Videopeliklooni,Video game clone
zh-yue,電子遊戲抄襲品,Video game clone
en,Beatmania (2006 video game),Beatmania (2006 video game)
en,Bases Loaded 3,Bases Loaded 3
es,Bases Loaded 3,Bases Loaded 3
fr,Bases Loaded 3,Bases Loaded 3
lld,Bases Loaded 3,Bases Loaded 3
en,Gekido,Gekido
it,Gekido,Gekido
en,The Fairyland Story,The Fairyland Story
ja,フェアリーランドストーリー,The Fairyland Story
es,The Fairyland Story,The Fairyland Story
ko,페어리랜드 스토리,The Fairyland Story
it,The Fairyland Story,The Fairyland Story
lld,The Fairyland Story,The Fairyland Story
en,Magic: The Gathering – Battlegrounds,Magic: The Gathering – Battlegrounds
lld,Magic: The Gathering – Battlegrounds,Magic: The Gathering – Battlegrounds
th,Magic The Gathering Battlegrounds,Magic: The Gathering – Battlegrounds
en,Mario's Picross,Mario's Picross
ja,マリオのピクロス,Mario's Picross
de,Mario’s Picross,Mario's Picross
fr,Mario's Picross,Mario's Picross
es,Mario's Picross,Mario's Picross
it,Mario's Picross,Mario's Picross
nl,Mario's Picross,Mario's Picross
arz,ماريوس پيكروس,Mario's Picross
sv,Mario's Picross,Mario's Picross
lld,Mario's Picross,Mario's Picross
ro,Mario's Picross,Mario's Picross
en,Shivers (video game),Shivers (video game)
de,Shivers (Computerspiel),Shivers (video game)
fr,Shivers (jeu vidéo),Shivers (video game)
it,Shivers (videogioco),Shivers (video game)
arz,شيڤيرس,Shivers (video game)
nl,Shivers (spel),Shivers (video game)
lld,Shivers,Shivers (video game)
no,Shivers (spill),Shivers (video game)
en,King Kong (2005 video game),King Kong (2005 video game)
ru,Peter Jackson’s King Kong: The Official Game of the Movie,King Kong (2005 video game)
fr,King Kong (jeu vidéo),King Kong (2005 video game)
es,Peter Jackson's King Kong (videojuego),King Kong (2005 video game)
it,Peter Jackson's King Kong: The Official Game of the Movie,King Kong (2005 video game)
pt,Peter Jackson's King Kong: The Official Game of the Movie,King Kong (2005 video game)
pl,Peter Jackson’s King Kong,King Kong (2005 video game)
ca,King Kong (videojoc de 2005),King Kong (2005 video game)
tr,Peter Jackson's King Kong: The Official Game of the Movie,King Kong (2005 video game)
uk,"King Kong (відеогра, 2005)",King Kong (2005 video game)
fi,Peter Jackson’s King Kong: The Official Game of the Movie,King Kong (2005 video game)
nl,Peter Jackson's King Kong: The Official Game of the Movie,King Kong (2005 video game)
arz,پيتير چاكسونس كينج كونج,King Kong (2005 video game)
lld,Peter Jackson's King Kong,King Kong (2005 video game)
en,Raiden Fighters 2,Raiden Fighters 2
ja,ライデンファイターズ2,Raiden Fighters 2
zh,雷電快打2,Raiden Fighters 2
wuu,雷电快打2,Raiden Fighters 2
sq,Raiden Fighters 2,Raiden Fighters 2
lld,Raiden Fighters 2,Raiden Fighters 2
en,2003 Origins Award winners,2003 Origins Award winners
en,Rockman EXE WS,Rockman EXE WS
ja,ロックマンエグゼ WS,Rockman EXE WS
fr,Rockman.EXE WS,Rockman EXE WS
th,ร็อคแมนเอ็กเซ่ WS,Rockman EXE WS
lld,Rockman EXE WS,Rockman EXE WS
arz,روكمان اكس وس,Rockman EXE WS
pt,Rockman EXE WS,Rockman EXE WS
en,Varattar River,Varattar River
ml,വരട്ടാറ്,Varattar River
ta,வரட்டாறு (கேரளா),Varattar River
en,Police Quest: SWAT 2,Police Quest: SWAT 2
de,Police Quest: SWAT 2,Police Quest: SWAT 2
it,Police Quest: SWAT 2,Police Quest: SWAT 2
fr,Police Quest: SWAT 2,Police Quest: SWAT 2
arz,پوليس كويست: سوات 2,Police Quest: SWAT 2
lld,Police Quest: SWAT 2,Police Quest: SWAT 2
en,Jake Kaufman,Jake Kaufman
fr,Jake Kaufman,Jake Kaufman
ja,ジェイク・カウフマン,Jake Kaufman
ru,"Кауфман, Джейк",Jake Kaufman
it,Jake Kaufman,Jake Kaufman
nl,Jake Kaufman,Jake Kaufman
ko,제이크 카우프만,Jake Kaufman
arz,جيك كوفمان,Jake Kaufman
en,Freddi Fish 3: The Case of the Stolen Conch Shell,Freddi Fish 3: The Case of the Stolen Conch Shell
arz,فريدى فيش 3: ث كاس اوف ث ستولين كونتش شيل,Freddi Fish 3: The Case of the Stolen Conch Shell
en,Quarantine (video game),Quarantine (video game)
ru,Quarantine,Quarantine (video game)
ja,デススロットル,Quarantine (video game)
pl,Quarantine (gra komputerowa),Quarantine (video game)
