lang,topic,topic_in_English
ru,Sonic Jump,Sonic Jump
fr,Sonic Jump,Sonic Jump
it,Sonic Jump,Sonic Jump
de,Sonic Jump,Sonic Jump
zh,索尼克大跳跃,Sonic Jump
es,Sonic Jump,Sonic Jump
uk,Sonic Jump,Sonic Jump
fi,Sonic Jump,Sonic Jump
ko,소닉 점프,Sonic Jump
arz,سونيك جامب,Sonic Jump
lld,Sonic Jump,Sonic Jump
en,Putt-Putt Joins the Circus,Putt-Putt Joins the Circus
fr,Pouce-Pouce découvre le cirque,Putt-Putt Joins the Circus
ja,ドラゴンボールZ3 オリジナルサウンドトラック,Dragon Ball Z 3 Original Soundtrack
en,Dragon Ball Z 3 Original Soundtrack,Dragon Ball Z 3 Original Soundtrack
en,Jackie Chan Stuntmaster,Jackie Chan Stuntmaster
es,Jackie Chan Stuntmaster,Jackie Chan Stuntmaster
pt,Jackie Chan Stuntmaster,Jackie Chan Stuntmaster
it,Jackie Chan Stuntmaster,Jackie Chan Stuntmaster
fr,Jackie Chan Stuntmaster,Jackie Chan Stuntmaster
fi,Jackie Chan Stuntmaster,Jackie Chan Stuntmaster
el,Jackie Chan Stuntmaster,Jackie Chan Stuntmaster
arz,جاكى تشان ستانتماستر,Jackie Chan Stuntmaster
lld,Jackie Chan Stuntmaster,Jackie Chan Stuntmaster
nl,Jackie Chan Stuntmaster,Jackie Chan Stuntmaster
en,Shox,Shox
es,Shox,Shox
fr,Shox,Shox
lld,Shox,Shox
en,Bubble Bobble Double Shot,Bubble Bobble Double Shot
it,Bubble Bobble Double Shot,Bubble Bobble Double Shot
zh-yue,泡泡龍雙重射擊,Bubble Bobble Double Shot
en,Dead Head Fred,Dead Head Fred
ru,Dead Head Fred,Dead Head Fred
fr,Dead Head Fred,Dead Head Fred
arz,دايد هايد فريد,Dead Head Fred
lld,Dead Head Fred,Dead Head Fred
en,Dofus Arena,Dofus Arena
fr,"Arena (jeu vidéo, 2010)",Dofus Arena
pt,Dofus Arena,Dofus Arena
en,Black Magic (video game),Black Magic (video game)
it,Black Magic (videogioco 1987),Black Magic (video game)
lld,Black Magic,Black Magic (video game)
es,Black Magic (videojuego),Black Magic (video game)
en,Carnival Games,Carnival Games
fr,Carnival : Fête foraine,Carnival Games
es,Carnival Games,Carnival Games
it,"Carnival, Arriva il Luna Park!",Carnival Games
nl,Carnival Kermis Games,Carnival Games
lld,Carnival Games,Carnival Games
en,Jerry Martin (composer),Jerry Martin (composer)
ru,"Мартин, Джерри",Jerry Martin (composer)
fr,Jerry Martin,Jerry Martin (composer)
de,Jerry Martin (Komponist),Jerry Martin (composer)
pt,Jerry Martin,Jerry Martin (composer)
pl,Jerry Martin (kompozytor),Jerry Martin (composer)
nl,Jerry Martin (componist),Jerry Martin (composer)
en,Drake,Drake & Josh (video game)
de,Drake,Drake & Josh (video game)
ja,ドレイク,Drake & Josh (video game)
fr,Drake,Drake & Josh (video game)
zh,德雷克,Drake & Josh (video game)
es,Drake,Drake & Josh (video game)
ru,Drake,Drake & Josh (video game)
ko,드레이크,Drake & Josh (video game)
pt,Drake,Drake & Josh (video game)
it,Drake,Drake & Josh (video game)
sv,Drake (olika betydelser),Drake & Josh (video game)
nl,Drake,Drake & Josh (video game)
simple,Drake,Drake & Josh (video game)
pl,Drake,Drake & Josh (video game)
fi,Drake,Drake & Josh (video game)
tr,Drake,Drake & Josh (video game)
cs,Drake,Drake & Josh (video game)
da,Drake,Drake & Josh (video game)
no,Drake,Drake & Josh (video game)
nn,Drake,Drake & Josh (video game)
sr,Дрејк,Drake & Josh (video game)
uk,Дрейк (значення),Drake & Josh (video game)
ro,Drake,Drake & Josh (video game)
ca,Drake,Drake & Josh (video game)
lv,Dreiks,Drake & Josh (video game)
hu,Drake (egyértelműsítő lap),Drake & Josh (video game)
ceb,Drake,Drake & Josh (video game)
eu,Drake (argipena),Drake & Josh (video game)
lt,Drake,Drake & Josh (video game)
th,เดรก,Drake & Josh (video game)
zh-yue,戴基,Drake & Josh (video game)
en,Dead to Rights: Reckoning,Dead to Rights: Reckoning
es,Dead to Rights: Reckoning,Dead to Rights: Reckoning
lld,Dead to Rights: Reckoning,Dead to Rights: Reckoning
en,Bugs Bunny: Crazy Castle 3,Bugs Bunny: Crazy Castle 3
it,Bugs Bunny: Crazy Castle 3,Bugs Bunny: Crazy Castle 3
es,Bugs Bunny: Crazy Castle 3,Bugs Bunny: Crazy Castle 3
fr,Bugs Bunny in Crazy Castle 3,Bugs Bunny: Crazy Castle 3
en,Morpheus (1987 video game),Morpheus (1987 video game)
lld,Morpheus,Morpheus (1987 video game)
en,Mystic Defender,Mystic Defender
ja,孔雀王2,Mystic Defender
es,Mystic Defender,Mystic Defender
fr,Mystic Defender,Mystic Defender
de,Mystic Defender,Mystic Defender
lld,Mystic Defender,Mystic Defender
en,Spectral Souls: Resurrection of the Ethereal Empires,Spectral Souls: Resurrection of the Ethereal Empires
lld,Spectral Souls: Resurrection of the Ethereal Empires,Spectral Souls: Resurrection of the Ethereal Empires
en,Civilization V,Civilization V
ru,Sid Meier’s Civilization V,Civilization V
fr,Civilization V,Civilization V
de,Civilization V,Civilization V
es,Civilization V,Civilization V
it,Civilization V,Civilization V
zh,文明V,Civilization V
pl,Civilization V,Civilization V
tr,Civilization V,Civilization V
uk,Civilization V,Civilization V
pt,Civilization V,Civilization V
id,Civilization V,Civilization V
ko,시드 마이어의 문명 V,Civilization V
cs,Civilization V,Civilization V
fi,Civilization V,Civilization V
sv,Civilization V,Civilization V
nl,Civilization V,Civilization V
vi,Civilization V,Civilization V
no,Civilization V,Civilization V
th,ซิวิไลเซชัน V,Civilization V
ca,Civilization V,Civilization V
mr,सिव्हीलायझेशन ५,Civilization V
zh-yue,文明帝國V,Civilization V
arz,سيڤيليزاتيون ڤى,Civilization V
eo,Civilization V,Civilization V
lld,Civilization V,Civilization V
lt,Civilization V,Civilization V
ban,Civilization V,Civilization V
lv,Sid Meier's Civilization V,Civilization V
sh,Civilization V,Civilization V
wuu,文明V,Civilization V
en,One Piece: Unlimited Cruise,One Piece: Unlimited Cruise
ja,ONE PIECE アンリミテッドクルーズ,One Piece: Unlimited Cruise
es,One Piece: Unlimited Cruise,One Piece: Unlimited Cruise
it,One Piece: Unlimited Cruise,One Piece: Unlimited Cruise
lld,One Piece: Unlimited Cruise,One Piece: Unlimited Cruise
en,Root After and Another,Root After and Another
ja,√after and another,Root After and Another
en,Pacific Novelty,Pacific Novelty
en,Hypnotix,Hypnotix
fr,Hypnotix,Hypnotix
en,Top Gear: Dare Devil,Top Gear: Dare Devil
es,Top Gear: Dare Devil,Top Gear: Dare Devil
lld,Top Gear: Dare Devil,Top Gear: Dare Devil
en,Scene It? Box Office Smash,Scene It? Box Office Smash
sv,Scene it? Filmtoppen,Scene It? Box Office Smash
lld,Scene It? Box Office Smash!,Scene It? Box Office Smash
en,Wirehead (video game),Wirehead (video game)
it,Wirehead,Wirehead (video game)
fr,Wirehead,Wirehead (video game)
en,Overlord: Minions,Overlord: Minions
fr,Overlord : Les Larbins en folie,Overlord: Minions
arz,اوڤيرلورد: مينيونس,Overlord: Minions
lld,Overlord: Minions,Overlord: Minions
en,HotShot (video game),HotShot (video game)
it,Hotshot (videogioco),HotShot (video game)
en,Robotron X,Robotron X
en,Dragon Ball Z: Attack of the Saiyans,Dragon Ball Z: Attack of the Saiyans
ja,ドラゴンボール改 サイヤ人来襲,Dragon Ball Z: Attack of the Saiyans
es,Dragon Ball Z: Attack of the Saiyans,Dragon Ball Z: Attack of the Saiyans
fr,Dragon Ball Z: Attack of the Saiyans,Dragon Ball Z: Attack of the Saiyans
ru,Dragon Ball Z: Attack of the Saiyans,Dragon Ball Z: Attack of the Saiyans
pt,Dragon Ball Z: Attack of the Saiyans,Dragon Ball Z: Attack of the Saiyans
lld,Dragon Ball Z: Attack of the Saiyans,Dragon Ball Z: Attack of the Saiyans
ceb,Dragon Ball Z: Attack of the Saiyans,Dragon Ball Z: Attack of the Saiyans
arz,دراجون بال ز: اتاك اوف ث سايانس,Dragon Ball Z: Attack of the Saiyans
en,Slightly Mad Studios,Slightly Mad Studios
ru,Slightly Mad Studios,Slightly Mad Studios
de,Slightly Mad Studios,Slightly Mad Studios
fr,Slightly Mad Studios,Slightly Mad Studios
pt,Slightly Mad Studios,Slightly Mad Studios
zh,Slightly Mad Studios,Slightly Mad Studios
es,Slightly Mad Studios,Slightly Mad Studios
it,Slightly Mad Studios,Slightly Mad Studios
fi,Slightly Mad Studios,Slightly Mad Studios
uk,Slightly Mad Studios,Slightly Mad Studios
tr,Slightly Mad Studios,Slightly Mad Studios
hu,Slightly Mad Studios,Slightly Mad Studios
arz,سلايتلى ماد ستوديوز,Slightly Mad Studios
en,Spectrobes: Origins,Spectrobes: Origins
it,Spectrobes: Le origini,Spectrobes: Origins
fr,Spectrobes : Origines,Spectrobes: Origins
arz,سپيكتروبيس: اوريجينس,Spectrobes: Origins
lld,Spectrobes: Origins,Spectrobes: Origins
en,Entex Industries,Entex Industries
zh,恩騰產業,Entex Industries
pt,Entex Industries,Entex Industries
ka,Entex Industries,Entex Industries
fi,Entex,Entex Industries
en,Three Wolf Moon,Three Wolf Moon
fr,Three Wolf Moon,Three Wolf Moon
en,RC Revenge,RC Revenge
arz,آر سى ريفنج,RC Revenge
lld,RC Revenge,RC Revenge
en,Street Legal (video game),Street Legal (video game)
es,Street Legal (videojuego),Street Legal (video game)
lld,Street Legal,Street Legal (video game)
zh,天龙八部 (2007年游戏),Dragon Oath
en,Dragon Oath,Dragon Oath
pt,Dragon Oath,Dragon Oath
tr,Dragon Oath: Ejderha'nın Yemini,Dragon Oath
en,Welcome Home (1989 film),Welcome Home (1989 film)
fr,"Welcome Home (film, 1989)",Welcome Home (1989 film)
ca,Benvingut a casa,Welcome Home (1989 film)
nl,Welcome Home (1989),Welcome Home (1989 film)
en,Triple Play Baseball,Triple Play Baseball
hu,Triple Play Baseball,Triple Play Baseball
en,Zombie Driver,Zombie Driver
fr,Zombie Driver,Zombie Driver
lld,Zombie Driver,Zombie Driver
en,Antz (video game),Antz (video game)
uk,Antz (відеогра),Antz (video game)
lld,Antz,Antz (video game)
en,Super Fighter Team,Super Fighter Team
it,Super Fighter Team,Super Fighter Team
en,Shockwave (video game),Shockwave (video game)
lld,Shockwave,Shockwave (video game)
en,No Russian,No Russian
ru,Ни слова по-русски,No Russian
es,Nada de ruso,No Russian
fr,No Russian,No Russian
zh,No Russian,No Russian
ja,No Russian,No Russian
pt,No Russian,No Russian
id,No Russian,No Russian
uk,Ни слова по-русски,No Russian
ko,No Russian,No Russian
nl,No Russian,No Russian
th,โนรัชเชียน,No Russian
en,Backflip Studios,Backflip Studios
zh,Backflip Studios,Backflip Studios
ca,Backflip Studios,Backflip Studios
en,Paul Owens (games programmer),Paul Owens (games programmer)
en,Quest for Camelot (1998 video game),Quest for Camelot (1998 video game)
es,Quest for Camelot (videojuego),Quest for Camelot (1998 video game)
fr,Quest for Camelot (jeu vidéo),Quest for Camelot (1998 video game)
gl,Quest for Camelot (videoxogo),Quest for Camelot (1998 video game)
lld,Quest for Camelot,Quest for Camelot (1998 video game)
en,StreamMyGame,StreamMyGame
en,Beatshapers,Beatshapers
el,Beatshapers,Beatshapers
uk,Beatshapers,Beatshapers
en,My Brute,My Brute
fr,My Brute,My Brute
lld,My Brute,My Brute
en,Ravn Studio,Ravn Studio
no,Ravn Studio,Ravn Studio
en,Antz Extreme Racing,Antz Extreme Racing
fi,Antz Extreme Racing,Antz Extreme Racing
fr,Fourmiz Extreme Racing,Antz Extreme Racing
lld,Antz Extreme Racing,Antz Extreme Racing
arz,انتز اكستريم راسينج,Antz Extreme Racing
en,Play with the Teletubbies,Play with the Teletubbies
fr,Joue avec les Teletubbies,Play with the Teletubbies
lld,Play with the Teletubbies,Play with the Teletubbies
en,Milton (game),Milton (game)
en,Oxford Games,Oxford Games
en,Eagle One: Harrier Attack,Eagle One: Harrier Attack
ru,Eagle One: Harrier Attack,Eagle One: Harrier Attack
en,Visteon Dockable Entertainment,Visteon Dockable Entertainment
simple,Visteon Dockable Entertainment,Visteon Dockable Entertainment
en,Gatling Gears,Gatling Gears
vi,Gatling Gears,Gatling Gears
lld,Gatling Gears,Gatling Gears
en,Battle Tryst,Battle Tryst
ja,バトルトライスト,Battle Tryst
es,Battle Tryst,Battle Tryst
en,Cubixx HD,Cubixx HD
id,Cubixx HD,Cubixx HD
en,Deck Nine,Deck Nine
ru,Deck Nine,Deck Nine
fr,Deck Nine Games,Deck Nine
de,Deck Nine Games,Deck Nine
it,Deck Nine Games,Deck Nine
pt,Deck Nine Games,Deck Nine
zh,Deck Nine,Deck Nine
ko,덱 나인 게임스,Deck Nine
hy,Deck Nine,Deck Nine
arz,ديك ناين,Deck Nine
en,Scribblenauts Remix,Scribblenauts Remix
lld,Scribblenauts Remix,Scribblenauts Remix
arz,سكريبليناوتس ريميكس,Scribblenauts Remix
en,Command,Command & Conquer: Tiberium Alliances
ja,コマンド,Command & Conquer: Tiberium Alliances
de,Command,Command & Conquer: Tiberium Alliances
ru,Command,Command & Conquer: Tiberium Alliances
ko,커맨드,Command & Conquer: Tiberium Alliances
fr,Command,Command & Conquer: Tiberium Alliances
eo,Ordono,Command & Conquer: Tiberium Alliances
en,Age of Wushu,Age of Wushu
ru,Легенды Кунг Фу,Age of Wushu
zh,九阴真经Online,Age of Wushu
fr,Age of Wushu,Age of Wushu
lld,Age of Wulin,Age of Wushu
en,Neo Geo X,Neo Geo X
ja,NEOGEO X,Neo Geo X
fr,Neo-Geo X,Neo Geo X
pt,Neo Geo X,Neo Geo X
it,Neo Geo X,Neo Geo X
ko,네오지오 X,Neo Geo X
en,ShiftyLook,ShiftyLook
ja,ShiftyLook,ShiftyLook
en,Nicalis,Nicalis
ru,Nicalis,Nicalis
es,Nicalis,Nicalis
fr,Nicalis,Nicalis
zh,Nicalis,Nicalis
it,Nicalis,Nicalis
pt,Nicalis,Nicalis
de,Nicalis,Nicalis
nl,Nicalis,Nicalis
no,Nicalis,Nicalis
azb,نیکالیس,Nicalis
hu,Nicalis,Nicalis
en,Sukeban Shachou Rena,Sukeban Shachou Rena
it,Sukeban Shachou Rena,Sukeban Shachou Rena
fr,Sukeban Shachō Rena Wii,Sukeban Shachou Rena
lld,Sukeban Shachou Rena,Sukeban Shachou Rena
en,Sulakhan,Sulakhan
sv,Sūlākhān,Sulakhan
ceb,Sūlākhān,Sulakhan
zh-min-nan,Sulakhan,Sulakhan
en,Worms Revolution,Worms Revolution
ru,Worms Revolution,Worms Revolution
de,Worms Revolution,Worms Revolution
pl,Worms Revolution,Worms Revolution
es,Worms Revolution,Worms Revolution
it,Worms: Revolution,Worms Revolution
fr,Worms: Revolution,Worms Revolution
cs,Worms Revolution,Worms Revolution
fi,Worms: Revolution,Worms Revolution
en,Date A Live,Date A Live
ja,デート・ア・ライブ,Date A Live
zh,約會大作戰,Date A Live
es,Date A Live,Date A Live
th,พิชิตรัก พิทักษ์โลก,Date A Live
ru,Date A Live,Date A Live
vi,Date A Live,Date A Live
de,Date A Live,Date A Live
fr,Date A Live,Date A Live
id,Date A Live,Date A Live
pt,Date A Live,Date A Live
it,Date A Live,Date A Live
ko,데이트 어 라이브,Date A Live
tr,Date A Live,Date A Live
pl,Date A Live,Date A Live
uk,Date A Live,Date A Live
cs,Date A Live,Date A Live
ms,Date A Live,Date A Live
ca,Date A Live,Date A Live
bjn,Date a live,Date A Live
az,Date A Live,Date A Live
zh-min-nan,Date A Live,Date A Live
en,Spy Hunter (2012 video game),Spy Hunter (2012 video game)
es,Spy Hunter (videojuego de 2012),Spy Hunter (2012 video game)
fr,"Spy Hunter (jeu vidéo, 2012)",Spy Hunter (2012 video game)
it,Spy Hunter (videogioco 2012),Spy Hunter (2012 video game)
lld,Spy Hunter (videojuech dl 2012),Spy Hunter (2012 video game)
es,El Chavo (videojuego),El Chavo (video game)
en,El Chavo (video game),El Chavo (video game)
ru,Доктор Босконович,Dr. Bosconovitch
it,Geppetto Boskonovitch,Dr. Bosconovitch
en,Dr. Bosconovitch,Dr. Bosconovitch
pt,Geppetto Boskonovitch,Dr. Bosconovitch
en,DreamRift,DreamRift
en,The Splatters,The Splatters
fr,The Splatters,The Splatters
arz,ذا سپليترز,The Splatters
en,Zitrr Camera,Zitrr Camera
en,Kohan II: Kings of War,Kohan II: Kings of War
fr,Kohan II: Kings of War,Kohan II: Kings of War
arz,كوهان اي: كينجس اوف وار,Kohan II: Kings of War
en,Host Master Deux: Quest for Identity,Host Master Deux: Quest for Identity
en,EA Sports UFC,EA Sports UFC
ru,EA Sports UFC,EA Sports UFC
es,EA Sports UFC,EA Sports UFC
fr,EA Sports UFC,EA Sports UFC
it,EA Sports UFC,EA Sports UFC
pt,EA Sports UFC,EA Sports UFC
tr,EA Sports UFC,EA Sports UFC
ms,EA Sports UFC,EA Sports UFC
uk,UFC 14,EA Sports UFC
fi,EA Sports UFC,EA Sports UFC
uz,EA Sports UFC,EA Sports UFC
sv,EA Sports UFC,EA Sports UFC
en,Titanfall,Titanfall
fr,Titanfall (série de jeux vidéo),Titanfall
ru,Titanfall (серия игр),Titanfall
ja,タイタンフォールシリーズ,Titanfall
zh,泰坦天降系列,Titanfall
pt,Titanfall (série),Titanfall
ko,타이탄폴,Titanfall
en,Iceberg Interactive,Iceberg Interactive
ru,Iceberg Interactive,Iceberg Interactive
arz,ايسبيرج انترتنمنت,Iceberg Interactive
fr,Iceberg Interactive,Iceberg Interactive
it,Iceberg Interactive,Iceberg Interactive
uk,Iceberg Interactive,Iceberg Interactive
fi,Iceberg Interactive,Iceberg Interactive
en,Old School RuneScape,Old School RuneScape
de,Old School RuneScape,Old School RuneScape
fi,Old School RuneScape,Old School RuneScape
nl,Old School RuneScape,Old School RuneScape
pt,Old School RuneScape,Old School RuneScape
fr,Old School RuneScape,Old School RuneScape
da,Old School RuneScape,Old School RuneScape
et,Old School RuneScape,Old School RuneScape
en,Indestructible (video game),Indestructible (video game)
en,Ben Jordan: Paranormal Investigator,Ben Jordan: Paranormal Investigator
de,Ben Jordan,Ben Jordan: Paranormal Investigator
en,Unvanquished (video game),Unvanquished (video game)
fr,Unvanquished,Unvanquished (video game)
de,Unvanquished,Unvanquished (video game)
sr,Unvanquished,Unvanquished (video game)
en,Nancy Drew: The Shattered Medallion,Nancy Drew: The Shattered Medallion
ru,Nancy Drew: The Shattered Medallion,Nancy Drew: The Shattered Medallion
en,Adam Saltsman,Adam Saltsman
id,Adam Saltsman,Adam Saltsman
en,Arctic Moves,Arctic Moves
es,Arctic Moves,Arctic Moves
lld,Arctic Moves,Arctic Moves
en,Under Night In-Birth,Under Night In-Birth
ja,UNDER NIGHT IN-BIRTH,Under Night In-Birth
zh,夜下降生,Under Night In-Birth
es,Under Night In-Birth,Under Night In-Birth
fr,Under Night In-Birth,Under Night In-Birth
ko,언더 나이트 인버스,Under Night In-Birth
en,The Lost Vikings,The Lost Vikings
ru,The Lost Vikings,The Lost Vikings
de,The Lost Vikings,The Lost Vikings
es,The Lost Vikings,The Lost Vikings
fr,The Lost Vikings,The Lost Vikings
pt,The Lost Vikings,The Lost Vikings
pl,The Lost Vikings,The Lost Vikings
zh,失落的维京人,The Lost Vikings
it,The Lost Vikings,The Lost Vikings
sv,The Lost Vikings,The Lost Vikings
cs,The Lost Vikings,The Lost Vikings
ko,길 잃은 바이킹,The Lost Vikings
nl,The Lost Vikings,The Lost Vikings
no,The Lost Vikings,The Lost Vikings
da,The Lost Vikings,The Lost Vikings
sr,The Lost Vikings,The Lost Vikings
wuu,失落个维京人,The Lost Vikings
lld,The Lost Vikings,The Lost Vikings
sh,The Lost Vikings,The Lost Vikings
en,XCOM 2,XCOM 2
ru,XCOM 2,XCOM 2
de,XCOM 2,XCOM 2
fr,XCOM 2,XCOM 2
es,XCOM 2,XCOM 2
ja,XCOM 2,XCOM 2
it,XCOM 2,XCOM 2
zh,XCOM 2,XCOM 2
pl,XCOM 2,XCOM 2
uk,XCOM 2,XCOM 2
cs,XCOM 2,XCOM 2
pt,XCOM 2,XCOM 2
fi,XCOM 2,XCOM 2
nl,XCOM 2,XCOM 2
sv,XCOM 2,XCOM 2
ko,엑스컴 2,XCOM 2
arz,اكسكوم 2,XCOM 2
en,Samurai II: Vengeance,Samurai II: Vengeance
cs,Samurai II: Vengeance,Samurai II: Vengeance
fr,Samurai II: Vengeance,Samurai II: Vengeance
arz,ساموراى 2,Samurai II: Vengeance
en,Tetris Battle Gaiden,Tetris Battle Gaiden
ja,テトリス武闘外伝,Tetris Battle Gaiden
fr,Tetris Battle Gaiden,Tetris Battle Gaiden
en,Survivor (1982 video game),Survivor (1982 video game)
en,Defunct (video game),Defunct (video game)
sv,Defunct,Defunct (video game)
de,Defunct,Defunct (video game)
en,Sengoku 2,Sengoku 2
ja,戦国伝承2,Sengoku 2
fr,Sengoku 2,Sengoku 2
it,Sengoku 2,Sengoku 2
arz,سينجوكو 2,Sengoku 2
en,Five Nights at Freddy's,Five Nights at Freddy's
es,Five Nights at Freddy's,Five Nights at Freddy's
ru,Five Nights at Freddy’s,Five Nights at Freddy's
pt,Five Nights at Freddy's,Five Nights at Freddy's
fr,Five Nights at Freddy's,Five Nights at Freddy's
it,Five Nights at Freddy's (serie),Five Nights at Freddy's
de,Five Nights at Freddy’s (Computerspielreihe),Five Nights at Freddy's
zh,佛萊迪餐館之五夜驚魂系列,Five Nights at Freddy's
pl,Five Nights at Freddy’s (seria),Five Nights at Freddy's
ja,Five Nights at Freddy's,Five Nights at Freddy's
tr,Five Nights at Freddy's,Five Nights at Freddy's
id,Five Nights at Freddy's,Five Nights at Freddy's
simple,Five Nights at Freddy's (series),Five Nights at Freddy's
vi,Five Nights at Freddy's,Five Nights at Freddy's
nl,Five Nights at Freddy's (franchise),Five Nights at Freddy's
ko,프레디의 피자가게,Five Nights at Freddy's
hu,Five Nights at Freddy’s (videójáték-sorozat),Five Nights at Freddy's
fi,Five Nights at Freddy’s (pelisarja),Five Nights at Freddy's
ca,Five Nights at Freddy's,Five Nights at Freddy's
sr,Five Nights at Freddy's,Five Nights at Freddy's
el,Five Nights at Freddy's,Five Nights at Freddy's
no,Five Nights at Freddy’s,Five Nights at Freddy's
uk,Five Nights at Freddy's,Five Nights at Freddy's
sh,Five Nights at Freddy's,Five Nights at Freddy's
lt,Five Nights at Freddy's,Five Nights at Freddy's
gl,Five Nights at Freddy's,Five Nights at Freddy's
sl,Five Nights at Freddy's,Five Nights at Freddy's
be-tarask,Five Nights at Freddy’s,Five Nights at Freddy's
az,Five Nights at Freddy's,Five Nights at Freddy's
hy,Five Nights at Freddy's,Five Nights at Freddy's
ia,Five Nights at Freddy's,Five Nights at Freddy's
hi,फाइव नाइट्स एट फ्रेडीज़,Five Nights at Freddy's
mzn,فایو نایتز ات فردیز,Five Nights at Freddy's
en,Dragon Quest Builders,Dragon Quest Builders
ja,ドラゴンクエストビルダーズ アレフガルドを復活せよ,Dragon Quest Builders
zh,勇者鬥惡龍 創世小玩家 阿雷夫加爾德復興記,Dragon Quest Builders
de,Dragon Quest Builders,Dragon Quest Builders
fr,Dragon Quest Builders,Dragon Quest Builders
it,Dragon Quest Builders,Dragon Quest Builders
ko,드래곤 퀘스트 빌더즈: 아레프갈드를 부활시켜라,Dragon Quest Builders
th,ดราก้อนเควสต์ บิลเดอร์,Dragon Quest Builders
arz,دراجون كويسانت بويلديرس,Dragon Quest Builders
lld,Dragon Quest Builders,Dragon Quest Builders
sv,Dragon Quest Builders,Dragon Quest Builders
en,Bilal Tabti,Bilal Tabti
de,Bilal Tabti,Bilal Tabti
fr,Bilal Tabti,Bilal Tabti
arz,بلال تابتى,Bilal Tabti
no,Bilal Tabti,Bilal Tabti
pl,Bilal Tabti,Bilal Tabti
sr,Билал Табти,Bilal Tabti
zh,比拉爾·塔布提,Bilal Tabti
en,Dangerous Golf,Dangerous Golf
arz,دانجيروس جولف,Dangerous Golf
en,Venom Snake,Venom Snake
fr,Venom Snake,Venom Snake
it,Venom Snake,Venom Snake
es,Venom Snake,Venom Snake
fi,Venom Snake,Venom Snake
en,Aragami (video game),Aragami (video game)
es,Aragami,Aragami (video game)
fr,Aragami (jeu vidéo),Aragami (video game)
ca,Aragami (videojoc),Aragami (video game)
en,2016 League of Legends World Championship,2016 League of Legends World Championship
zh,英雄联盟2016赛季全球总决赛,2016 League of Legends World Championship
vi,Giải vô địch thế giới Liên Minh Huyền Thoại 2016,2016 League of Legends World Championship
es,Campeonato Mundial de League of Legends 2016,2016 League of Legends World Championship
ko,리그 오브 레전드 월드 챔피언십 2016,2016 League of Legends World Championship
ru,Чемпионат мира по League of Legends 2016,2016 League of Legends World Championship
pl,Mistrzostwa Świata 2016 w League of Legends,2016 League of Legends World Championship
en,Metroid: Samus Returns,Metroid: Samus Returns
ja,メトロイド サムスリターンズ,Metroid: Samus Returns
es,Metroid: Samus Returns,Metroid: Samus Returns
fr,Metroid: Samus Returns,Metroid: Samus Returns
it,Metroid: Samus Returns,Metroid: Samus Returns
pt,Metroid: Samus Returns,Metroid: Samus Returns
zh,银河战士 萨姆斯归来,Metroid: Samus Returns
nl,Metroid: Samus Returns,Metroid: Samus Returns
sv,Metroid: Samus Returns,Metroid: Samus Returns
de,Metroid: Samus Returns,Metroid: Samus Returns
ko,메트로이드: 사무스 리턴즈,Metroid: Samus Returns
arz,ميترويد: ساموس ريتورنس,Metroid: Samus Returns
no,Metroid: Samus Returns,Metroid: Samus Returns
en,Interplay (magazine),Interplay (magazine)
en,The Red Strings Club,The Red Strings Club
es,The Red Strings Club,The Red Strings Club
fr,The Red Strings Club,The Red Strings Club
arz,ذا ريد سترينجز كلوب,The Red Strings Club
en,Grezzo 2,Grezzo 2
it,Grezzo 2,Grezzo 2
es,Grezzo 2,Grezzo 2
ja,Grezzo 2,Grezzo 2
uk,Grezzo 2,Grezzo 2
en,Questron (video game),Questron (video game)
fr,Questron,Questron (video game)
it,Questron,Questron (video game)
nl,Questron,Questron (video game)
es,Questron,Questron (video game)
en,AirAttack 2,AirAttack 2
tr,AirAttack 2,AirAttack 2
en,Xbox Series X,Xbox Series X
tr,Xbox Series X,Xbox Series X
ru,Xbox Series X,Xbox Series X
es,Xbox Series X,Xbox Series X
de,Xbox Series X,Xbox Series X
zh,Xbox Series X,Xbox Series X
pt,Xbox Series X,Xbox Series X
sk,Xbox Series X,Xbox Series X
it,Xbox Series X,Xbox Series X
fr,Xbox Series X,Xbox Series X
ja,Xbox Series X,Xbox Series X
cs,Xbox Series X,Xbox Series X
da,Xbox Series X,Xbox Series X
id,Xbox Series X,Xbox Series X
sv,Xbox Series X,Xbox Series X
fi,Xbox Series X,Xbox Series X
uk,Xbox Series X,Xbox Series X
vi,Xbox Series X,Xbox Series X
qu,Xbox Series X,Xbox Series X
pl,Xbox Series X,Xbox Series X
wuu,Xbox Series X,Xbox Series X
en,Quest for Glory,Quest for Glory
de,Quest for Glory,Quest for Glory
it,Quest for Glory,Quest for Glory
fr,Quest for Glory,Quest for Glory
ja,Quest for Glory,Quest for Glory
pt,Quest for Glory,Quest for Glory
nl,Quest for Glory,Quest for Glory
cs,Quest for Glory,Quest for Glory
sv,Quest for Glory,Quest for Glory
fi,Quest for Glory (pelisarja),Quest for Glory
no,Quest for Glory,Quest for Glory
uk,Quest for Glory,Quest for Glory
ko,퀘스트 포 글로리,Quest for Glory
en,Roguelike,Roguelike
ru,Roguelike,Roguelike
ja,ローグライクゲーム,Roguelike
zh,Roguelike,Roguelike
fr,Roguelike,Roguelike
de,Rogue-like,Roguelike
es,Videojuego de mazmorras,Roguelike
it,Roguelike,Roguelike
pl,Roguelike,Roguelike
pt,Roguelike,Roguelike
ko,로그라이크,Roguelike
