lang,topic,topic_in_English
sv,True Crime: Streets of LA,True Crime: Streets of LA
sr,True Crime: Streets of LA,True Crime: Streets of LA
lld,True Crime: Streets of LA,True Crime: Streets of LA
arz,الجريمه الحقيقيه: شوارع لوس انجلوس,True Crime: Streets of LA
ca,True Crime: Streets of LA,True Crime: Streets of LA
hy,True Crime: Streets of LA,True Crime: Streets of LA
ka,True Crime: Streets of LA,True Crime: Streets of LA
en,Wetrix,Wetrix
fr,Wetrix,Wetrix
it,Wetrix,Wetrix
en,The Bard's Tale II: The Destiny Knight,The Bard's Tale II: The Destiny Knight
fr,The Bard's Tale II: The Destiny Knight,The Bard's Tale II: The Destiny Knight
nl,The Bard's Tale II: The Destiny Knight,The Bard's Tale II: The Destiny Knight
en,Smash TV,Smash TV
ja,スマッシュT.V.,Smash TV
es,Smash TV,Smash TV
fr,Smash TV (jeu vidéo),Smash TV
it,Smash TV,Smash TV
de,Smash TV,Smash TV
sv,Smash TV,Smash TV
arz,سماش تى فى,Smash TV
lld,Smash TV,Smash TV
en,Midway Arcade Treasures,Midway Arcade Treasures
es,Midway Arcade Treasures,Midway Arcade Treasures
fr,Midway Arcade Treasures,Midway Arcade Treasures
lld,Midway Arcade Treasures,Midway Arcade Treasures
sv,Midway Arcade Treasures,Midway Arcade Treasures
en,The Bitmap Brothers,The Bitmap Brothers
fr,The Bitmap Brothers,The Bitmap Brothers
de,The Bitmap Brothers,The Bitmap Brothers
it,The Bitmap Brothers,The Bitmap Brothers
ru,The Bitmap Brothers,The Bitmap Brothers
es,The Bitmap Brothers,The Bitmap Brothers
pl,Bitmap Brothers,The Bitmap Brothers
fi,Bitmap Brothers,The Bitmap Brothers
tr,The Bitmap Brothers,The Bitmap Brothers
en,Sudden Strike,Sudden Strike
ru,Sudden Strike (серия игр),Sudden Strike
de,Sudden Strike,Sudden Strike
fr,Sudden Strike,Sudden Strike
zh,突袭系列,Sudden Strike
es,Sudden Strike,Sudden Strike
vi,Sudden Strike,Sudden Strike
fi,Sudden Strike (pelisarja),Sudden Strike
simple,Sudden Strike (video game),Sudden Strike
en,It's Mr. Pants,It's Mr. Pants
ja,It's Mr. Pants,It's Mr. Pants
fr,It's Mr. Pants,It's Mr. Pants
lld,It's Mr. Pants,It's Mr. Pants
arz,اتز مستر بانتس,It's Mr. Pants
sv,It's Mr. Pants,It's Mr. Pants
en,1976 in games,1976 in games
fr,1976 en jeu,1976 in games
vi,Trò chơi năm 1976,1976 in games
en,SSX,SSX
de,SSX,SSX
es,SSX (serie),SSX
it,SSX (serie),SSX
sv,SSX (spelserie),SSX
pt,SSX (série),SSX
zh,SSX系列,SSX
fi,SSX (pelisarja),SSX
uk,SSX (серія відеоігор),SSX
ca,SSX (saga de videojocs),SSX
no,SSX,SSX
en,Super Dodge Ball,Super Dodge Ball
ja,熱血高校ドッジボール部,Super Dodge Ball
zh,热血高校躲避球部,Super Dodge Ball
it,Super Dodge Ball,Super Dodge Ball
ko,열혈고교 피구부,Super Dodge Ball
fr,"Super Dodge Ball (jeu vidéo, 1987)",Super Dodge Ball
wuu,热血高校躲避球部,Super Dodge Ball
lld,Super Dodge Ball,Super Dodge Ball
nl,Super Dodge Ball,Super Dodge Ball
en,Project I.G.I.,Project I.G.I.
ru,Project I.G.I.: I’m Going In,Project I.G.I.
de,Project I.G.I.,Project I.G.I.
fr,Project I.G.I.,Project I.G.I.
pl,Project I.G.I.: I’m Going In,Project I.G.I.
vi,Project I.G.I.,Project I.G.I.
zh,秘密潜入,Project I.G.I.
it,Project I.G.I.,Project I.G.I.
hi,प्रोजेक्ट आई.जी.आई.,Project I.G.I.
arz,مشروع آى جى آى : انا ذاهب,Project I.G.I.
ca,Project I.G.I.: I'm Going In,Project I.G.I.
ml,പ്രോജക്ട് ഐ.ജി.ഐ.,Project I.G.I.
lld,Project I.G.I.,Project I.G.I.
en,Combat Mission 3: Afrika Korps,Combat Mission 3: Afrika Korps
fr,Combat Mission: Afrika Korps,Combat Mission 3: Afrika Korps
arz,كومبات ميسيون: افريكا كورپس,Combat Mission 3: Afrika Korps
lld,Combat Mission 3: Afrika Korps,Combat Mission 3: Afrika Korps
vi,Combat Mission 3: Afrika Korps,Combat Mission 3: Afrika Korps
en,Wideload Games,Wideload Games
ru,Wideload Games,Wideload Games
fr,Wideload Games,Wideload Games
pt,Wideload Games,Wideload Games
de,Wideload Games,Wideload Games
ca,Wideload Games,Wideload Games
en,Thottbot,Thottbot
sv,Thottbot,Thottbot
en,TX-1,TX-1
ja,信長の野望シリーズ,Nobunaga's Ambition
en,Nobunaga's Ambition,Nobunaga's Ambition
zh,信長之野望系列,Nobunaga's Ambition
ko,노부나가의 야망 시리즈,Nobunaga's Ambition
es,Nobunaga's Ambition,Nobunaga's Ambition
fr,Nobunaga's Ambition,Nobunaga's Ambition
it,Nobunaga no yabō,Nobunaga's Ambition
id,Nobunaga's Ambition,Nobunaga's Ambition
wuu,信长个野望系列,Nobunaga's Ambition
fi,Nobunaga’s Ambition,Nobunaga's Ambition
ca,Nobunaga's Ambition,Nobunaga's Ambition
nl,Nobunaga's Ambition,Nobunaga's Ambition
zh-yue,信長之野望,Nobunaga's Ambition
en,Jagged Alliance 2,Jagged Alliance 2
ru,Jagged Alliance 2,Jagged Alliance 2
de,Jagged Alliance 2,Jagged Alliance 2
pl,Jagged Alliance 2,Jagged Alliance 2
fr,Jagged Alliance 2,Jagged Alliance 2
it,Jagged Alliance 2,Jagged Alliance 2
uk,Jagged Alliance 2,Jagged Alliance 2
fi,Jagged Alliance 2,Jagged Alliance 2
nl,Jagged Alliance 2,Jagged Alliance 2
vi,Jagged Alliance 2,Jagged Alliance 2
lld,Jagged Alliance 2,Jagged Alliance 2
en,Traveller's Tales,Traveller's Tales
ru,Traveller’s Tales,Traveller's Tales
es,Traveller's Tales,Traveller's Tales
fr,Traveller's Tales,Traveller's Tales
it,Traveller's Tales,Traveller's Tales
pl,Traveller’s Tales,Traveller's Tales
fi,Traveller’s Tales,Traveller's Tales
nl,Traveller's Tales,Traveller's Tales
uk,Traveller's Tales,Traveller's Tales
tr,Traveller's Tales,Traveller's Tales
ko,트래블러스 테일스,Traveller's Tales
hu,Traveller’s Tales,Traveller's Tales
sv,Traveller's Tales,Traveller's Tales
da,Traveller's Tales,Traveller's Tales
arz,تراڤيلرز تيلز,Traveller's Tales
ka,Traveller's Tales,Traveller's Tales
nn,Traveller's Tales,Traveller's Tales
no,Traveller’s Tales,Traveller's Tales
simple,Traveller's Tales,Traveller's Tales
en,Mega Man X3,Mega Man X3
ja,ロックマンX3,Mega Man X3
es,Mega Man X3,Mega Man X3
pt,Mega Man X3,Mega Man X3
zh,洛克人X3,Mega Man X3
fr,Mega Man X3,Mega Man X3
ru,Mega Man X3,Mega Man X3
fi,Mega Man X3,Mega Man X3
vi,Mega Man X3,Mega Man X3
th,ร็อคแมน X3,Mega Man X3
sv,Mega Man X3,Mega Man X3
ko,록맨 X3,Mega Man X3
nl,Mega Man X3,Mega Man X3
wuu,洛克人X3,Mega Man X3
arz,ميجا مان اكس3,Mega Man X3
en,Society (video game),Society (video game)
mr,सोसायटी (दृश्य खेळ),Society (video game)
ja,スーパーチャイニーズワールド,Super Ninja Boy
en,Super Ninja Boy,Super Ninja Boy
zh,超级中国人世界,Super Ninja Boy
ja,いのまたむつみ,Mutsumi Inomata
en,Mutsumi Inomata,Mutsumi Inomata
zh,豬股睦美,Mutsumi Inomata
fr,Mutsumi Inomata,Mutsumi Inomata
ja,SYSTEM I,Namco System 1
en,Namco System 1,Namco System 1
it,Namco System 1,Namco System 1
es,Namco System 1,Namco System 1
fr,System 1 (Namco),Namco System 1
ja,ソル・バッドガイ,Sol Badguy
en,Sol Badguy,Sol Badguy
es,Sol Badguy,Sol Badguy
pt,Sol Badguy,Sol Badguy
it,Sol Badguy,Sol Badguy
ko,솔 배드가이,Sol Badguy
en,Savage Worlds,Savage Worlds
de,Savage Worlds,Savage Worlds
it,Savage Worlds,Savage Worlds
fr,Savage Worlds,Savage Worlds
pl,Savage Worlds,Savage Worlds
ja,SYSTEM 86,Namco System 86
en,Namco System 86,Namco System 86
fr,System 86,Namco System 86
es,Namco System 86,Namco System 86
ko,남코 시스템 86,Namco System 86
it,Namco System 86,Namco System 86
en,Sexy Parodius,Sexy Parodius
ja,セクシーパロディウス,Sexy Parodius
de,Sexy Parodius,Sexy Parodius
es,Sexy Parodius,Sexy Parodius
ru,Sexy Parodius,Sexy Parodius
fr,Sexy Parodius,Sexy Parodius
it,Sexy Parodius,Sexy Parodius
ko,섹시 파로디우스,Sexy Parodius
lld,Sexy Parodius,Sexy Parodius
en,Dragon Ball Z: Taiketsu,Dragon Ball Z: Taiketsu
fr,Dragon Ball Z: Taiketsu,Dragon Ball Z: Taiketsu
lld,Dragon Ball Z: Taiketsu,Dragon Ball Z: Taiketsu
en,Fantasy wargame,Fantasy wargame
en,"Stern Electronics, Inc. v. Kaufman","Stern Electronics, Inc. v. Kaufman"
en,Dynasty!,Dynasty!
lld,Samurai,Dynasty!
en,Xtreme Racing,Xtreme Racing
it,Xtreme Racing,Xtreme Racing
en,Mercs,Mercs
ja,戦場の狼II,Mercs
es,Mercs,Mercs
fr,Mercs,Mercs
it,Mercs,Mercs
pt,Mercs,Mercs
fi,Mercs,Mercs
gl,Mercs,Mercs
lld,Mercs,Mercs
en,Hotel Mario,Hotel Mario
ja,ホテルマリオ,Hotel Mario
es,Hotel Mario,Hotel Mario
fr,Hotel Mario,Hotel Mario
it,Hotel Mario,Hotel Mario
ru,Hotel Mario,Hotel Mario
pt,Hotel Mario,Hotel Mario
de,Hotel Mario,Hotel Mario
nl,Hotel Mario,Hotel Mario
uk,Hotel Mario,Hotel Mario
fi,Hotel Mario,Hotel Mario
simple,Hotel Mario,Hotel Mario
sv,Hotel Mario,Hotel Mario
ko,호텔 마리오,Hotel Mario
arz,هوتل ماريو,Hotel Mario
en,Kingdom O' Magic,Kingdom O' Magic
en,Dropship: United Peace Force,Dropship: United Peace Force
fr,Dropship: United Peace Force,Dropship: United Peace Force
es,Dropship: United Peace Force,Dropship: United Peace Force
lld,Dropship: United Peace Force,Dropship: United Peace Force
sv,Dropship: United Peace Force,Dropship: United Peace Force
vi,Dropship: United Peace Force,Dropship: United Peace Force
en,Medieval II: Total War,Medieval II: Total War
ru,Medieval II: Total War,Medieval II: Total War
de,Medieval 2: Total War,Medieval II: Total War
it,Medieval II: Total War,Medieval II: Total War
es,Medieval II: Total War,Medieval II: Total War
fr,Medieval II: Total War,Medieval II: Total War
tr,Medieval II: Total War,Medieval II: Total War
zh,中世纪2：全面战争,Medieval II: Total War
pl,Medieval II: Total War,Medieval II: Total War
pt,Medieval II: Total War,Medieval II: Total War
uk,Medieval II: Total War,Medieval II: Total War
ja,メディーバル2:トータルウォー,Medieval II: Total War
hu,Medieval II: Total War,Medieval II: Total War
ko,미디블 II: 토탈 워,Medieval II: Total War
nl,Medieval II: Total War,Medieval II: Total War
id,Medieval II: Total War,Medieval II: Total War
el,Medieval II: Total War,Medieval II: Total War
fi,Medieval 2: Total War,Medieval II: Total War
sr,Medieval II: Total War,Medieval II: Total War
sv,Medieval II: Total War,Medieval II: Total War
no,Medieval II: Total War,Medieval II: Total War
da,Medieval II: Total War,Medieval II: Total War
ro,Medieval II: Total War,Medieval II: Total War
bg,Medieval II: Total War,Medieval II: Total War
ca,Medieval II: Total War,Medieval II: Total War
nn,Medieval II: Total War,Medieval II: Total War
lt,Medieval II: Total War,Medieval II: Total War
sl,Medieval II: Total war,Medieval II: Total War
wuu,中世纪2：全面战争,Medieval II: Total War
arz,ميديڤال اي: توتال وار,Medieval II: Total War
hy,Medieval II: Total War,Medieval II: Total War
lld,Medieval II: Total War,Medieval II: Total War
en,Zoo Empire,Zoo Empire
fr,Zoo Empire,Zoo Empire
pl,Zoo Empire,Zoo Empire
lld,Zoo Empire,Zoo Empire
en,Star Saga,Star Saga
en,KKnD (series),KKnD (series)
pl,KKnD (seria),KKnD (series)
vi,KKnD (sê-ri trò chơi),KKnD (series)
uk,KKnD (серія),KKnD (series)
nl,"Krush, Kill 'n' Destroy",KKnD (series)
en,Tin Star (video game),Tin Star (video game)
fr,Tin Star,Tin Star (video game)
lld,Tin Star,Tin Star (video game)
en,Pixel Chix,Pixel Chix
en,Lee Trevino's Fighting Golf,Lee Trevino's Fighting Golf
it,Fighting Golf,Lee Trevino's Fighting Golf
fr,Lee Trevino's Fighting Golf,Lee Trevino's Fighting Golf
sv,Lee Trevino's Fighting Golf,Lee Trevino's Fighting Golf
en,Business simulation game,Business simulation game
ru,Экономический симулятор,Business simulation game
ja,経営シミュレーションゲーム,Business simulation game
zh,模拟经营游戏,Business simulation game
de,Wirtschaftssimulation (Computerspielgenre),Business simulation game
it,Videogioco gestionale,Business simulation game
ko,경영 시뮬레이션 게임,Business simulation game
es,Videojuego de simulación económica,Business simulation game
fr,Jeu vidéo de simulation économique,Business simulation game
pl,Komputerowa gra ekonomiczna,Business simulation game
vi,Trò chơi mô phỏng kinh doanh,Business simulation game
nl,Bedrijfssimulatiespel,Business simulation game
tr,İş simülasyonu oyunu,Business simulation game
uk,Економічний симулятор,Business simulation game
da,Økonomisk simulationsspil,Business simulation game
fi,Resurssienhallintapeli,Business simulation game
ca,Videojoc de simulació econòmica,Business simulation game
sv,Affärssimulationsspel,Business simulation game
wuu,模拟经营游戏,Business simulation game
zh-yue,商業模擬遊戲,Business simulation game
en,Rolling Thunder 2,Rolling Thunder 2
ja,ローリングサンダー2,Rolling Thunder 2
fr,Rolling Thunder 2,Rolling Thunder 2
it,Rolling Thunder 2,Rolling Thunder 2
arz,رولينج ثوندير 2,Rolling Thunder 2
lld,Rolling Thunder 2,Rolling Thunder 2
en,Street Racing Syndicate,Street Racing Syndicate
ru,Street Racing Syndicate,Street Racing Syndicate
es,Street Racing Syndicate,Street Racing Syndicate
pt,Street Racing Syndicate,Street Racing Syndicate
id,Street Racing Syndicate,Street Racing Syndicate
arz,ستريت راسينج سينديكات,Street Racing Syndicate
lld,Street Racing Syndicate,Street Racing Syndicate
en,Australia (board game),Australia (board game)
de,Australia (Spiel),Australia (board game)
fr,Australia (jeu),Australia (board game)
ca,Australia (joc),Australia (board game)
en,Karnov's Revenge,Karnov's Revenge
fr,Karnov's Revenge,Karnov's Revenge
it,Karnov's Revenge,Karnov's Revenge
lld,Karnov's Revenge,Karnov's Revenge
ja,スーパーロボット大戦MX,Super Robot Wars MX
zh,超級機器人大戰MX,Super Robot Wars MX
en,Super Robot Wars MX,Super Robot Wars MX
it,Super Robot Wars MX,Super Robot Wars MX
lld,Super Robot Wars MX,Super Robot Wars MX
en,Lula: The Sexy Empire,Lula: The Sexy Empire
ru,Wet: The Sexy Empire,Lula: The Sexy Empire
de,Wet: The Sexy Empire,Lula: The Sexy Empire
it,Lula: The Sexy Empire,Lula: The Sexy Empire
nl,Wet: The Sexy Empire,Lula: The Sexy Empire
pt,Lula: The Sexy Empire,Lula: The Sexy Empire
tr,Lula: The Sexy Empire,Lula: The Sexy Empire
en,Gato (video game),Gato (video game)
it,Gato (videogioco),Gato (video game)
zh,海狼 (遊戲),Gato (video game)
fr,GATO (jeu vidéo),Gato (video game)
lld,Gato,Gato (video game)
en,Sword of the Samurai (gamebook),Sword of the Samurai (gamebook)
ja,サムライの剣,Sword of the Samurai (gamebook)
en,Ape Escape Academy,Ape Escape Academy
fr,Ape Academy,Ape Escape Academy
pl,Ape Academy,Ape Escape Academy
lld,Ape Escape Academy,Ape Escape Academy
en,Wrath Unleashed,Wrath Unleashed
it,Wrath Unleashed,Wrath Unleashed
lld,Wrath Unleashed,Wrath Unleashed
en,Metal Mutant,Metal Mutant
ru,Metal Mutant,Metal Mutant
pl,Metal Mutant,Metal Mutant
nl,Metal Mutant,Metal Mutant
lld,Metal Mutant,Metal Mutant
en,Fleet Defender,Fleet Defender
fr,Fleet Defender,Fleet Defender
lld,Fleet Defender,Fleet Defender
en,Darren Watts,Darren Watts
en,GameCODA,GameCODA
en,Remindelight,Remindelight
lld,Remindelight,Remindelight
ja,リズム天国,Rhythm Tengoku
en,Rhythm Tengoku,Rhythm Tengoku
zh,节奏天国,Rhythm Tengoku
es,Rhythm Tengoku,Rhythm Tengoku
fr,Rhythm Tengoku,Rhythm Tengoku
ko,리듬 천국,Rhythm Tengoku
simple,Rhythm Tengoku,Rhythm Tengoku
nn,Rhythm Tengoku,Rhythm Tengoku
fi,Rhythm Tengoku,Rhythm Tengoku
sv,Rhythm Tengoku,Rhythm Tengoku
da,Rhythm Tengoku,Rhythm Tengoku
lld,Rhythm Tengoku,Rhythm Tengoku
en,TubeTwist,TubeTwist
en,Zoo Tycoon 2: Marine Mania,Zoo Tycoon 2: Marine Mania
fr,Extensions de Zoo Tycoon 2,Zoo Tycoon 2: Marine Mania
es,Zoo Tycoon 2: Marine Mania,Zoo Tycoon 2: Marine Mania
nl,Zoo Tycoon 2: Marine Mania,Zoo Tycoon 2: Marine Mania
pt,Zoo Tycoon 2: Marine Mania,Zoo Tycoon 2: Marine Mania
th,ซูไทคูน 2: มารีน เมเนีย,Zoo Tycoon 2: Marine Mania
pl,Zoo Tycoon 2: Podwodny świat,Zoo Tycoon 2: Marine Mania
eo,Zoo Tycoon 2: Marine Mania,Zoo Tycoon 2: Marine Mania
en,Red Skies Over Europe,Red Skies Over Europe
en,Big Fish Games,Big Fish Games
ru,Big Fish Games,Big Fish Games
es,Big Fish Games,Big Fish Games
de,Big Fish Games,Big Fish Games
fr,Big Fish Games,Big Fish Games
ja,ビッグ フィッシュ ゲームズ,Big Fish Games
zh,大鱼游戏,Big Fish Games
uk,Big Fish Games,Big Fish Games
nl,Big Fish Games,Big Fish Games
ko,빅피쉬게임즈,Big Fish Games
ro,Big Fish Games,Big Fish Games
ca,Big Fish Games,Big Fish Games
en,RoboBlitz,RoboBlitz
es,RoboBlitz,RoboBlitz
nl,RoboBlitz,RoboBlitz
lld,RoboBlitz,RoboBlitz
ja,RoboBlitz,RoboBlitz
arz,روبوبليتز,RoboBlitz
en,Atari Program Exchange,Atari Program Exchange
fr,Atari Program Exchange,Atari Program Exchange
en,JumpStart Adventures 4th Grade: Haunted Island,JumpStart Adventures 4th Grade: Haunted Island
en,Revolt On Antares,Revolt On Antares
ja,ネクストン,Nexton
en,Nexton,Nexton
zh,NEXTON,Nexton
es,Nexton,Nexton
de,Nexton,Nexton
vi,NEXTON,Nexton
en,Microsoft LifeChat,Microsoft LifeChat
en,Sword and Crown,Sword and Crown
en,Rise of the Kasai,Rise of the Kasai
fr,Rise of the Kasai,Rise of the Kasai
arz,راز اف ذا كاساى,Rise of the Kasai
lld,Rise of the Kasai,Rise of the Kasai
en,Code Lyoko (video game),Code Lyoko (video game)
es,Code Lyoko (videojuego),Code Lyoko (video game)
fr,Code Lyoko (jeu vidéo),Code Lyoko (video game)
it,Code Lyoko (videogioco),Code Lyoko (video game)
zh,至Net奇兵 (遊戲),Code Lyoko (video game)
gl,Code Lyoko (videoxogo),Code Lyoko (video game)
en,Frogwares,Frogwares
ru,Frogwares,Frogwares
uk,Frogwares,Frogwares
fr,Frogwares,Frogwares
de,Frogwares,Frogwares
it,Frogwares,Frogwares
es,Frogwares,Frogwares
pl,Frogwares,Frogwares
zh,Frogwares,Frogwares
pt,Frogwares,Frogwares
fi,Frogwares,Frogwares
arz,فروجويرز,Frogwares
id,Frogwares,Frogwares
en,Blender Bros.,Blender Bros.
fr,Blender Bros.,Blender Bros.
lld,Blender Bros.,Blender Bros.
ja,見良津健雄,Takeo Miratsu
en,Takeo Miratsu,Takeo Miratsu
zh,見良津健雄,Takeo Miratsu
sv,Takeo Miratsu,Takeo Miratsu
en,Special Force 2: Tale of the Truthful Pledge,Special Force 2: Tale of the Truthful Pledge
ru,Специальные силы: Повесть о воплощённом обете,Special Force 2: Tale of the Truthful Pledge
it,Special Force 2: Tale of the Truthful Pledge,Special Force 2: Tale of the Truthful Pledge
arz,القوه الخاصه 2 - حكايه الوعد الصادق,Special Force 2: Tale of the Truthful Pledge
uk,Special Force 2: Tale of the Truthful Pledge,Special Force 2: Tale of the Truthful Pledge
en,Azada (video game),Azada (video game)
fr,Azada,Azada (video game)
arz,ازادا,Azada (video game)
lld,Azada,Azada (video game)
en,Star Wraith IV: Reviction,Star Wraith IV: Reviction
en,Gate of Thunder,Gate of Thunder
ja,ゲート オブ サンダー,Gate of Thunder
fr,Gate of Thunder,Gate of Thunder
es,Gate of Thunder,Gate of Thunder
lld,Gate of Thunder,Gate of Thunder
en,Alien Virus,Alien Virus
en,Street Fighter: The Legend of Chun-Li,Street Fighter: The Legend of Chun-Li
ru,Стритфайтер,Street Fighter: The Legend of Chun-Li
es,Street Fighter: The Legend of Chun-Li,Street Fighter: The Legend of Chun-Li
it,Street Fighter - La leggenda,Street Fighter: The Legend of Chun-Li
fr,Street Fighter: Legend of Chun-Li,Street Fighter: The Legend of Chun-Li
de,Street Fighter: The Legend of Chun-Li,Street Fighter: The Legend of Chun-Li
ja,ストリートファイター ザ・レジェンド・オブ・チュンリー,Street Fighter: The Legend of Chun-Li
pt,Street Fighter: The Legend of Chun-Li,Street Fighter: The Legend of Chun-Li
zh,街头霸王：春丽传,Street Fighter: The Legend of Chun-Li
pl,Street Fighter: Legenda Chun-Li,Street Fighter: The Legend of Chun-Li
nl,Street Fighter: The Legend of Chun-Li,Street Fighter: The Legend of Chun-Li
tr,Street Fighter: Chun-Li Efsanesi,Street Fighter: The Legend of Chun-Li
hu,Street Fighter – Chun-Li legendája,Street Fighter: The Legend of Chun-Li
id,Street Fighter: The Legend of Chun-Li,Street Fighter: The Legend of Chun-Li
uk,Вуличний боєць: Легенда про Чунь-Лі,Street Fighter: The Legend of Chun-Li
fi,Street Fighter: The Legend of Chun-Li,Street Fighter: The Legend of Chun-Li
ko,스트리트 파이터: 춘리의 전설,Street Fighter: The Legend of Chun-Li
vi,Street Fighter: The Legend of Chun-Li,Street Fighter: The Legend of Chun-Li
cy,Street Fighter: The Legend of Chun-Li,Street Fighter: The Legend of Chun-Li
hy,Փողոցների մարտիկ: Լեգենգ Չան-Լիի մասին,Street Fighter: The Legend of Chun-Li
en,Scivelation,Scivelation
ru,Scivelation,Scivelation
lld,Scivelation,Scivelation
en,SPOGS Racing,SPOGS Racing
pt,SPOGS Racing,SPOGS Racing
it,SPOGS Racing,SPOGS Racing
fr,SPOGS Racing,SPOGS Racing
en,AV-8B Harrier Assault,AV-8B Harrier Assault
cs,AV-8B Harrier Assault,AV-8B Harrier Assault
lld,AV-8B Harrier Assault,AV-8B Harrier Assault
en,Trials 2: Second Edition,Trials 2: Second Edition
fi,Trials 2: Second Edition,Trials 2: Second Edition
fr,Trials 2: Second Edition,Trials 2: Second Edition
it,Trials 2 - Second Edition,Trials 2: Second Edition
lld,Trials 2: Second Edition,Trials 2: Second Edition
en,Dokapon Kingdom,Dokapon Kingdom
es,Dokapon Kingdom,Dokapon Kingdom
pt,Dokapon Kingdom,Dokapon Kingdom
fr,Dokapon Kingdom,Dokapon Kingdom
it,Dokapon Kingdom,Dokapon Kingdom
lld,Dokapon Kingdom,Dokapon Kingdom
arz,دوكاپون كينجدوم,Dokapon Kingdom
en,Sacred 2: Fallen Angel,Sacred 2: Fallen Angel
ru,Sacred 2: Fallen Angel,Sacred 2: Fallen Angel
de,Sacred 2,Sacred 2: Fallen Angel
it,Sacred 2: Fallen Angel,Sacred 2: Fallen Angel
es,Sacred 2: Fallen Angel,Sacred 2: Fallen Angel
fr,Sacred 2: Fallen Angel,Sacred 2: Fallen Angel
pl,Sacred 2: Fallen Angel,Sacred 2: Fallen Angel
uk,Sacred 2: Fallen Angel,Sacred 2: Fallen Angel
zh,圣域2：堕落天使,Sacred 2: Fallen Angel
tr,Sacred 2: Fallen Angel,Sacred 2: Fallen Angel
be,Sacred 2: Fallen Angel,Sacred 2: Fallen Angel
lld,Sacred 2: Fallen Angel,Sacred 2: Fallen Angel
en,Onechanbara: Bikini Samurai Squad,Onechanbara: Bikini Samurai Squad
es,Onechanbara: Bikini Samurai Squad,Onechanbara: Bikini Samurai Squad
it,Onechanbara: Bikini Samurai Squad,Onechanbara: Bikini Samurai Squad
lld,Onechanbara: Bikini Samurai Squad,Onechanbara: Bikini Samurai Squad
en,Brain Buster Puzzle Pak,Brain Buster Puzzle Pak
lld,Brain Buster Puzzle Pak,Brain Buster Puzzle Pak
en,Harvest Moon DS: Grand Bazaar,Harvest Moon DS: Grand Bazaar
zh,牧場物語 歡迎來到風之市集,Harvest Moon DS: Grand Bazaar
ja,牧場物語 ようこそ!風のバザールへ,Harvest Moon DS: Grand Bazaar
pt,Bokujou Monogatari: Youkoso Kaze no Bazaar e,Harvest Moon DS: Grand Bazaar
id,Harvest Moon DS: Grand Bazaar,Harvest Moon DS: Grand Bazaar
fr,Harvest Moon DS: Grand Bazaar,Harvest Moon DS: Grand Bazaar
vi,Harvest Moon DS: Grand Bazaar,Harvest Moon DS: Grand Bazaar
de,Harvest Moon DS: Der Großbasar,Harvest Moon DS: Grand Bazaar
lld,Harvest Moon DS: Grand Bazaar,Harvest Moon DS: Grand Bazaar
en,Odyssey: The Search for Ulysses,Odyssey: The Search for Ulysses
fr,Odyssée : Sur les traces d'Ulysse,Odyssey: The Search for Ulysses
ru,Odyssey: The Search For Ulysses,Odyssey: The Search for Ulysses
el,Odyssey: The Search for Ulysses,Odyssey: The Search for Ulysses
lld,Odyssey: The Search for Ulysses,Odyssey: The Search for Ulysses
en,Dracula: Resurrection,Dracula: Resurrection
ru,Dracula: Resurrection,Dracula: Resurrection
it,Dracula: La risurrezione,Dracula: Resurrection
es,Dracula: Resurrection (videojuego),Dracula: Resurrection
fr,Dracula : Résurrection,Dracula: Resurrection
de,Dracula: Resurrection,Dracula: Resurrection
cs,Dracula: Resurrection,Dracula: Resurrection
pl,Dracula: Zmartwychwstanie,Dracula: Resurrection
fi,Dracula: Resurrection,Dracula: Resurrection
sv,Dracula: Resurrection,Dracula: Resurrection
az,Dracula: Resurrection,Dracula: Resurrection
lld,Dracula: Resurrection,Dracula: Resurrection
en,Werewolves of London (video game),Werewolves of London (video game)
fr,Werewolves of London,Werewolves of London (video game)
it,Werewolves of London (videogioco),Werewolves of London (video game)
en,Ashes Cricket 2009,Ashes Cricket 2009
lld,Ashes Cricket 2009,Ashes Cricket 2009
arz,اشيس كريكيت 209,Ashes Cricket 2009
en,Venus,Venus & Braves
es,Venus (planeta),Venus & Braves
ru,Венера,Venus & Braves
de,Venus (Planet),Venus & Braves
pt,Vénus (planeta),Venus & Braves
ja,金星,Venus & Braves
fr,Vénus (planète),Venus & Braves
it,Venere (astronomia),Venus & Braves
pl,Wenus,Venus & Braves
hi,शुक्र,Venus & Braves
zh,金星,Venus & Braves
tr,Venüs,Venus & Braves
cs,Venuše (planeta),Venus & Braves
vi,Sao Kim,Venus & Braves
id,Venus,Venus & Braves
th,ดาวศุกร์,Venus & Braves
ro,Venus,Venus & Braves
uk,Венера (планета),Venus & Braves
hu,Vénusz,Venus & Braves
ko,금성,Venus & Braves
sk,Venuša,Venus & Braves
bg,Венера (планета),Venus & Braves
nl,Venus (planeet),Venus & Braves
el,Αφροδίτη (πλανήτης),Venus & Braves
hr,Venera,Venus & Braves
fi,Venus,Venus & Braves
lt,Venera (planeta),Venus & Braves
az,Venera (planet),Venus & Braves
kk,Шолпан (ғаламшар),Venus & Braves
ka,ვენერა,Venus & Braves
sl,Venera,Venus & Braves
sv,Venus,Venus & Braves
bn,শুক্র গ্রহ,Venus & Braves
ta,வெள்ளி (கோள்),Venus & Braves
ca,Venus (planeta),Venus & Braves
simple,Venus,Venus & Braves
uz,Venera (sayyora),Venus & Braves
sr,Венера,Venus & Braves
