lang,topic,topic_in_English
fr,B. J. Blazkowicz,B.J. Blazkowicz
it,William Blazkowicz,B.J. Blazkowicz
pt,B.J. Blazkowicz,B.J. Blazkowicz
nl,B.J. Blazkowicz,B.J. Blazkowicz
id,B.J. Blazkowicz,B.J. Blazkowicz
sr,Вилијам Јозеф Блазковиц,B.J. Blazkowicz
ka,უილიამ ბ.ჯ. ბლაზკოვიჩი,B.J. Blazkowicz
en,Electric Dreams Software,Electric Dreams Software
en,Battleships Forever,Battleships Forever
en,StarForce: Alpha Centauri,StarForce: Alpha Centauri
en,Derek Jeter Pro Baseball 2008,Derek Jeter Pro Baseball 2008
lld,Derek Jeter Pro Baseball 2008,Derek Jeter Pro Baseball 2008
en,G-Mode,G-Mode
ja,ジー・モード,G-Mode
pt,G-Mode,G-Mode
ru,G-Mode,G-Mode
hy,G-Mode,G-Mode
en,Nightmare Creatures II,Nightmare Creatures II
es,Nightmare Creatures II,Nightmare Creatures II
it,Nightmare Creatures II,Nightmare Creatures II
fr,Nightmare Creatures II,Nightmare Creatures II
arz,نايتمير كريتشيرز 2,Nightmare Creatures II
lld,Nightmare Creatures II,Nightmare Creatures II
en,Dance Dance Revolution Hottest Party 2,Dance Dance Revolution Hottest Party 2
es,Dance Dance Revolution Hottest Party 2,Dance Dance Revolution Hottest Party 2
lld,Dance Dance Revolution Hottest Party 2,Dance Dance Revolution Hottest Party 2
pt,Dance Dance Revolution Hottest Party 2,Dance Dance Revolution Hottest Party 2
arz,دانس دانس ريڤولوتيون هوتيسانت پارتى 2,Dance Dance Revolution Hottest Party 2
en,The Clue!,The Clue!
de,Der Clou!,The Clue!
it,The Clue!,The Clue!
en,Tatsunoko Fight,Tatsunoko Fight
ja,タツノコファイト,Tatsunoko Fight
it,Tatsunoko Fight,Tatsunoko Fight
fr,Tatsunoko Fight,Tatsunoko Fight
en,Hideki Sakamoto,Hideki Sakamoto
ja,坂本英城,Hideki Sakamoto
fr,Hideki Sakamoto,Hideki Sakamoto
wuu,坂本英城,Hideki Sakamoto
arz,هيديكى ساكاموتو,Hideki Sakamoto
en,Celebrity Sports Showdown,Celebrity Sports Showdown
pt,Celebrity Sports Showdown,Celebrity Sports Showdown
lld,Celebrity Sports Showdown,Celebrity Sports Showdown
ru,Talvisota: Ледяной ад,Talvisota: Icy Hell
en,Talvisota: Icy Hell,Talvisota: Icy Hell
fi,Talvisota: Icy Hell,Talvisota: Icy Hell
no,Talvisota: Icy Hell,Talvisota: Icy Hell
vi,Talvisota: Icy Hell,Talvisota: Icy Hell
en,PSX (digital video recorder),PSX (digital video recorder)
ja,PSX,PSX (digital video recorder)
es,PSX (grabadora de video digital),PSX (digital video recorder)
fr,PSX (console de jeux vidéo),PSX (digital video recorder)
pt,PSX,PSX (digital video recorder)
it,PSX (DVR),PSX (digital video recorder)
nl,PSX (digitale videorecorder),PSX (digital video recorder)
pl,PSX (DVR),PSX (digital video recorder)
zh,PSX,PSX (digital video recorder)
tr,PSX,PSX (digital video recorder)
cs,PSX (konzole),PSX (digital video recorder)
ko,PSX (디지털 비디오 레코더),PSX (digital video recorder)
sv,PSX,PSX (digital video recorder)
hr,PSX (igraća konzola),PSX (digital video recorder)
ms,PlayStation X,PSX (digital video recorder)
en,Ninezero,Ninezero
ja,ナインゼロ,Ninezero
de,Ninezero,Ninezero
en,Orbient,Orbient
fr,Orbient,Orbient
lld,Orbient,Orbient
en,The Game of Life,The Game of Life
ja,人生ゲーム,The Game of Life
de,Spiel des Lebens (Spiel),The Game of Life
fr,Destins (jeu),The Game of Life
nl,Levensweg,The Game of Life
es,El juego de la vida (juguete),The Game of Life
pt,Jogo da Vida (jogo),The Game of Life
ko,인생 게임,The Game of Life
zh-yue,生命之旅,The Game of Life
simple,The Game of Life,The Game of Life
ca,The Game of Life,The Game of Life
en,Taito Legends Power-Up,Taito Legends Power-Up
it,Taito Legends Power-Up,Taito Legends Power-Up
lld,Taito Legends Power-Up,Taito Legends Power-Up
en,Vancouver 2010 (video game),Vancouver 2010 (video game)
es,Vancouver 2010 (videojuego),Vancouver 2010 (video game)
fr,Vancouver 2010 (jeu vidéo),Vancouver 2010 (video game)
it,Vancouver 2010 (videogioco),Vancouver 2010 (video game)
pl,Vancouver 2010: The Official Video Game of the Olympic Winter Games,Vancouver 2010 (video game)
fi,Vancouver 2010 (videopeli),Vancouver 2010 (video game)
arz,ڤانكوڤير 2010,Vancouver 2010 (video game)
lld,Vancouver 2010,Vancouver 2010 (video game)
sv,Vancouver 2010,Vancouver 2010 (video game)
en,Grandstand (game manufacturer),Grandstand (game manufacturer)
en,Battle Command (video game),Battle Command (video game)
it,Battle Command,Battle Command (video game)
fr,Battle Command,Battle Command (video game)
nl,Battle Command,Battle Command (video game)
lld,Battle Command,Battle Command (video game)
en,Miegakure,Miegakure
ru,Miegakure,Miegakure
fr,Miegakure,Miegakure
zh,Miegakure,Miegakure
en,Cyberdemon,Cyberdemon
ru,Кибердемон,Cyberdemon
it,Cyberdemone,Cyberdemon
ja,サイバーデーモン,Cyberdemon
tr,Cyberdemon,Cyberdemon
en,Olivier Boumal,Olivier Boumal
ja,オリヴィエ・ブマル,Olivier Boumal
el,Ολιβιέ Μπουμάλ,Olivier Boumal
fr,Olivier Boumal,Olivier Boumal
zh,奧利華·保馬尼,Olivier Boumal
ru,"Бумаль, Оливье",Olivier Boumal
ko,올리비에 부말,Olivier Boumal
es,Olivier Boumal,Olivier Boumal
hu,Olivier Boumal,Olivier Boumal
it,Olivier Boumal,Olivier Boumal
pt,Olivier Boumal,Olivier Boumal
sv,Olivier Boumal,Olivier Boumal
tr,Olivier Boumal,Olivier Boumal
arz,اوليفييه بومال,Olivier Boumal
cs,Olivier Boumal,Olivier Boumal
id,Olivier Boumal,Olivier Boumal
nl,Olivier Boumal,Olivier Boumal
ms,Olivier Boumal,Olivier Boumal
no,Olivier Boumal,Olivier Boumal
da,Olivier Boumal,Olivier Boumal
uk,Олів'є Бумаль,Olivier Boumal
ast,Olivier Boumal,Olivier Boumal
ca,Olivier Boumal,Olivier Boumal
eo,Olivier Boumal,Olivier Boumal
eu,Olivier Boumal,Olivier Boumal
fi,Olivier Boumal,Olivier Boumal
nn,Olivier Boumal,Olivier Boumal
sr,Оливје Бумал,Olivier Boumal
sw,Olivier Boumal,Olivier Boumal
vi,Olivier Boumal,Olivier Boumal
en,Jett Rocket,Jett Rocket
it,Jett Rocket,Jett Rocket
fr,Jett Rocket,Jett Rocket
pt,Jett Rocket,Jett Rocket
en,End of Nations,End of Nations
tr,End of Nations,End of Nations
it,End of Nations,End of Nations
vi,End of Nations,End of Nations
lld,End of Nations,End of Nations
en,Grand Slam Tennis 2,Grand Slam Tennis 2
it,Grand Slam Tennis 2,Grand Slam Tennis 2
es,Grand Slam Tennis 2,Grand Slam Tennis 2
fr,Grand Chelem Tennis 2,Grand Slam Tennis 2
lld,Grand Slam Tennis 2,Grand Slam Tennis 2
en,Torchlight II,Torchlight II
ru,Torchlight II,Torchlight II
de,Torchlight II,Torchlight II
es,Torchlight II,Torchlight II
zh,火炬之光II,Torchlight II
pl,Torchlight II,Torchlight II
pt,Torchlight II,Torchlight II
fr,Torchlight II,Torchlight II
it,Torchlight II,Torchlight II
vi,Torchlight II,Torchlight II
fi,Torchlight II,Torchlight II
nl,Torchlight II,Torchlight II
ro,Torchlight II,Torchlight II
arz,تورتشليجت اى,Torchlight II
lld,Torchlight II,Torchlight II
en,Playdead,Playdead
ru,Playdead,Playdead
fr,Playdead,Playdead
de,Playdead,Playdead
es,Playdead,Playdead
it,Playdead,Playdead
pt,Playdead,Playdead
zh,Playdead,Playdead
uk,Playdead,Playdead
ko,플레이데드,Playdead
tr,Playdead,Playdead
nl,Playdead,Playdead
sv,Playdead,Playdead
uz,Playdead,Playdead
id,Playdead,Playdead
azb,پلی‌دد,Playdead
ckb,پلەیدێد,Playdead
en,Kung-Fu Live,Kung-Fu Live
it,Kung-Fu Live,Kung-Fu Live
en,Moon Diver,Moon Diver
lld,Moon Diver,Moon Diver
ja,シャイニング・ハーツ,Shining Hearts
en,Shining Hearts,Shining Hearts
zh,光明之心,Shining Hearts
it,Shining Hearts,Shining Hearts
lld,Shining Hearts,Shining Hearts
en,List of Yu-Gi-Oh! video games,List of Yu-Gi-Oh! video games
fr,Liste de jeux vidéo Yu-Gi-Oh!,List of Yu-Gi-Oh! video games
es,Anexo:Videojuegos de Yu-Gi-Oh!,List of Yu-Gi-Oh! video games
bs,Spisak Yu-Gi-Oh! videoigara,List of Yu-Gi-Oh! video games
en,Arthur 3: The War of the Two Worlds,Arthur 3: The War of the Two Worlds
ru,Артур и война двух миров,Arthur 3: The War of the Two Worlds
fr,Arthur 3 : La Guerre des deux mondes,Arthur 3: The War of the Two Worlds
pl,Artur i Minimki 3. Dwa światy,Arthur 3: The War of the Two Worlds
it,Arthur e la guerra dei due mondi (film),Arthur 3: The War of the Two Worlds
de,Arthur und die Minimoys 3 – Die große Entscheidung,Arthur 3: The War of the Two Worlds
es,Arthur 3: The War of the Two Worlds,Arthur 3: The War of the Two Worlds
ja,アーサーとふたつの世界の決戦,Arthur 3: The War of the Two Worlds
fi,Arthur ja kaksi maailmaa,Arthur 3: The War of the Two Worlds
pt,Arthur 3: La Guerre des deux mondes,Arthur 3: The War of the Two Worlds
sr,Артур 3: Рат два света,Arthur 3: The War of the Two Worlds
hu,Arthur 3. – A világok harca,Arthur 3: The War of the Two Worlds
bg,Артур и войната на двата свята,Arthur 3: The War of the Two Worlds
id,Arthur 3: The War of the Two Worlds,Arthur 3: The War of the Two Worlds
ka,არტური და ორი სამყაროს ომი,Arthur 3: The War of the Two Worlds
ko,아더와 미니모이 3: 두 세계의 전쟁,Arthur 3: The War of the Two Worlds
ro,Arthur 3: Războiul dintre cele două lumi,Arthur 3: The War of the Two Worlds
hy,Արթուրը և երկու աշխարհների պատերազմը,Arthur 3: The War of the Two Worlds
ms,Arthur 3: The War of the Two Worlds,Arthur 3: The War of the Two Worlds
eo,Arthur 3 - la Guerre des deux mondes (filmo),Arthur 3: The War of the Two Worlds
eu,Arthur 3 : La Guerre des deux mondes,Arthur 3: The War of the Two Worlds
en,Kelly Bailey (composer),Kelly Bailey (composer)
ru,"Бэйли, Келли",Kelly Bailey (composer)
fr,Kelly Bailey,Kelly Bailey (composer)
pt,Kelly Bailey,Kelly Bailey (composer)
uk,Келлі Бейлі,Kelly Bailey (composer)
azb,کیلی بیلی,Kelly Bailey (composer)
en,Hottāman no Chitei Tanken,Hottāman no Chitei Tanken
zh,地底探险,Hottāman no Chitei Tanken
en,"Freakyforms: Your Creations, Alive!","Freakyforms: Your Creations, Alive!"
ja,いきものづくり クリエイトーイ,"Freakyforms: Your Creations, Alive!"
fr,Freakyforms : Vos créations prennent vie !,"Freakyforms: Your Creations, Alive!"
it,Freakyforms: Le tue creazioni prendono vita!,"Freakyforms: Your Creations, Alive!"
es,Freakyforms ¡Tus creaciones cobran vida!,"Freakyforms: Your Creations, Alive!"
ca,"Freakyforms: Your Creations, Alive!","Freakyforms: Your Creations, Alive!"
en,Tiger Woods PGA Tour 13,Tiger Woods PGA Tour 13
lv,Tiger Woods PGA Tour 13,Tiger Woods PGA Tour 13
lld,Tiger Woods PGA Tour 13,Tiger Woods PGA Tour 13
en,Namco Arcade,Namco Arcade
ja,NAMCO ARCADE,Namco Arcade
lld,Namco Arcade,Namco Arcade
en,2013 in video games,2013 in video games
fr,2013 en jeu vidéo,2013 in video games
ru,2013 год в компьютерных играх,2013 in video games
pt,2013 nos jogos eletrônicos,2013 in video games
it,Videogiochi nel 2013,2013 in video games
pl,2013 w grach komputerowych,2013 in video games
fi,Videopelivuosi 2013,2013 in video games
simple,2013 in video games,2013 in video games
uk,2013 у відеоіграх,2013 in video games
ro,2013 în jocuri video,2013 in video games
sv,Datorspelsåret 2013,2013 in video games
th,วิดีโอเกมใน พ.ศ. 2556,2013 in video games
be,2013 год у гісторыі камп’ютарных гульняў,2013 in video games
no,Videospillåret 2013,2013 in video games
smn,Videospellâihe 2013,2013 in video games
sr,Видео-игре из 2013.,2013 in video games
en,Dark (video game),Dark (video game)
ru,DARK,Dark (video game)
nl,Dark (computerspel),Dark (video game)
lld,Dark,Dark (video game)
en,Game,Game & Wario
es,Juego,Game & Wario
ru,Игра,Game & Wario
pt,Jogo,Game & Wario
fr,Jeu,Game & Wario
id,Permainan,Game & Wario
de,Spiel,Game & Wario
ja,ゲーム,Game & Wario
th,เกม,Game & Wario
vi,Trò chơi,Game & Wario
uk,Гра,Game & Wario
uz,Oʻyin,Game & Wario
tl,Laro,Game & Wario
ro,Joc,Game & Wario
zh,游戏,Game & Wario
kn,ಆಟ,Game & Wario
ko,게임,Game & Wario
kk,Ойын,Game & Wario
tr,Oyun,Game & Wario
simple,Game,Game & Wario
nl,Spel,Game & Wario
pl,Gra,Game & Wario
hi,क्रीडा,Game & Wario
mr,क्रीडा,Game & Wario
sq,Loja,Game & Wario
lv,Spēle,Game & Wario
bg,Игра,Game & Wario
cs,Hra,Game & Wario
war,Uyag,Game & Wario
ms,Permainan,Game & Wario
ky,Оюн,Game & Wario
gan,玩具,Game & Wario
tg,Бозӣ,Game & Wario
el,Παιχνίδι (δραστηριότητα),Game & Wario
hy,Խաղ,Game & Wario
sv,Spel,Game & Wario
la,Ludus,Game & Wario
sr,Игра,Game & Wario
ml,കളി,Game & Wario
fi,Peli,Game & Wario
hr,Igra,Game & Wario
bs,Igra,Game & Wario
ka,თამაში,Game & Wario
cy,Gêm,Game & Wario
lt,Žaidimas,Game & Wario
be-tarask,Гульня,Game & Wario
qu,Puklla,Game & Wario
br,C'hoarioù,Game & Wario
sw,Mchezo,Game & Wario
am,ጨዋታዎች,Game & Wario
az,Oyun,Game & Wario
te,గేమ్ (Game),Game & Wario
sk,Hra (zábava),Game & Wario
sa,क्रीडा,Game & Wario
sl,Igra,Game & Wario
co,Ghjocu,Game & Wario
bn,খেলা (নিয়মমাফিক),Game & Wario
sco,Gemme,Game & Wario
et,Mäng,Game & Wario
pcd,Jus,Game & Wario
vec,Zugo,Game & Wario
hu,Játék (pszichológia),Game & Wario
zh-yue,遊戲,Game & Wario
eu,Joko,Game & Wario
ta,ஆட்டம்,Game & Wario
ca,Jocs,Game & Wario
pih,Geiim,Game & Wario
no,Spill (lek),Game & Wario
lfn,Jua,Game & Wario
ts,Ntlangu,Game & Wario
frp,Juès,Game & Wario
ga,Cluiche,Game & Wario
af,Spel,Game & Wario
fur,Zûc,Game & Wario
gv,Gamman,Game & Wario
li,Sjpel,Game & Wario
lo,ເກມ,Game & Wario
iu,ᐄᒐᑕᐃᕕᑦᓴᐃᑦ,Game & Wario
sh,Igra,Game & Wario
gl,Xogo,Game & Wario
mg,Kilalao,Game & Wario
su,Kaulinan,Game & Wario
da,Spil (leg),Game & Wario
map-bms,Dolanan,Game & Wario
mwl,Jogo,Game & Wario
als,Spiel,Game & Wario
eo,Ludo,Game & Wario
bh,खेल,Game & Wario
wa,Djeu,Game & Wario
yi,שפיל,Game & Wario
fy,Spul,Game & Wario
jv,Dolanan,Game & Wario
kaa,Oyın,Game & Wario
an,Chuego,Game & Wario
io,Ludo,Game & Wario
stq,Spil,Game & Wario
azb,اویون,Game & Wario
bo,རོལ་རྩེད།,Game & Wario
ce,Ловзар,Game & Wario
kcg,Vwuo,Game & Wario
nn,Spel,Game & Wario
hif,Game,Game & Wario
rm,Gieu,Game & Wario
ast,Xuegu,Game & Wario
ext,Juegu,Game & Wario
ia,Joco,Game & Wario
mk,Игра,Game & Wario
be,Гульня,Game & Wario
ku,Lîstik,Game & Wario
ln,Lisano,Game & Wario
sah,Оонньуу,Game & Wario
vep,Vänd,Game & Wario
ha,Wasa,Game & Wario
jam,Giem,Game & Wario
nds,Speel,Game & Wario
ba,Уйын,Game & Wario
bcl,Karawat,Game & Wario
ckb,کایە,Game & Wario
olo,Elostus,Game & Wario
tt,Уен,Game & Wario
lad,Juego,Game & Wario
bat-smg,Žaidėms,Game & Wario
nrm,Gamme,Game & Wario
pnb,کھیل,Game & Wario
zu,Imidlalo,Game & Wario
gd,Geama,Game & Wario
is,Spil (leikur),Game & Wario
pa,ਗੇਮ,Game & Wario
wuu,遊戲,Game & Wario
chr,ᎠᏁᏦᏗ,Game & Wario
cv,Вăйă,Game & Wario
krc,Оюн,Game & Wario
oc,Jòc,Game & Wario
xmf,ლაჸაფი,Game & Wario
fo,Spæl,Game & Wario
gcr,Jé,Game & Wario
fiu-vro,Mäng,Game & Wario
rue,Гра,Game & Wario
scn,Jòcura,Game & Wario
zh-min-nan,Iû-hì,Game & Wario
en,Inscape (company),Inscape (company)
en,Miku Flick/02,Miku Flick/02
lld,Miku Flick/02,Miku Flick/02
en,Self-Defense Training Camp,Self-Defense Training Camp
lld,Self-Defense Training Camp,Self-Defense Training Camp
en,Shantae and the Pirate's Curse,Shantae and the Pirate's Curse
es,Shantae and the Pirate's Curse,Shantae and the Pirate's Curse
fr,Shantae and the Pirate's Curse,Shantae and the Pirate's Curse
zh,桑塔與海盜的詛咒,Shantae and the Pirate's Curse
de,Shantae and the Pirate’s Curse,Shantae and the Pirate's Curse
pt,Shantae and the Pirate's Curse,Shantae and the Pirate's Curse
arz,شانتاى اند ث پيراتيس كورس,Shantae and the Pirate's Curse
sv,Shantae and the Pirate's Curse,Shantae and the Pirate's Curse
fi,Shantae and the Pirate’s Curse,Shantae and the Pirate's Curse
en,Nightmare in the Dark,Nightmare in the Dark
ja,ナイトメア・イン・ザ・ダーク,Nightmare in the Dark
it,Nightmare in the Dark,Nightmare in the Dark
fr,Nightmare in the Dark,Nightmare in the Dark
en,The Legend of Heroes: Trails of Cold Steel,The Legend of Heroes: Trails of Cold Steel
ja,英雄伝説 閃の軌跡,The Legend of Heroes: Trails of Cold Steel
zh,英雄傳說 閃之軌跡,The Legend of Heroes: Trails of Cold Steel
fr,The Legend of Heroes: Trails of Cold Steel,The Legend of Heroes: Trails of Cold Steel
de,The Legend of Heroes: Trails of Cold Steel,The Legend of Heroes: Trails of Cold Steel
wuu,英雄传说 闪之轨迹,The Legend of Heroes: Trails of Cold Steel
ko,영웅전설 섬의 궤적,The Legend of Heroes: Trails of Cold Steel
ca,The Legend of Heroes: Trails of Cold Steel,The Legend of Heroes: Trails of Cold Steel
arz,ث ليجيند اوف هيرويس: ترايلس اوف كولد ستيل,The Legend of Heroes: Trails of Cold Steel
lld,The Legend of Heroes: Trails of Cold Steel,The Legend of Heroes: Trails of Cold Steel
en,Gravity Guy,Gravity Guy
es,Gravity Guy,Gravity Guy
uk,Gravity Guy,Gravity Guy
id,Gravity Guy,Gravity Guy
en,Rocksmith 2014,Rocksmith 2014
es,Rocksmith 2014,Rocksmith 2014
fr,Rocksmith 2014,Rocksmith 2014
it,Rocksmith 2014,Rocksmith 2014
pt,Rocksmith 2014,Rocksmith 2014
fi,Rocksmith 2014,Rocksmith 2014
hu,Rocksmith 2014,Rocksmith 2014
arz,روكسميث 2014,Rocksmith 2014
en,Danganronpa 2: Goodbye Despair,Danganronpa 2: Goodbye Despair
ja,スーパーダンガンロンパ2 さよなら絶望学園,Danganronpa 2: Goodbye Despair
zh,超級槍彈辯駁2 再會了絕望學園,Danganronpa 2: Goodbye Despair
ru,Danganronpa 2: Goodbye Despair,Danganronpa 2: Goodbye Despair
es,Danganronpa 2: Goodbye Despair,Danganronpa 2: Goodbye Despair
it,Danganronpa 2: Goodbye Despair,Danganronpa 2: Goodbye Despair
fr,Danganronpa 2: Goodbye Despair,Danganronpa 2: Goodbye Despair
pt,Danganronpa 2: Goodbye Despair,Danganronpa 2: Goodbye Despair
ko,슈퍼 단간론파 2: 안녕히 절망학원,Danganronpa 2: Goodbye Despair
uk,Danganronpa 2: Goodbye Despair,Danganronpa 2: Goodbye Despair
sv,Danganronpa 2: Goodbye Despair,Danganronpa 2: Goodbye Despair
arz,دانجانرونپا 2: جودبى ديسپاير,Danganronpa 2: Goodbye Despair
en,Bomberman GB,Bomberman GB
ja,ボンバーマンGB,Bomberman GB
sv,Bomberman GB,Bomberman GB
en,Data Age,Data Age
en,GolfStar,GolfStar
en,"Hello, Good-bye","Hello, Good-bye"
ja,"Hello,good-bye","Hello, Good-bye"
ko,"헬로, 굿바이","Hello, Good-bye"
en,Kotaro Uchikoshi,Kotaro Uchikoshi
ja,打越鋼太郎,Kotaro Uchikoshi
zh,打越鋼太郎,Kotaro Uchikoshi
fr,Kotaro Uchikoshi,Kotaro Uchikoshi
id,Kotaro Uchikoshi,Kotaro Uchikoshi
sv,Kotaro Uchikoshi,Kotaro Uchikoshi
ko,우치코시 코타로,Kotaro Uchikoshi
en,Gardening Mama 2: Forest Friends,Gardening Mama 2: Forest Friends
arz,جاردينينج ماما 2: ث فوريسانت فريندس,Gardening Mama 2: Forest Friends
en,ID@Xbox,ID@Xbox
pt,ID@Xbox,ID@Xbox
fr,ID@Xbox,ID@Xbox
nl,ID@Xbox,ID@Xbox
en,Hungribles,Hungribles
en,Spider-Man Unlimited (video game),Spider-Man Unlimited (video game)
ru,Spider-Man Unlimited (игра),Spider-Man Unlimited (video game)
es,Spider-Man Unlimited (videojuego),Spider-Man Unlimited (video game)
it,Spider-Man Unlimited (videogioco),Spider-Man Unlimited (video game)
fr,Spider-Man Unlimited (jeu vidéo),Spider-Man Unlimited (video game)
arz,سبايدرمان انليميتد,Spider-Man Unlimited (video game)
en,Melee (game terminology),Melee (game terminology)
zh,近战 (游戏),Melee (game terminology)
en,Alessio Cavatore,Alessio Cavatore
de,Alessio Cavatore,Alessio Cavatore
es,Alessio Cavatore,Alessio Cavatore
en,Dallas (role-playing game),Dallas (role-playing game)
en,A Composer's Guide to Game Music,A Composer's Guide to Game Music
en,Sature,Sature
en,Planet Coaster,Planet Coaster
ja,プラネットコースター,Planet Coaster
de,Planet Coaster,Planet Coaster
fr,Planet Coaster,Planet Coaster
zh,过山车之星,Planet Coaster
ru,Planet Coaster,Planet Coaster
nl,Planet Coaster,Planet Coaster
it,Planet Coaster,Planet Coaster
es,Planet Coaster,Planet Coaster
pt,Planet Coaster,Planet Coaster
th,แพลเน็ตโคสเตอร์,Planet Coaster
ko,플래닛 코스터,Planet Coaster
uk,Planet Coaster,Planet Coaster
no,Planet Coaster,Planet Coaster
ms,Planet Coaster,Planet Coaster
vi,Planet Coaster,Planet Coaster
arz,پلانيت كواستير,Planet Coaster
lld,Planet Coaster,Planet Coaster
simple,Planet Coaster,Planet Coaster
en,Prince Khosro of Imereti,Prince Khosro of Imereti
el,Χοσρόης της Ιμερετίας,Prince Khosro of Imereti
en,IdrA,IdrA
de,Gregory Fields,IdrA
fr,IdrA,IdrA
ko,그렉 필즈,IdrA
pt,Greg Fields,IdrA
arz,ادرا,IdrA
lt,Greg Fields,IdrA
en,Worlds Adrift,Worlds Adrift
sv,Worlds Adrift,Worlds Adrift
en,Mr. Driller 2,Mr. Driller 2
fr,Mr. Driller 2,Mr. Driller 2
lld,Mr. Driller 2,Mr. Driller 2
arz,مر. دريلير 2,Mr. Driller 2
en,Sega World Tournament Golf,Sega World Tournament Golf
en,VD-dev,VD-dev
fr,VD-dev,VD-dev
es,VD-dev,VD-dev
zh,VD-dev,VD-dev
en,Starfinder Roleplaying Game,Starfinder Roleplaying Game
ru,Starfinder,Starfinder Roleplaying Game
fi,Starfinder Roleplaying Game,Starfinder Roleplaying Game
ja,うたわれるもの 二人の白皇,Utawarerumono: Mask of Truth
en,Utawarerumono: Mask of Truth,Utawarerumono: Mask of Truth
zh,傳頌之物 二人的白皇,Utawarerumono: Mask of Truth
it,Utawarerumono: Mask of Truth,Utawarerumono: Mask of Truth
de,Utawarerumono: Mask of Truth,Utawarerumono: Mask of Truth
ko,칭송받는 자: 두 명의 백황,Utawarerumono: Mask of Truth
en,Time Trek,Time Trek
en,Volo's Guide to Monsters,Volo's Guide to Monsters
en,Avernum 3: Ruined World,Avernum 3: Ruined World
fr,Avernum 3: Ruined World,Avernum 3: Ruined World
arz,اڤيرنوم 3: روينيد ورلد,Avernum 3: Ruined World
en,Hockey (1992 video game),Hockey (1992 video game)
en,Battle Chasers: Nightwar,Battle Chasers: Nightwar
ru,Battle Chasers: Nightwar,Battle Chasers: Nightwar
en,Power Move Pro Wrestling,Power Move Pro Wrestling
fr,Power Move Pro Wrestling,Power Move Pro Wrestling
en,Reader Rabbit's Ready for Letters,Reader Rabbit's Ready for Letters
en,Dirt Rally 2.0,Dirt Rally 2.0
ru,DiRT Rally 2.0,Dirt Rally 2.0
fr,Dirt Rally 2.0,Dirt Rally 2.0
it,Dirt Rally 2.0,Dirt Rally 2.0
es,Dirt Rally 2.0,Dirt Rally 2.0
pl,Dirt Rally 2.0,Dirt Rally 2.0
fi,Dirt Rally 2.0,Dirt Rally 2.0
pt,Dirt Rally 2.0,Dirt Rally 2.0
nl,Dirt Rally 2.0,Dirt Rally 2.0
arz,ديرت رالى 2.0,Dirt Rally 2.0
en,Ian Hanlin,Ian Hanlin
ja,イアン・ハンリン,Ian Hanlin
id,Ian Hanlin,Ian Hanlin
ko,이언 핸린,Ian Hanlin
en,Tony Hawk's Skate Jam,Tony Hawk's Skate Jam
es,Tony Hawk's Skate Jam,Tony Hawk's Skate Jam
lld,Tony Hawk's Skate Jam,Tony Hawk's Skate Jam
en,Nepenthe (video game),Nepenthe (video game)
en,Nerd Poker,Nerd Poker
en,"Ever, Jane","Ever, Jane"
en,Game of Thrones: Winter Is Coming,Game of Thrones: Winter Is Coming
zh,权力的游戏：凛冬将至,Game of Thrones: Winter Is Coming
fr,Game of Thrones: Winter Is Coming,Game of Thrones: Winter Is Coming
arz,صراع العروش: الشتاء قادم,Game of Thrones: Winter Is Coming
lld,Game of Thrones: Winter Is Coming,Game of Thrones: Winter Is Coming
en,Massively multiplayer online role-playing game,Massively multiplayer online role-playing game
ja,MMORPG,Massively multiplayer online role-playing game
ru,Массовая многопользовательская ролевая онлайн-игра,Massively multiplayer online role-playing game
zh,大型多人在线角色扮演游戏,Massively multiplayer online role-playing game
fr,Jeu de rôle en ligne massivement multijoueur,Massively multiplayer online role-playing game
es,Videojuego de rol multijugador masivo en línea,Massively multiplayer online role-playing game
it,MMORPG,Massively multiplayer online role-playing game
de,Massively Multiplayer Online Role-Playing Game,Massively multiplayer online role-playing game
pt,MMORPG,Massively multiplayer online role-playing game
pl,MMORPG,Massively multiplayer online role-playing game
tr,Devasa çok oyunculu çevrimiçi rol yapma oyunu,Massively multiplayer online role-playing game
vi,Trò chơi nhập vai trực tuyến nhiều người chơi,Massively multiplayer online role-playing game
cs,MMORPG,Massively multiplayer online role-playing game
id,Permainan bermain peran daring multipemain masif,Massively multiplayer online role-playing game
th,เกมออนไลน์ผู้เล่นจำนวนมากแบบเล่นตามบทบาท,Massively multiplayer online role-playing game
ko,대규모 다중 사용자 온라인 롤플레잉 게임,Massively multiplayer online role-playing game
hu,MMORPG,Massively multiplayer online role-playing game
uk,Багатокористувацька онлайнова рольова гра,Massively multiplayer online role-playing game
nl,Massively multiplayer online role-playing game,Massively multiplayer online role-playing game
sv,MMORPG,Massively multiplayer online role-playing game
da,MMORPG,Massively multiplayer online role-playing game
no,MMORPG,Massively multiplayer online role-playing game
fi,Massiivinen monen pelaajan verkkoroolipeli,Massively multiplayer online role-playing game
ro,Joc de rol cu multiplayer online în masă,Massively multiplayer online role-playing game
sk,Massively-Multiplayer Online Role-Playing Game,Massively multiplayer online role-playing game
el,Μαζικό διαδικτυακό παιχνίδι ρόλων πολλαπλών παικτών,Massively multiplayer online role-playing game
bg,MMORPG,Massively multiplayer online role-playing game
ms,Permainan video berperanan dalam talian berbilang pemain secara besar-besaran,Massively multiplayer online role-playing game
