lang,topic,topic_in_English
be,Konami,Konami
azb,کونامی,Konami
sv,Konami,Konami
el,Konami,Konami
hu,Konami,Konami
sr,Konami,Konami
ms,Konami,Konami
no,Konami,Konami
ro,Konami,Konami
lt,Konami,Konami
ca,Konami,Konami
hi,कोनामी होल्डिंग्स,Konami
bg,Конами,Konami
sco,Konami,Konami
ne,कोनामी,Konami
ckb,کۆنامی,Konami
ka,Konami,Konami
sah,Konami,Konami
wuu,科乐美,Konami
hy,Konami,Konami
nn,Konami,Konami
oc,Konami,Konami
sh,Konami,Konami
zh-yue,科樂美,Konami
eo,Konami,Konami
gl,Konami,Konami
eu,Konami,Konami
en,Expansion pack,Expansion pack
ru,Дополнение (игры),Expansion pack
it,Espansione (giochi),Expansion pack
ja,拡張パック,Expansion pack
de,Erweiterung (Spiele),Expansion pack
cs,Rozšíření hry,Expansion pack
pt,Pacote de expansão,Expansion pack
sv,Expansionspaket,Expansion pack
no,Utvidelsespakke,Expansion pack
vi,Bản mở rộng,Expansion pack
nn,Utvidingspakke,Expansion pack
id,Paket ekspansi,Expansion pack
hu,Játékkiegészítés,Expansion pack
lt,Žaidimo papildymas,Expansion pack
th,ภาคเสริม,Expansion pack
en,Chuck Bueche,Chuck Bueche
mg,Chuck Bueche,Chuck Bueche
en,Adam Powell (game designer),Adam Powell (game designer)
es,Adam Powell,Adam Powell (game designer)
en,Jeff Dee,Jeff Dee
uk,Джефф Ді,Jeff Dee
pt,Jeff Dee,Jeff Dee
fr,Jeff Dee,Jeff Dee
arz,جيف دى,Jeff Dee
sv,Jeff Dee,Jeff Dee
en,Super Scope,Super Scope
ja,スーパースコープ,Super Scope
es,Super Scope,Super Scope
fr,Super Scope,Super Scope
sv,Super Scope,Super Scope
fi,Super Scope,Super Scope
simple,Super Scope,Super Scope
en,Mindscape,Mindscape
fr,Mindscape,Mindscape
bar,Mindscape (Begriffsklearung),Mindscape
de,Mindscape (Begriffsklärung),Mindscape
en,The Amazing Spider-Man and Captain America in Dr. Doom's Revenge!,The Amazing Spider-Man and Captain America in Dr. Doom's Revenge!
ru,The Amazing Spider-Man and Captain America in Dr. Doom’s Revenge!,The Amazing Spider-Man and Captain America in Dr. Doom's Revenge!
fr,The Amazing Spider-Man and Captain America in Dr. Doom's Revenge!,The Amazing Spider-Man and Captain America in Dr. Doom's Revenge!
es,The Amazing Spider-Man and Captain America in Dr. Doom's Revenge!,The Amazing Spider-Man and Captain America in Dr. Doom's Revenge!
pt,Spider-Man and Captain America in Doctor Doom's Revenge,The Amazing Spider-Man and Captain America in Dr. Doom's Revenge!
lld,Spider-Man and Captain America in Doctor Doom's Revenge,The Amazing Spider-Man and Captain America in Dr. Doom's Revenge!
en,Antifuse,Antifuse
de,Antifuse-Technologie,Antifuse
it,Antifusibile,Antifuse
es,Antifusible,Antifuse
fr,Anti-fusible,Antifuse
ca,Antifusible,Antifuse
en,SimTower,SimTower
ja,ザ・タワー (ゲーム),SimTower
de,Sim Tower,SimTower
ru,SimTower,SimTower
zh,模拟大楼,SimTower
fr,SimTower,SimTower
es,SimTower,SimTower
nl,SimTower,SimTower
pt,SimTower,SimTower
it,SimTower,SimTower
ko,심타워,SimTower
sv,SimTower,SimTower
fi,SimTower,SimTower
pl,SimTower,SimTower
ca,SimTower,SimTower
th,ซิมทาวเวอร์,SimTower
uk,SimTower,SimTower
vi,SimTower,SimTower
lld,SimTower,SimTower
en,Rag Doll Kung Fu,Rag Doll Kung Fu
pl,Rag Doll Kung Fu,Rag Doll Kung Fu
lld,Rag Doll Kung Fu,Rag Doll Kung Fu
bg,Rag Doll Kung Fu,Rag Doll Kung Fu
arz,راج دول كونج فو,Rag Doll Kung Fu
ja,デスクリムゾンOX,Death Crimson OX
en,Death Crimson OX,Death Crimson OX
it,Death Crimson OX,Death Crimson OX
lld,Death Crimson OX,Death Crimson OX
sv,Death Crimson OX,Death Crimson OX
en,Kitana,Kitana
es,Kitana,Kitana
ru,Китана,Kitana
pt,Kitana,Kitana
it,Kitana,Kitana
tr,Kitana,Kitana
fr,Kitana,Kitana
pl,Kitana,Kitana
vi,Kitana,Kitana
fi,Kitana,Kitana
uk,Кітана,Kitana
nl,Kitana,Kitana
az,Kitana (Mortal Kombat),Kitana
simple,Kitana,Kitana
pnb,کٹانا (مارٹل کامبیٹ),Kitana
en,Chris Sawyer's Locomotion,Chris Sawyer's Locomotion
de,Chris Sawyer’s Locomotion,Chris Sawyer's Locomotion
es,Chris Sawyer's Locomotion,Chris Sawyer's Locomotion
pt,Chris Sawyer's Locomotion,Chris Sawyer's Locomotion
fr,Chris Sawyer's Locomotion,Chris Sawyer's Locomotion
pl,Chris Sawyer’s Locomotion,Chris Sawyer's Locomotion
nl,Locomotion (computerspel),Chris Sawyer's Locomotion
it,Chris Sawyer's Locomotion,Chris Sawyer's Locomotion
sv,Chris Sawyer's Locomotion,Chris Sawyer's Locomotion
zh,運輸王,Chris Sawyer's Locomotion
cs,Chris Sawyer's Locomotion,Chris Sawyer's Locomotion
ja,Chris Sawyer's Locomotion,Chris Sawyer's Locomotion
hu,Chris Sawyer’s Locomotion,Chris Sawyer's Locomotion
no,Chris Sawyer’s Locomotion,Chris Sawyer's Locomotion
fi,Chris Sawyer's Locomotion,Chris Sawyer's Locomotion
vi,Chris Sawyer's Locomotion,Chris Sawyer's Locomotion
da,Locomotion,Chris Sawyer's Locomotion
ko,크리스 소여의 로코모션,Chris Sawyer's Locomotion
arz,كريس ساويرس لوكوموتيون,Chris Sawyer's Locomotion
lld,Chris Sawyer's Locomotion,Chris Sawyer's Locomotion
en,The Battle of Olympus,The Battle of Olympus
de,The Battle of Olympus,The Battle of Olympus
fr,The Battle of Olympus,The Battle of Olympus
es,The Battle of Olympus,The Battle of Olympus
it,The Battle of Olympus,The Battle of Olympus
no,The Battle of Olympus,The Battle of Olympus
nl,The Battle of Olympus,The Battle of Olympus
sv,The Battle of Olympus,The Battle of Olympus
gl,The Battle of Olympus,The Battle of Olympus
lld,The Battle of Olympus,The Battle of Olympus
en,EverQuest Role-Playing Game,EverQuest Role-Playing Game
en,Adeline Software International,Adeline Software International
fr,Adeline Software International,Adeline Software International
ru,Adeline Software International,Adeline Software International
es,Adeline Software International,Adeline Software International
pt,Adeline Software International,Adeline Software International
nl,Adeline Software International,Adeline Software International
sv,Adeline Software International,Adeline Software International
en,Soldier of Fortune II: Double Helix,Soldier of Fortune II: Double Helix
ru,Soldier of Fortune II: Double Helix,Soldier of Fortune II: Double Helix
es,Soldier of Fortune II: Double Helix,Soldier of Fortune II: Double Helix
fr,Soldier of Fortune II: Double Helix,Soldier of Fortune II: Double Helix
it,Soldier of Fortune II: Double Helix,Soldier of Fortune II: Double Helix
zh,傭兵戰場2：雙重螺旋,Soldier of Fortune II: Double Helix
pl,Soldier of Fortune II: Double Helix,Soldier of Fortune II: Double Helix
cs,Soldier of Fortune II: Double Helix,Soldier of Fortune II: Double Helix
fi,Soldier of Fortune II: Double Helix,Soldier of Fortune II: Double Helix
de,Soldier of Fortune II: Double Helix,Soldier of Fortune II: Double Helix
ko,솔저 오브 포춘 II: 더블 헬릭스,Soldier of Fortune II: Double Helix
pt,Soldier of Fortune II: Double Helix,Soldier of Fortune II: Double Helix
sv,Soldier of Fortune II: Double Helix,Soldier of Fortune II: Double Helix
arz,سولدير اوف فورتون اي: دوبل هيليكس,Soldier of Fortune II: Double Helix
eo,Soldier of Fortune 2: Double Helix,Soldier of Fortune II: Double Helix
lld,Soldier of Fortune II: Double Helix,Soldier of Fortune II: Double Helix
en,Fantasy Warlord,Fantasy Warlord
en,ST Review,ST Review
hu,ST Review,ST Review
sv,Atari ST Review,ST Review
en,1996 in games,1996 in games
fr,1996 en jeu,1996 in games
vi,Trò chơi năm 1996,1996 in games
en,Tetrisphere,Tetrisphere
fr,Tetrisphere,Tetrisphere
en,Empires in Arms,Empires in Arms
sv,Empires in Arms,Empires in Arms
en,The Daedalus Encounter,The Daedalus Encounter
ru,The Daedalus Encounter,The Daedalus Encounter
fr,The Daedalus Encounter,The Daedalus Encounter
en,Aqua Aqua,Aqua Aqua
ja,アクアクア,Aqua Aqua
fr,Aqua Aqua: Wetrix 2,Aqua Aqua
it,Aqua Aqua: Wetrix 2,Aqua Aqua
ms,Aqua Aqua: Wetrix 2,Aqua Aqua
en,Lords of EverQuest,Lords of EverQuest
de,Lords of EverQuest,Lords of EverQuest
fr,Lords of EverQuest,Lords of EverQuest
en,Daxter (video game),Daxter (video game)
ru,Daxter,Daxter (video game)
es,Daxter,Daxter (video game)
fr,Daxter,Daxter (video game)
it,Daxter,Daxter (video game)
pt,Daxter,Daxter (video game)
ja,Daxter,Daxter (video game)
fi,Daxter,Daxter (video game)
uk,Daxter,Daxter (video game)
sq,Daxter,Daxter (video game)
sv,Daxter,Daxter (video game)
simple,Daxter,Daxter (video game)
ceb,Daxter (video game),Daxter (video game)
arz,داكستير (فيديو لعب),Daxter (video game)
lld,Daxter,Daxter (video game)
pt,LAN house,LAN gaming center
en,LAN gaming center,LAN gaming center
fr,Salle de jeux en réseau,LAN gaming center
id,Pusat permainan dalam jaringan,LAN gaming center
en,Rave Racer,Rave Racer
ja,レイブレーサー,Rave Racer
es,Rave Racer,Rave Racer
it,Rave Racer,Rave Racer
fr,Rave Racer,Rave Racer
nl,Rave Racer,Rave Racer
pt,Rave Racer,Rave Racer
id,Rave Racer,Rave Racer
arz,ريڤ ريسر,Rave Racer
en,Heart of China,Heart of China
it,Heart of China,Heart of China
es,Heart of China,Heart of China
fr,Heart of China,Heart of China
nl,Heart of China,Heart of China
lld,Heart of China,Heart of China
arz,هايرت اوف كينا,Heart of China
en,Sea Dragon (video game),Sea Dragon (video game)
ru,Sea Dragon (игра),Sea Dragon (video game)
en,WRC 5,WRC 5
ru,WRC 5,WRC 5
es,WRC 5,WRC 5
fr,WRC 5,WRC 5
it,WRC 5 FIA World Rally Championship,WRC 5
fi,WRC 5: FIA World Rally Championship,WRC 5
arz,ورك 5,WRC 5
de,World Rally Championship 5: FIA World Rally Championship,WRC 5
en,Lethal Weapon (video game),Lethal Weapon (video game)
it,Lethal Weapon (videogioco 1992),Lethal Weapon (video game)
ru,Lethal Weapon (игра),Lethal Weapon (video game)
nl,Lethal Weapon (computerspel),Lethal Weapon (video game)
lld,Lethal Weapon,Lethal Weapon (video game)
el,Lethal Weapon (βιντεοπαιχνίδι),Lethal Weapon (video game)
en,Fireball Island,Fireball Island
it,L'isola di fuoco,Fireball Island
fi,Fireball Island,Fireball Island
en,Raw Deal (card game),Raw Deal (card game)
en,XS Games,XS Games
fr,XS Games,XS Games
en,De Profundis (role-playing game),De Profundis (role-playing game)
pl,De Profundis (gra),De Profundis (role-playing game)
de,De Profundis (Brief-Rollenspiel),De Profundis (role-playing game)
es,De Profundis (juego de rol),De Profundis (role-playing game)
gl,De profundis: cartas desde o abismo,De Profundis (role-playing game)
en,Dino Eggs,Dino Eggs
en,Chris Jones (Access Software),Chris Jones (Access Software)
fr,Chris Jones (concepteur de jeux vidéo),Chris Jones (Access Software)
ru,"Джонс, Крис (геймдизайнер)",Chris Jones (Access Software)
mg,Chris Jones,Chris Jones (Access Software)
arz,كريس جونز (ممثل),Chris Jones (Access Software)
af,Chris Jones (Access Software),Chris Jones (Access Software)
no,Chris Jones,Chris Jones (Access Software)
en,Centurion: Defender of Rome,Centurion: Defender of Rome
ru,Centurion: Defender of Rome,Centurion: Defender of Rome
it,Centurion: Defender of Rome,Centurion: Defender of Rome
pl,Centurion: Defender of Rome,Centurion: Defender of Rome
es,Centurion: Defender of Rome,Centurion: Defender of Rome
fr,Centurion: Defender of Rome,Centurion: Defender of Rome
hy,Կենտուրիոնը՝ Հռոմի պաշտպանը,Centurion: Defender of Rome
ja,メタルマックスシリーズ,Metal Max
en,Metal Max,Metal Max
zh,重装机兵系列,Metal Max
wuu,重装机兵系列,Metal Max
ko,메탈 맥스,Metal Max
simple,Metal Max,Metal Max
en,GameTrailers TV with Geoff Keighley,GameTrailers TV with Geoff Keighley
it,Game Head,GameTrailers TV with Geoff Keighley
en,Spectrobes,Spectrobes
en,Vespers (video game),Vespers (video game)
en,Tenchu: Dark Secret,Tenchu: Dark Secret
es,Tenchu: Dark Secret,Tenchu: Dark Secret
fr,Tenchu: Dark Secret,Tenchu: Dark Secret
arz,تينتشو: دارك سيكريت,Tenchu: Dark Secret
lld,Tenchu: Dark Secret,Tenchu: Dark Secret
en,Music of Final Fantasy V,Music of Final Fantasy V
zh,最终幻想V的音乐,Music of Final Fantasy V
fr,Musique de Final Fantasy V,Music of Final Fantasy V
en,Kid Icarus (series),Kid Icarus (series)
ja,パルテナの鏡シリーズ,Kid Icarus (series)
fr,Kid Icarus,Kid Icarus (series)
de,Kid Icarus,Kid Icarus (series)
zh,光神話系列,Kid Icarus (series)
simple,Kid Icarus (series),Kid Icarus (series)
sv,Kid Icarus (spelserie),Kid Icarus (series)
fi,Kid Icarus (pelisarja),Kid Icarus (series)
ro,Kid Icarus (serie de jocuri),Kid Icarus (series)
en,Action Fighter,Action Fighter
ja,アクションファイター,Action Fighter
it,Action Fighter,Action Fighter
fr,Action Fighter,Action Fighter
zh,動作格鬥 (遊戲),Action Fighter
nl,Action Fighter,Action Fighter
ko,액션 파이터,Action Fighter
pl,Action Fighter,Action Fighter
lld,Action Fighter,Action Fighter
en,Freekstyle,Freekstyle
pt,Freekstyle,Freekstyle
es,Freekstyle,Freekstyle
fr,Freekstyle,Freekstyle
fi,Freekstyle,Freekstyle
lld,Freekstyle,Freekstyle
en,Spider: The Video Game,Spider: The Video Game
es,Spider: The Video Game,Spider: The Video Game
fr,Spider: The Video Game,Spider: The Video Game
lld,Spider: The Video Game,Spider: The Video Game
sv,Spider (datorspel),Spider: The Video Game
en,NFL Sports Talk Football '93,NFL Sports Talk Football '93
fr,NFL Sports Talk Football '93 Starring Joe Montana,NFL Sports Talk Football '93
lld,NFL Sports Talk Football '93,NFL Sports Talk Football '93
ja,バッドランズ,Badlands (1984 video game)
en,Badlands (1984 video game),Badlands (1984 video game)
nl,Badlands (computerspel),Badlands (1984 video game)
en,Radar Mission,Radar Mission
ja,レーダーミッション,Radar Mission
sv,Radar Mission,Radar Mission
lld,Radar Mission,Radar Mission
arz,رادار ميسيون,Radar Mission
en,Hyperball Racing,Hyperball Racing
en,The Nameless Mod,The Nameless Mod
en,Evochron Alliance,Evochron Alliance
fr,Evochron Alliance,Evochron Alliance
en,Cash Guns Chaos,Cash Guns Chaos
arz,كاش جونس تشاوس,Cash Guns Chaos
lld,Cash Guns Chaos,Cash Guns Chaos
ca,Cash Guns Chaos,Cash Guns Chaos
en,Street Sk8er,Street Sk8er
fr,Street Skater,Street Sk8er
en,HyperScan,HyperScan
ru,HyperScan,HyperScan
es,HyperScan,HyperScan
ja,HyperScan,HyperScan
pl,HyperScan,HyperScan
pt,HyperScan,HyperScan
fr,HyperScan,HyperScan
it,HyperScan,HyperScan
uk,HyperScan,HyperScan
cs,HyperScan,HyperScan
qu,HyperScan,HyperScan
sv,Hyperscan,HyperScan
ka,HyperScan,HyperScan
en,Hollywood (graphics chip),Hollywood (graphics chip)
it,ATI Hollywood,Hollywood (graphics chip)
fr,Hollywood (processeur graphique),Hollywood (graphics chip)
hu,Hollywood (grafikai processzor),Hollywood (graphics chip)
sv,Hollywood (GPU),Hollywood (graphics chip)
en,Arcade's Greatest Hits: The Atari Collection 1,Arcade's Greatest Hits: The Atari Collection 1
fr,Arcade's Greatest Hits,Arcade's Greatest Hits: The Atari Collection 1
it,Arcade's Greatest Hits: The Atari Collection 1,Arcade's Greatest Hits: The Atari Collection 1
nl,Arcade's Greatest Hits: The Atari Collection 1,Arcade's Greatest Hits: The Atari Collection 1
en,Legend of the Dragon (video game),Legend of the Dragon (video game)
it,Legend of the Dragon,Legend of the Dragon (video game)
es,Legend of the Dragon (videojuego),Legend of the Dragon (video game)
lld,Legend of the Dragon,Legend of the Dragon (video game)
en,Austin Powers Pinball,Austin Powers Pinball
pt,Austin Powers Pinball,Austin Powers Pinball
lld,Austin Powers Pinball,Austin Powers Pinball
ru,You Are Empty,You Are Empty
en,You Are Empty,You Are Empty
uk,You Are Empty,You Are Empty
es,You Are Empty,You Are Empty
pl,You Are Empty,You Are Empty
fr,You Are EMPTY,You Are Empty
hu,You Are Empty,You Are Empty
it,You Are Empty,You Are Empty
be-tarask,You Are Empty,You Are Empty
en,Cevat Yerli,Cevat Yerli
de,Cevat Yerli,Cevat Yerli
tr,Cevat Yerli,Cevat Yerli
fr,Cevat Yerli,Cevat Yerli
arz,سيڤات يرلى,Cevat Yerli
hu,Cevat Yerli,Cevat Yerli
nl,Cevat Yerli,Cevat Yerli
en,Murakumo: Renegade Mech Pursuit,Murakumo: Renegade Mech Pursuit
fr,Murakumo: Renegade Mech Pursuit,Murakumo: Renegade Mech Pursuit
it,Murakumo: Renegade Mech Pursuit,Murakumo: Renegade Mech Pursuit
uk,Murakumo: Renegade Mech Pursuit,Murakumo: Renegade Mech Pursuit
lld,Murakumo: Renegade Mech Pursuit,Murakumo: Renegade Mech Pursuit
en,Baldies,Baldies
ru,Baldies,Baldies
it,Baldies,Baldies
fr,Baldies,Baldies
nl,Baldies,Baldies
en,Slide Adventure MAGKID,Slide Adventure MAGKID
ja,スライドアドベンチャー マグキッド,Slide Adventure MAGKID
it,Slide Adventure: Mag Kid,Slide Adventure MAGKID
lld,Slide Adventure MAGKID,Slide Adventure MAGKID
en,Microsoft Minesweeper,Microsoft Minesweeper
hu,Aknakereső (videójáték),Microsoft Minesweeper
zh,微軟踩地雷,Microsoft Minesweeper
sv,MS Röj,Microsoft Minesweeper
ko,지뢰 찾기 (윈도우),Microsoft Minesweeper
id,Minesweeper (Windows),Microsoft Minesweeper
hr,Minesweeper,Microsoft Minesweeper
bg,Minesweeper (Windows),Microsoft Minesweeper
el,Microsoft Minesweeper,Microsoft Minesweeper
vi,Microsoft Minesweeper,Microsoft Minesweeper
gl,Microsoft Minesweeper,Microsoft Minesweeper
en,Secret Weapons of the Luftwaffe,Secret Weapons of the Luftwaffe
de,Secret Weapons of the Luftwaffe,Secret Weapons of the Luftwaffe
it,Secret Weapons of the Luftwaffe,Secret Weapons of the Luftwaffe
fr,Secret Weapons of the Luftwaffe,Secret Weapons of the Luftwaffe
ja,Secret Weapons of the Luftwaffe,Secret Weapons of the Luftwaffe
lld,Secret Weapons of the Luftwaffe,Secret Weapons of the Luftwaffe
en,Simon the Sorcerer 3D,Simon the Sorcerer 3D
de,Simon the Sorcerer 3D,Simon the Sorcerer 3D
pl,Szymek czarodziej,Simon the Sorcerer 3D
it,Simon the Sorcerer 3D,Simon the Sorcerer 3D
fr,Simon the Sorcerer 3D,Simon the Sorcerer 3D
ru,Simon the Sorcerer 3D,Simon the Sorcerer 3D
nl,Simon the Sorcerer 3D,Simon the Sorcerer 3D
arz,سيمون ث سورسيرير 3د,Simon the Sorcerer 3D
lld,Simon the Sorcerer 3D,Simon the Sorcerer 3D
zh,魔法师西蒙3D,Simon the Sorcerer 3D
en,Lux-Pain,Lux-Pain
ja,ルクス・ペイン,Lux-Pain
fr,Lux-Pain,Lux-Pain
en,Marvel: Ultimate Alliance 2,Marvel: Ultimate Alliance 2
ru,Marvel: Ultimate Alliance 2,Marvel: Ultimate Alliance 2
es,Marvel: Ultimate Alliance 2,Marvel: Ultimate Alliance 2
it,Marvel: La Grande Alleanza 2,Marvel: Ultimate Alliance 2
pt,Marvel: Ultimate Alliance 2,Marvel: Ultimate Alliance 2
fr,Marvel: Ultimate Alliance 2,Marvel: Ultimate Alliance 2
fi,Marvel: Ultimate Alliance 2,Marvel: Ultimate Alliance 2
arz,مارڤيل: ولتيمات اليانس 2,Marvel: Ultimate Alliance 2
simple,Marvel: Ultimate Alliance 2,Marvel: Ultimate Alliance 2
lld,Marvel: Ultimate Alliance 2,Marvel: Ultimate Alliance 2
en,Dirt Track Racing (video game),Dirt Track Racing (video game)
en,Kara no Shōjo,Kara no Shōjo
ja,殻ノ少女,Kara no Shōjo
zh,殼之少女,Kara no Shōjo
ru,Kara no Shōjo,Kara no Shōjo
fr,Kara no Shōjo,Kara no Shōjo
uk,Kara no Shōjo,Kara no Shōjo
sv,Kara no Shoujo,Kara no Shōjo
lld,Kara no Shōjo,Kara no Shōjo
en,Abul Lais Siddiqui,Abul Lais Siddiqui
pnb,ابو اللیث صدیقی,Abul Lais Siddiqui
arz,ابو اللیث صدیقی,Abul Lais Siddiqui
sd,ابوالليث صديقي,Abul Lais Siddiqui
en,Pendulo Studios,Pendulo Studios
fr,Pendulo Studios,Pendulo Studios
es,"Pendulo Studios, S.L.",Pendulo Studios
ru,Péndulo Studios,Pendulo Studios
de,Péndulo Studios,Pendulo Studios
it,Pendulo Studios,Pendulo Studios
fi,Pendulo Studios,Pendulo Studios
hu,Pendulo Studios,Pendulo Studios
en,From the Abyss,From the Abyss
zh,來自深淵 (遊戲),From the Abyss
fr,From the Abyss,From the Abyss
en,Alec Holowka,Alec Holowka
ru,"Холовка, Алек",Alec Holowka
es,Alec Holowka,Alec Holowka
de,Alec Holowka,Alec Holowka
fr,Alec Holowka,Alec Holowka
simple,Alec Holowka,Alec Holowka
mg,Alec Holowka,Alec Holowka
en,Space Invaders: The Original Game,Space Invaders: The Original Game
en,"My World, My Way (video game)","My World, My Way (video game)"
ja,世界はあたしでまわってる,"My World, My Way (video game)"
fr,"My World, My Way","My World, My Way (video game)"
arz,مى ورلد,"My World, My Way (video game)"
en,Last Night on Earth (game),Last Night on Earth (game)
en,Brain Quest,Brain Quest
en,Rambo: First Blood Part II (Master System video game),Rambo: First Blood Part II (Master System video game)
ja,阿修羅 (ゲーム),Rambo: First Blood Part II (Master System video game)
it,Rambo: First Blood Part II (videogioco 1986),Rambo: First Blood Part II (Master System video game)
fi,Rambo: First Blood Part II (Sega Master System),Rambo: First Blood Part II (Master System video game)
arz,رامبو فيرست بلود پارت II (ڤيديو لعب),Rambo: First Blood Part II (Master System video game)
en,League Bowling,League Bowling
ja,League Bowling,League Bowling
it,League Bowling,League Bowling
es,League Bowling,League Bowling
fr,League Bowling,League Bowling
lld,League Bowling,League Bowling
en,E3 2009,E3 2009
es,Electronic Entertainment Expo 2009,E3 2009
fr,Electronic Entertainment Expo 2009,E3 2009
it,Electronic Entertainment Expo 2009,E3 2009
pl,Electronic Entertainment Expo 2009,E3 2009
fi,Electronic Entertainment Expo 2009,E3 2009
ca,E3 2009,E3 2009
id,Electronic Entertainment Expo 2009,E3 2009
no,Electronic Entertainment Expo 2009,E3 2009
nl,Electronic Entertainment Expo 2009,E3 2009
en,Clutch Hitter,Clutch Hitter
lld,Clutch Hitter,Clutch Hitter
en,Muscle March,Muscle March
ja,マッスル行進曲,Muscle March
pt,Muscle March,Muscle March
arz,موسكل مارتش,Muscle March
en,Ford Racing 2,Ford Racing 2
it,Ford Racing 2,Ford Racing 2
es,Ford Racing 2,Ford Racing 2
fr,Ford Racing 2,Ford Racing 2
hu,Ford Racing 2,Ford Racing 2
ca,Ford Racing 2,Ford Racing 2
lld,Ford Racing 2,Ford Racing 2
en,Dive Bomber (video game),Dive Bomber (video game)
en,Harpoon (video game),Harpoon (video game)
de,Harpoon (Computerspiel),Harpoon (video game)
fi,Harpoon (videopeli),Harpoon (video game)
zh,魚叉 (遊戲),Harpoon (video game)
fr,Harpoon (jeu vidéo),Harpoon (video game)
en,Bayonetta (character),Bayonetta (character)
es,Bayonetta (personaje),Bayonetta (character)
zh,蓓優妮塔,Bayonetta (character)
it,Bayonetta (personaggio),Bayonetta (character)
nl,Bayonetta (personage),Bayonetta (character)
en,NCAA Football 11,NCAA Football 11
lld,NCAA Football 11,NCAA Football 11
en,Network Q RAC Rally (video game),Network Q RAC Rally (video game)
es,Network Q RAC Rally,Network Q RAC Rally (video game)
pl,Network Q RAC Rally,Network Q RAC Rally (video game)
en,Sinistar: Unleashed,Sinistar: Unleashed
zh,星风血雨,Sinistar: Unleashed
es,Sinistar: Unleashed,Sinistar: Unleashed
fr,Sinistar: Unleashed,Sinistar: Unleashed
en,Nancy Drew: Trail of the Twister,Nancy Drew: Trail of the Twister
ru,Нэнси Дрю. По следу торнадо,Nancy Drew: Trail of the Twister
en,H-Craft Championship,H-Craft Championship
uk,H-Craft Championship,H-Craft Championship
en,Fishlabs,Fishlabs
de,Deep Silver Fishlabs,Fishlabs
uk,Fishlabs,Fishlabs
fr,DS Fishlabs,Fishlabs
pl,Fishlabs,Fishlabs
en,Breach (2011 video game),Breach (2011 video game)
fr,"Breach (jeu vidéo, 2011)",Breach (2011 video game)
fi,Breach (vuoden 2011 videopeli),Breach (2011 video game)
en,Paper Mario: Sticker Star,Paper Mario: Sticker Star
ja,ペーパーマリオ スーパーシール,Paper Mario: Sticker Star
es,Paper Mario: Sticker Star,Paper Mario: Sticker Star
fr,Paper Mario: Sticker Star,Paper Mario: Sticker Star
de,Paper Mario: Sticker Star,Paper Mario: Sticker Star
it,Paper Mario: Sticker Star,Paper Mario: Sticker Star
zh,纸片马力欧 超级贴纸,Paper Mario: Sticker Star
pt,Paper Mario: Sticker Star,Paper Mario: Sticker Star
pl,Paper Mario: Sticker Star,Paper Mario: Sticker Star
nl,Paper Mario: Sticker Star,Paper Mario: Sticker Star
id,Paper Mario: Sticker Star,Paper Mario: Sticker Star
simple,Paper Mario: Sticker Star,Paper Mario: Sticker Star
ko,페이퍼 마리오 스티커 스타,Paper Mario: Sticker Star
ca,Paper Mario: Sticker Star,Paper Mario: Sticker Star
fi,Paper Mario: Sticker Star,Paper Mario: Sticker Star
arz,پاپير ماريو: ستيكير ستار,Paper Mario: Sticker Star
lld,Paper Mario: Sticker Star,Paper Mario: Sticker Star
sv,Paper Mario: Sticker Star,Paper Mario: Sticker Star
en,Quattro compilations,Quattro compilations
ko,쿼트로 컴필레이션,Quattro compilations
en,Dream Chronicles: The Book of Water,Dream Chronicles: The Book of Water
en,Kensuke Tanabe,Kensuke Tanabe
ja,田邊賢輔,Kensuke Tanabe
fr,Kensuke Tanabe,Kensuke Tanabe
zh,田邊賢輔,Kensuke Tanabe
es,Kensuke Tanabe,Kensuke Tanabe
de,Kensuke Tanabe,Kensuke Tanabe
it,Kensuke Tanabe,Kensuke Tanabe
pt,Kensuke Tanabe,Kensuke Tanabe
ko,타나베 켄스케,Kensuke Tanabe
sv,Kensuke Tanabe,Kensuke Tanabe
arz,كينسوكى تنابى,Kensuke Tanabe
la,Kensuke Tanabe,Kensuke Tanabe
en,Magic: The Gathering – Duels of the Planeswalkers 2012,Magic: The Gathering – Duels of the Planeswalkers 2012
lld,Magic: The Gathering – Duels of the Planeswalkers 2012,Magic: The Gathering – Duels of the Planeswalkers 2012
arz,ماجيك: ث جاثيرينج دويلس اوف ث پلانيسووكرس 2012,Magic: The Gathering – Duels of the Planeswalkers 2012
en,Jens Bergensten,Jens Bergensten
ru,"Бергенстен, Йенс",Jens Bergensten
de,Jens Bergensten,Jens Bergensten
es,Jens Bergensten,Jens Bergensten
sv,Jens Bergensten,Jens Bergensten
fr,Jens Bergensten,Jens Bergensten
pl,Jens Bergensten,Jens Bergensten
ja,イェンス・バーゲンステン,Jens Bergensten
pt,Jens Bergensten,Jens Bergensten
it,Jens Bergensten,Jens Bergensten
zh,延斯·伯根斯坦,Jens Bergensten
tr,Jens Bergensten,Jens Bergensten
vi,Jens Bergensten,Jens Bergensten
fi,Jens Bergensten,Jens Bergensten
uk,Єнс Бергенстен,Jens Bergensten
id,Jens Bergensten,Jens Bergensten
sk,Jens Bergensten,Jens Bergensten
no,Jens Bergensten,Jens Bergensten
ko,옌스 베리엔스텐,Jens Bergensten
simple,Jens Bergensten,Jens Bergensten
th,เย็นส์ แบร์เยนสเตน,Jens Bergensten
